ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
400429,1,1,15,16,18,9,15,8,0,18,33,14
400430,0,1,0,0,0,0,0,0,0,0,0,0
400430,1,1,7,7,7,7,7,7,7,7,7,7
400431,1,1,0,0,0,0,0,0,0,0,0,0
400431,2,1,0,0,0,0,0,0,0,0,0,0
400432,1,1,0,0,0,0,0,0,0,0,0,0
400432,2,1,21,13,0,0,0,16,0,0,0,0
400433,1,1,19,19,19,19,19,19,19,19,19,19
400433,2,1,0,0,0,0,12,0,0,0,0,4
400434,1,1,32,32,32,32,32,32,32,32,32,32
400435,1,1,0,14,30,9,0,17,0,0,0,0
400436,1,1,11,11,11,11,11,11,11,11,11,11
400437,1,1,0,0,0,25,0,0,0,0,0,0
400438,0,1,28,28,28,28,28,28,28,28,28,28
400438,1,1,0,0,0,0,0,0,0,0,0,0
400439,1,1,0,0,0,0,0,0,0,0,0,0
400439,2,1,0,0,0,0,0,0,0,0,0,0
400440,1,1,0,0,0,0,0,0,0,0,0,0
400440,2,1,0,0,0,0,0,0,0,0,0,0
400441,1,1,20,20,20,20,20,20,20,20,20,20
400442,1,1,0,0,0,0,0,0,0,0,0,0
400442,2,1,0,0,0,0,0,0,0,0,0,0
400443,1,1,10,0,0,25,0,0,0,14,0,0
400443,2,1,0,0,0,0,0,0,0,0,0,0
400444,1,1,0,0,0,0,0,0,0,0,0,0
400444,2,1,0,0,0,0,0,0,0,0,0,0
400444,3,1,0,0,0,0,0,0,0,0,0,0
400445,1,1,0,0,0,0,0,0,0,0,0,0
400446,1,1,0,0,0,0,0,0,0,0,0,0
400447,1,1,17,17,17,17,17,17,17,17,17,17
400448,1,1,0,0,0,0,0,0,0,0,0,0
400448,2,1,0,0,0,0,0,0,0,0,0,0
400449,1,1,24,24,24,24,24,24,24,24,24,24
400449,2,1,0,0,0,0,19,0,0,0,0,0
400450,1,1,0,0,0,0,15,0,0,0,0,0
400451,1,1,0,0,0,0,0,0,0,0,0,0
400452,1,1,13,13,13,13,13,13,13,13,13,13
400453,1,1,0,0,0,0,0,0,0,0,0,0
400453,2,1,0,0,0,0,0,0,0,0,0,0
400453,3,1,0,0,0,0,0,0,0,0,0,0
400454,0,1,0,0,0,0,0,0,0,0,0,0
400454,1,1,0,0,0,0,0,0,0,0,0,0
400454,2,1,0,0,0,0,0,0,0,0,0,0
400454,3,1,0,0,0,0,0,0,0,0,0,0
400455,1,1,0,0,0,0,0,0,0,0,0,0
400455,2,1,0,0,0,0,0,0,0,0,0,0
400456,1,1,0,0,0,0,0,0,0,0,0,0
400457,1,1,0,0,0,0,0,0,0,0,0,0
400457,2,1,0,0,0,0,0,0,0,0,0,0
400458,1,1,0,0,0,0,0,0,0,0,0,0
400459,0,1,0,0,0,0,0,0,0,0,0,0
400459,1,1,0,0,0,0,0,0,0,0,0,0
400460,1,1,0,0,0,0,0,0,0,0,0,0
400461,1,1,0,0,0,0,0,0,0,0,0,0
400461,2,1,0,0,0,0,0,0,0,0,0,0
400462,1,1,32,32,32,32,32,32,32,32,32,32
400463,1,1,10,10,10,10,10,10,10,10,10,10
400464,1,1,0,0,0,0,0,0,0,0,0,0
400465,0,1,0,0,0,0,0,0,0,0,0,0
400465,1,1,0,0,0,0,0,0,0,0,0,0
400466,0,1,20,20,20,20,20,20,20,20,20,20
400466,1,1,0,0,0,0,0,0,0,0,0,0
400467,0,1,12,12,12,12,12,12,12,12,12,12
400467,1,1,0,0,0,0,0,0,0,0,0,0
400468,1,1,22,22,22,22,22,22,22,22,22,22
400469,1,1,0,0,0,0,0,0,0,0,0,0
400470,1,1,0,0,0,0,0,0,0,0,0,0
400471,0,1,45,45,45,45,45,45,45,45,45,45
400471,1,1,0,0,0,0,0,0,0,0,0,0
400472,0,1,0,0,0,0,0,0,0,0,0,0
400472,1,1,0,0,0,0,0,0,0,0,0,0
400473,0,1,25,25,25,25,25,25,25,25,25,25
400473,1,1,0,0,0,3,0,0,0,0,4,0
400473,2,1,0,0,8,0,7,27,0,0,19,0
400474,1,1,0,0,0,0,0,0,0,0,0,0
400474,2,1,0,0,0,0,0,0,0,0,0,0
400475,1,1,15,15,15,15,15,15,15,15,15,15
400475,2,1,0,0,0,0,0,0,0,0,0,0
400477,1,1,0,0,0,0,0,0,0,0,0,0
400478,1,1,31,31,31,31,31,31,31,31,31,31
400478,2,1,0,0,0,0,0,0,0,0,0,0
400479,1,1,0,0,0,0,0,0,0,0,0,0
400480,1,1,0,0,0,0,0,0,0,0,0,0
400480,2,1,0,0,0,0,0,0,0,0,0,0
400481,1,1,0,0,0,0,0,0,0,0,0,0
400482,1,1,0,0,0,0,0,0,0,0,0,0
400482,2,1,0,0,0,0,0,0,0,0,0,0
400483,1,1,26,26,26,26,26,26,26,26,26,26
400484,1,1,0,0,0,0,0,0,0,0,0,0
400485,1,1,0,0,0,0,0,0,0,0,0,0
400486,1,1,0,0,0,0,0,0,0,0,0,0
400487,1,1,0,0,0,0,0,0,0,0,0,0
400487,2,1,0,0,0,0,0,0,0,0,0,0
400488,1,1,0,0,0,0,0,0,0,0,0,0
400488,2,1,0,5,0,0,0,0,0,16,0,38
400489,1,1,0,0,0,0,0,0,0,0,0,0
400490,1,1,0,0,0,0,0,0,0,0,0,0
400491,1,1,0,0,0,0,0,0,0,0,0,0
400491,2,1,0,0,0,0,0,0,0,0,0,0
400492,1,1,0,0,0,0,0,0,0,0,0,0
400492,2,1,0,0,0,0,0,0,0,0,0,0
400493,1,1,0,0,0,0,0,0,0,0,0,0
400493,2,1,0,0,0,0,0,0,0,0,0,0
400494,1,1,0,0,0,0,0,0,0,0,0,0
400494,2,1,0,0,0,0,0,0,0,0,0,0
400495,1,1,0,0,0,0,0,0,0,0,0,0
400496,1,1,0,0,0,0,0,0,0,0,0,0
400496,2,1,0,0,0,0,0,0,0,0,0,0
400497,1,1,0,0,0,11,0,0,0,0,0,10
400498,1,1,13,13,13,13,13,13,13,13,13,13
400499,1,1,0,0,0,0,0,0,0,0,0,0
400500,1,1,0,0,0,0,0,0,0,0,0,0
400500,2,1,0,0,0,0,0,0,0,0,0,20
400500,3,1,0,0,0,0,0,0,0,0,0,0
400501,1,1,0,0,0,0,0,0,0,0,0,0
400502,1,1,0,0,0,0,0,0,0,0,0,0
400502,2,1,0,0,0,0,0,35,0,0,0,0
400503,1,1,0,0,0,0,0,0,0,0,0,0
400503,2,1,0,0,0,0,0,0,0,0,0,0
400504,1,1,0,0,0,0,0,0,0,0,0,0
400504,2,1,0,0,0,0,0,0,0,0,0,0
400505,1,1,0,0,0,0,0,0,0,0,0,0
400505,2,1,0,0,0,0,0,0,0,0,0,0
400506,0,1,26,26,26,26,26,26,26,26,26,26
400506,1,1,0,0,0,4,0,22,24,9,0,0
400507,1,1,0,0,18,0,0,0,0,0,0,0
400508,1,1,0,0,0,0,0,0,0,0,0,0
400508,2,1,0,0,0,0,0,0,0,0,0,0
400509,1,1,0,0,0,0,0,0,0,0,0,0
400510,1,1,0,0,0,0,0,0,0,0,0,0
400510,2,1,0,0,0,0,0,0,0,0,0,0
400511,1,1,0,0,0,0,0,0,0,0,0,0
400511,2,1,0,0,0,0,0,0,0,0,0,0
400512,1,1,0,0,0,0,0,0,0,0,0,0
400512,2,1,0,0,0,0,0,18,9,0,0,0
400513,1,1,9,9,9,9,9,9,9,9,9,9
400513,2,1,0,0,0,0,0,0,0,0,0,0
400514,1,1,16,16,16,16,16,16,16,16,16,16
400515,1,1,0,0,0,0,0,0,0,0,0,0
400515,2,1,0,0,0,0,0,0,0,0,0,0
400515,3,1,0,0,0,0,0,0,0,0,0,0
400516,1,1,14,14,14,14,14,14,14,14,14,14
400517,1,1,5,5,5,5,5,5,5,5,5,5
400518,0,1,22,22,22,22,22,22,22,22,22,22
400518,1,1,0,0,0,0,0,0,0,0,0,0
400519,1,1,3,3,3,3,3,3,3,3,3,3
400519,2,1,0,0,0,0,0,0,0,0,0,0
400520,1,1,0,0,0,0,0,0,0,0,0,0
400521,1,1,0,0,0,0,0,0,0,0,0,0
400521,2,1,0,0,0,0,0,0,0,0,0,0
400522,1,1,0,0,0,0,0,0,0,0,0,0
400522,2,1,0,0,0,0,0,0,0,0,0,0
400523,1,1,0,0,0,0,0,0,0,0,0,0
400523,2,1,0,0,0,0,0,0,0,0,0,0
400524,1,1,11,0,0,0,0,0,0,0,0,0
400524,2,1,0,0,0,0,0,0,0,0,0,23
400525,1,1,0,0,0,0,0,0,0,0,0,0
400526,1,1,0,0,0,0,0,0,15,0,0,0
400526,2,1,0,0,0,0,19,0,0,0,0,0
400527,1,1,0,0,0,0,0,0,0,0,0,0
400528,1,1,0,0,0,0,0,0,0,0,0,0
400529,1,1,0,0,0,0,0,0,0,0,0,0
400529,2,1,24,0,0,0,0,0,0,0,0,0
400530,1,1,0,0,0,0,0,0,0,0,0,0
400530,2,1,22,0,11,0,21,0,6,0,0,0
400531,1,1,0,0,0,0,0,0,0,0,0,0
400531,2,1,17,30,0,0,0,0,0,0,0,0
400532,1,1,13,13,13,13,13,13,13,13,13,13
400533,0,1,10,10,10,10,10,10,10,10,10,10
400533,1,1,0,0,0,0,0,0,0,0,0,0
400534,0,1,23,23,23,23,23,23,23,23,23,23
400534,1,1,0,0,0,0,0,0,0,0,2,0
400535,1,1,0,0,0,0,0,0,0,0,0,0
400536,0,1,0,0,0,0,0,0,0,0,0,0
400537,1,1,0,0,0,0,0,0,0,0,0,0
400538,1,1,8,8,8,8,8,8,8,8,8,8
400539,1,1,13,13,13,13,13,13,13,13,13,13
400540,0,1,0,0,0,22,0,0,0,0,15,0
400540,0,2,12,12,12,12,12,12,12,12,12,12
400540,1,1,0,0,0,0,0,0,7,0,0,0
400541,0,1,0,0,0,0,0,0,0,0,0,0
400541,1,1,0,0,0,0,0,0,0,0,0,0
400543,1,1,0,0,0,0,0,0,0,0,0,0
400544,0,1,22,22,22,22,22,22,22,22,22,22
400544,1,1,0,0,0,0,0,0,0,0,0,0
400545,1,1,0,0,0,0,0,0,0,0,0,0
400545,2,1,0,0,0,0,0,0,0,0,0,0
400546,1,1,0,0,0,0,0,0,0,0,0,0
400547,1,1,0,0,0,0,0,0,0,0,0,0
400547,2,1,0,0,0,0,0,0,0,0,0,0
400547,3,1,0,0,0,0,0,0,0,0,0,0
400548,1,1,6,6,6,6,6,6,6,6,6,6
400549,1,1,0,0,0,0,0,16,0,7,0,0
400549,2,1,0,0,0,0,0,0,0,0,0,0
400550,1,1,9,9,9,9,9,9,9,9,9,9
400551,1,1,24,24,24,24,24,24,24,24,24,24
400552,1,1,27,27,27,27,27,27,27,27,27,27
400553,0,1,0,0,0,0,0,0,0,0,0,0
400553,1,1,0,0,0,0,0,0,0,0,0,0
400554,1,1,0,0,0,0,0,0,0,0,0,0
400554,2,1,0,0,0,0,0,0,0,0,0,0
400555,1,1,0,14,0,21,0,0,0,0,0,5
400555,2,1,0,0,0,0,0,0,0,0,0,0
400556,1,1,8,8,8,8,8,8,8,8,8,8
400557,1,1,0,0,0,0,0,0,0,0,0,0
400557,2,1,0,0,0,0,0,0,0,0,0,0
400558,0,1,27,27,27,27,27,27,27,27,27,27
400558,1,1,0,0,0,0,0,0,0,0,0,0
400559,1,1,32,32,32,32,32,32,32,32,32,32
400560,1,1,0,0,0,0,0,0,0,0,0,0
400561,1,1,0,0,0,0,0,0,0,0,0,0
400561,2,1,15,15,15,15,15,15,15,15,15,15
400562,1,1,12,12,12,12,12,12,12,12,12,12
400563,1,1,0,0,0,0,0,0,0,0,0,0
400564,1,1,0,0,0,0,0,0,0,0,0,0
400564,2,1,0,0,0,0,0,0,0,0,0,0
400565,1,1,0,0,0,0,0,0,0,0,0,0
400565,2,1,0,0,0,0,0,0,0,0,0,0
400566,1,1,0,0,0,0,0,0,0,0,0,0
400566,2,1,0,0,0,0,0,0,0,0,0,0
400567,1,1,0,0,0,0,0,0,0,0,0,0
400568,1,1,0,0,0,0,0,0,0,0,0,0
400568,2,1,0,0,0,0,0,0,0,0,0,0
400569,1,1,0,0,0,0,0,0,0,0,0,0
400570,1,1,0,0,0,0,0,0,0,0,0,0
400570,2,1,0,0,0,0,0,0,0,0,0,0
400571,1,1,0,0,0,0,0,0,0,0,0,0
400571,2,1,0,0,0,0,0,0,0,0,0,0
400572,1,1,30,30,30,30,30,30,30,30,30,30
400573,0,1,7,7,7,7,7,7,7,7,7,7
400573,1,1,0,0,0,0,0,17,0,0,0,0
400575,1,1,0,0,0,5,0,0,0,0,0,0
400575,2,1,0,0,0,0,0,0,0,0,0,0
400576,0,1,0,0,0,0,0,0,0,0,0,0
400576,1,1,0,0,0,0,0,0,0,0,0,0
400577,1,1,0,0,0,0,0,0,0,0,0,0
400578,1,1,0,0,0,0,16,15,9,7,0,0
400579,1,1,0,0,0,0,0,0,0,0,0,0
400580,0,1,0,0,0,0,0,0,0,0,0,0
400580,1,1,0,0,0,0,0,11,0,0,0,14
400580,2,1,0,0,13,0,0,0,0,0,0,0
400581,1,1,7,16,20,23,11,9,15,22,3,29
400582,1,1,0,0,0,0,0,0,0,0,0,0
400583,1,1,0,0,0,0,0,0,0,0,0,0
400583,2,1,0,0,0,0,0,0,0,0,0,0
400584,1,1,0,0,0,0,0,0,0,0,0,0
400584,2,1,0,21,0,0,0,0,19,0,0,13
400585,1,1,0,0,0,0,0,0,0,0,0,0
400585,2,1,0,0,0,0,0,0,0,0,0,0
400585,3,1,0,0,0,0,0,0,0,0,0,0
400586,1,1,0,0,0,0,0,0,0,0,0,0
400586,2,1,0,0,0,0,0,0,0,0,0,0
400587,1,1,11,0,0,0,0,0,0,14,0,0
400588,1,1,0,0,0,0,0,0,0,0,0,0
400589,0,1,0,0,0,0,0,0,0,0,0,0
400589,1,1,0,0,0,0,8,0,0,0,0,0
400591,1,1,0,0,0,0,0,0,0,0,0,0
400591,2,1,0,0,0,0,0,0,0,0,0,0
400592,1,1,0,0,0,0,0,0,0,0,0,0
400592,2,1,13,13,13,13,13,13,13,13,13,13
400593,1,1,0,0,19,0,0,14,0,0,0,0
400593,2,1,0,0,0,0,0,0,0,0,0,0
400593,3,1,0,0,0,0,0,0,0,0,0,0
400594,1,1,21,21,21,21,21,21,21,21,21,21
400594,2,1,0,0,0,0,0,0,0,0,0,0
400595,1,1,0,0,0,0,0,0,0,0,0,0
400595,2,1,20,20,20,20,20,20,20,20,20,20
410001,0,1,0,0,0,0,0,0,0,0,0,0
410001,1,1,0,0,0,0,0,0,0,0,0,0
410002,1,1,0,0,0,0,0,0,0,0,0,0
410002,2,1,0,0,0,0,0,0,0,0,0,0
410003,0,1,0,0,0,24,0,0,22,0,0,0
410003,1,1,0,0,0,0,0,0,0,0,0,0
410004,1,1,0,0,0,0,0,0,0,0,0,0
410004,2,1,0,0,0,0,0,0,0,0,0,0
410005,1,1,0,0,0,0,0,0,0,0,0,0
410005,2,1,0,0,0,0,0,0,0,0,0,0
410006,0,1,0,0,0,22,0,0,0,0,0,0
410006,0,2,0,20,0,0,0,0,0,0,14,0
410006,1,1,0,0,0,0,0,0,0,0,0,0
410007,1,1,27,27,27,27,27,27,27,27,27,27
410008,0,1,13,13,13,13,13,13,13,13,13,13
410008,1,1,0,0,0,0,0,0,0,0,0,0
410009,1,1,29,29,29,29,29,29,29,29,29,29
410010,1,1,20,20,20,20,20,20,20,20,20,20
410011,0,1,21,21,21,21,21,21,21,21,21,21
410011,1,1,0,0,0,0,0,0,0,0,0,0
410012,1,1,0,0,0,0,0,0,0,0,0,0
410013,1,1,0,0,0,0,0,0,0,0,0,0
410013,2,1,4,0,0,0,0,21,0,0,0,0
410014,0,1,0,0,0,0,0,0,26,23,0,0
410014,1,1,0,0,0,0,0,0,0,0,0,0
410015,1,1,0,0,0,0,0,0,0,0,0,0
410016,1,1,0,0,0,0,0,0,0,0,0,0
410016,2,1,0,0,0,0,0,0,0,0,0,0
410016,3,1,0,0,28,0,0,0,0,0,0,0
410017,1,1,30,30,30,30,30,30,30,30,30,30
410017,2,1,0,13,18,0,9,18,18,0,0,50
410018,1,1,0,0,0,0,0,0,0,0,0,0
410019,1,1,0,0,0,0,0,0,0,0,0,0
410020,1,1,0,0,0,6,0,0,0,0,0,16
410020,2,1,0,0,0,0,0,0,0,0,0,0
410020,3,1,0,0,0,0,0,0,0,0,0,0
410021,1,1,0,0,0,0,0,0,0,0,0,0
410021,2,1,0,0,0,0,0,0,0,0,0,0
410022,1,1,0,0,0,0,0,0,0,0,0,0
410023,1,1,3,3,3,3,3,3,3,3,3,3
410024,0,1,0,0,0,0,0,0,0,0,0,0
410024,1,1,0,0,0,0,0,0,0,0,18,0
410025,0,1,37,0,0,13,0,22,0,17,33,0
410025,1,1,0,0,0,0,0,0,0,0,0,0
410025,2,1,0,18,19,0,0,0,13,14,0,0
410026,0,1,14,14,14,14,14,14,14,14,14,14
410026,1,1,0,0,0,8,0,0,0,0,0,0
410027,1,1,0,0,0,0,0,0,0,0,0,0
410027,2,1,0,0,0,4,0,0,0,0,0,0
410028,1,1,0,0,0,0,0,0,0,0,0,0
410028,2,1,0,0,0,0,0,0,0,0,0,0
410029,0,1,0,0,0,0,0,0,0,0,0,0
410029,1,1,0,0,0,0,0,0,0,0,0,47
410030,0,1,0,0,0,0,0,0,0,0,0,0
410030,1,1,0,0,0,0,0,0,0,0,0,0
410031,1,1,9,9,9,9,9,9,9,9,9,9
410032,0,1,0,0,0,0,0,0,0,0,0,0
410032,1,1,0,0,0,0,0,0,0,0,0,0
410033,1,1,24,24,24,24,24,24,24,24,24,24
410034,1,1,2,2,2,2,2,2,2,2,2,2
410035,1,1,0,0,0,0,0,0,0,0,0,0
410035,2,1,0,0,0,0,0,0,0,0,0,0
410036,1,1,0,0,0,0,0,0,0,0,0,0
410036,2,1,0,0,0,0,0,0,0,0,0,0
410037,1,1,0,0,0,0,0,0,0,0,0,0
410038,1,1,0,0,0,0,0,0,0,0,0,0
410039,1,1,0,0,0,0,0,0,0,0,0,0
410039,2,1,0,0,0,0,0,18,12,0,26,0
410040,0,1,17,17,17,17,17,17,17,17,17,17
410040,1,1,0,0,0,0,0,0,0,0,0,0
410041,0,1,0,0,0,0,0,0,0,16,0,0
410041,0,2,0,0,0,0,0,0,0,0,0,0
410041,0,3,0,0,0,0,0,0,0,0,0,0
410041,0,4,0,0,0,0,0,0,0,0,0,0
410041,1,1,0,0,0,0,0,0,0,0,0,0
410042,0,1,20,20,20,20,20,20,20,20,20,20
410042,1,1,0,0,0,0,0,0,0,0,0,0
410043,1,1,0,0,0,0,0,0,0,0,0,0
410044,0,1,0,0,0,0,0,0,0,0,0,0
410044,1,1,0,0,0,0,0,0,0,0,0,0
410045,1,1,31,31,31,31,31,31,31,31,31,31
410045,2,1,0,0,0,0,0,0,0,0,0,0
410046,1,1,0,0,0,0,0,0,0,0,0,0
410047,1,1,0,0,0,0,0,0,0,0,0,0
410047,2,1,11,11,11,11,11,11,11,11,11,11
410047,3,1,14,0,0,0,0,0,0,0,0,0
410048,1,1,49,49,49,49,49,49,49,49,49,49
410048,2,1,0,0,0,0,0,0,0,0,0,0
410049,0,1,35,35,35,35,35,35,35,35,35,35
410049,1,1,12,12,12,12,12,12,12,12,12,12
410050,1,1,0,0,0,0,0,0,0,0,0,0
410051,0,1,12,12,12,12,12,12,12,12,12,12
410051,1,1,0,0,0,0,0,0,0,12,0,0
410051,2,1,0,0,0,0,0,0,0,0,19,0
410052,1,1,25,25,25,25,25,25,25,25,25,25
410053,1,1,0,0,0,0,0,0,0,0,0,0
410053,2,1,0,0,0,0,0,0,0,0,0,0
410053,3,1,0,0,0,0,0,0,0,0,0,0
410053,4,1,0,0,0,0,0,0,0,0,0,0
410053,5,1,0,0,0,0,0,0,0,0,0,0
410054,0,1,0,0,0,0,0,0,0,0,0,0
410054,1,1,0,0,0,0,0,0,0,20,0,0
410055,0,1,0,0,0,0,0,0,0,0,0,19
410055,1,1,0,0,0,0,0,0,0,0,0,0
410056,1,1,0,0,0,0,0,0,0,0,0,0
410056,2,1,2,2,2,2,2,2,2,2,2,2
410057,1,1,0,0,0,0,0,0,0,0,0,0
410058,1,1,0,0,0,0,0,0,0,0,0,0
410058,2,1,0,0,0,0,0,0,0,0,0,0
410059,1,1,0,0,0,0,0,0,0,0,0,0
410059,2,1,0,0,0,0,0,0,0,0,0,0
410059,3,1,0,0,0,0,0,0,0,0,0,0
410060,0,1,14,14,14,14,14,14,14,14,14,14
410060,1,1,0,0,0,0,0,0,0,0,0,0
410061,1,1,28,28,28,28,28,28,28,28,28,28
410062,1,1,15,15,15,15,15,15,15,15,15,15
410063,0,1,0,0,0,0,0,0,0,0,0,0
410063,1,1,18,18,15,0,17,0,0,15,11,5
410064,1,1,21,21,21,21,21,21,21,21,21,21
410065,0,1,36,0,9,0,8,9,0,0,15,0
410065,1,1,0,0,0,0,0,0,0,0,0,0
410066,1,1,0,0,0,0,0,0,0,0,0,0
410066,2,1,0,0,0,0,0,0,0,0,0,0
410067,0,1,0,17,0,0,10,0,0,0,0,29
410067,1,1,0,0,0,10,0,0,0,35,0,0
410068,1,1,16,16,16,16,16,16,16,16,16,16
410069,1,1,0,14,0,0,0,0,0,0,0,0
410070,1,1,0,0,0,0,0,0,0,0,0,0
410070,2,1,0,0,5,0,0,9,0,0,15,0
410071,1,1,0,0,0,0,0,0,0,0,0,0
410072,1,1,0,0,0,0,0,0,0,0,0,0
410072,2,1,0,0,0,0,0,0,0,0,0,0
410073,1,1,0,0,0,0,0,0,0,0,0,0
410073,2,1,0,13,0,0,0,0,0,0,0,0
410074,1,1,0,0,0,0,0,0,0,0,0,0
410075,1,1,0,0,0,0,0,0,0,0,0,0
410076,1,1,0,0,0,0,0,0,0,0,0,0
410077,1,1,0,0,0,0,0,0,0,0,0,0
410077,2,1,0,0,0,0,0,0,0,0,0,0
410078,1,1,0,0,0,0,0,0,0,0,0,0
410078,2,1,0,0,0,0,0,0,0,0,0,0
410079,0,1,15,15,15,15,15,15,15,15,15,15
410079,1,1,0,0,0,0,0,0,0,0,0,0
410080,0,1,0,0,0,0,0,0,0,0,0,0
410080,1,1,0,0,0,0,0,0,0,0,0,0
410081,1,1,21,21,21,21,21,21,21,21,21,21
410081,2,1,0,0,0,0,0,0,0,0,0,0
410082,0,1,0,0,0,0,0,0,0,0,0,17
410082,1,1,0,0,0,0,0,0,0,0,0,0
410083,1,1,0,0,0,0,0,0,0,0,13,0
410083,2,1,0,0,0,0,0,0,0,0,0,0
410084,1,1,0,0,0,0,0,0,0,0,0,0
410085,1,1,1,1,1,1,1,1,1,1,1,1
410086,1,1,0,0,0,0,0,0,0,0,0,0
410087,1,1,0,0,0,0,0,0,0,0,0,0
410088,1,1,0,0,0,0,0,0,0,0,0,0
410089,1,1,21,21,21,21,21,21,21,21,21,21
410090,1,1,0,0,0,0,0,0,0,0,0,0
410091,1,1,17,17,17,17,17,17,17,17,17,17
410092,1,1,14,14,14,14,14,14,14,14,14,14
410093,1,1,19,19,19,19,19,19,19,19,19,19
410094,1,1,0,0,0,0,0,0,0,0,0,0
410094,2,1,0,0,0,0,0,0,0,0,0,0
410095,1,1,20,20,20,20,20,20,20,20,20,20
410096,1,1,16,16,16,16,16,16,16,16,16,16
410097,1,1,9,9,9,9,9,9,9,9,9,9
410098,1,1,10,10,10,10,10,10,10,10,10,10
410099,1,1,38,38,38,38,38,38,38,38,38,38
410099,2,1,0,0,0,0,0,0,0,0,0,0
410100,1,1,0,0,0,0,0,0,0,0,0,0
410100,2,1,0,0,0,0,0,0,0,0,0,0
410101,0,1,0,0,0,0,0,0,0,0,0,0
410101,1,1,0,0,0,0,0,0,0,0,0,0
410102,1,1,4,4,4,4,4,4,4,4,4,4
410103,1,1,35,35,35,35,35,35,35,35,35,35
410104,1,1,0,26,0,0,0,0,36,0,27,0
410105,1,1,0,0,0,0,0,0,0,0,0,0
410106,0,1,22,22,22,22,22,22,22,22,22,22
410106,1,1,0,0,7,0,0,0,0,0,0,0
410107,1,1,0,0,0,0,0,0,0,0,0,0
410108,1,1,0,0,0,0,0,7,0,0,0,0
410109,0,1,0,0,0,0,0,0,0,0,0,0
410109,1,1,0,0,0,0,0,0,20,0,22,5
410110,1,1,0,0,0,0,0,0,0,0,0,0
410110,2,1,0,0,0,0,0,0,0,0,0,0
410111,1,1,0,0,0,0,0,0,0,0,0,6
410111,2,1,11,0,0,0,4,5,0,0,0,0
410112,1,1,23,23,23,23,23,23,23,23,23,23
410113,1,1,0,0,0,0,0,0,0,0,0,0
410113,2,1,0,0,0,0,0,0,0,0,0,0
410114,1,1,19,19,19,19,19,19,19,19,19,19
410115,1,1,24,24,24,24,24,24,24,24,24,24
410116,1,1,0,0,0,0,0,0,0,0,0,0
410117,1,1,0,0,0,0,0,0,0,0,0,0
410118,1,1,16,16,16,16,16,16,16,16,16,16
410119,1,1,0,0,0,0,4,0,0,0,0,0
410119,2,1,0,0,0,0,0,0,0,0,0,0
410120,1,1,0,0,0,0,0,0,0,0,0,0
410120,2,1,0,0,0,0,0,0,15,0,0,0
410121,1,1,18,18,18,18,18,18,18,18,18,18
410121,2,1,0,0,0,0,0,0,0,0,0,0
410122,1,1,17,17,17,17,17,17,17,17,17,17
410123,1,1,0,0,26,0,0,0,0,0,0,0
410123,2,1,0,0,0,0,0,0,0,18,0,0
410124,1,1,0,0,0,0,0,0,0,0,0,0
410125,0,1,1,1,1,1,1,1,1,1,1,1
410125,1,1,16,16,16,16,16,16,16,16,16,16
410126,0,1,0,0,0,0,0,0,0,0,0,0
410126,1,1,0,0,0,0,0,0,0,0,0,0
410126,2,1,0,0,0,0,0,0,0,0,0,0
410127,1,1,32,32,32,32,32,32,32,32,32,32
410127,2,1,0,0,0,0,0,0,0,0,0,0
410128,1,1,5,5,5,5,5,5,5,5,5,5
410129,0,1,0,0,0,0,0,0,0,0,0,0
410129,1,1,22,22,22,22,22,22,22,22,22,22
410130,0,1,0,0,0,0,0,0,0,0,0,0
410130,1,1,7,7,7,7,7,7,7,7,7,7
410131,1,1,0,0,0,0,0,0,0,0,0,0
410132,1,1,0,0,0,0,0,0,0,0,0,0
410132,2,1,0,0,0,0,0,0,0,0,0,0
410133,1,1,26,0,0,0,0,0,0,0,0,0
410134,1,1,8,8,8,8,8,8,8,8,8,8
410135,1,1,1,1,1,1,1,1,1,1,1,1
410135,2,1,0,0,0,0,0,0,0,0,0,0
410136,1,1,21,21,21,21,21,21,21,21,21,21
410137,0,1,0,0,0,0,0,0,0,0,0,0
410137,1,1,0,0,0,0,20,0,0,0,0,0
410137,2,1,0,0,0,0,0,0,0,0,0,0
410138,1,1,0,0,0,0,0,0,0,0,0,0
410138,2,1,0,0,0,0,0,0,0,0,0,0
410139,1,1,0,0,0,0,0,0,0,0,0,0
410140,1,1,0,0,0,0,0,0,0,0,0,0
410140,2,1,1,1,1,1,1,1,1,1,1,1
410141,1,1,24,24,24,24,24,24,24,24,24,24
410142,1,1,0,0,0,0,0,0,0,0,0,0
410143,0,1,0,0,0,0,0,0,0,0,0,0
410143,1,1,0,0,0,0,0,0,0,0,0,0
410144,1,1,41,41,41,41,41,41,41,41,41,41
410145,1,1,0,0,0,0,0,0,0,0,0,0
410145,2,1,2,2,2,2,2,2,2,2,2,2
410147,1,1,0,0,0,0,0,0,0,0,0,0
410147,2,1,0,0,0,0,0,0,0,0,0,0
410148,1,1,0,0,0,0,0,0,0,0,0,0
410149,1,1,0,8,0,0,5,17,0,0,0,0
410150,1,1,10,10,10,10,10,10,10,10,10,10
410151,1,1,0,0,0,0,0,0,0,0,0,0
410151,2,1,0,0,0,0,0,0,0,0,0,0
410151,3,1,16,0,0,0,0,0,0,0,0,0
410152,0,1,0,0,0,0,0,14,0,0,0,0
