STATE,ST_CASE,VEH_NO,MDAREAS
42,420801,2,3
42,420801,2,12
42,420801,2,13
42,420802,1,1
42,420803,1,12
42,420803,1,13
42,420804,1,11
42,420804,1,13
42,420805,1,1
42,420805,1,2
42,420805,1,3
42,420805,1,4
42,420805,1,5
42,420806,1,2
42,420806,1,3
42,420806,1,4
42,420806,2,12
42,420807,1,4
42,420807,1,5
42,420808,1,12
42,420808,2,8
42,420808,2,9
42,420808,2,10
42,420809,1,1
42,420809,1,2
42,420809,1,3
42,420809,1,4
42,420809,1,5
42,420809,2,12
42,420809,2,13
42,420810,1,99
42,420811,1,12
42,420811,2,3
42,420812,1,1
42,420812,1,2
42,420812,1,3
42,420812,1,4
42,420812,1,5
42,420812,1,6
42,420812,1,7
42,420812,1,8
42,420812,1,9
42,420812,1,10
42,420812,1,11
42,420812,1,12
42,420812,1,13
42,420812,1,14
42,420813,1,7
42,420813,1,8
42,420813,1,9
42,420813,1,10
42,420813,1,11
42,420813,2,7
42,420813,2,8
42,420813,2,9
42,420813,2,10
42,420813,2,11
42,420813,3,12
42,420814,1,1
42,420814,1,2
42,420814,1,3
42,420814,1,4
42,420814,1,5
42,420814,1,7
42,420814,1,8
42,420814,1,9
42,420814,1,10
42,420814,1,11
42,420814,1,12
42,420814,1,13
42,420815,1,7
42,420815,1,8
42,420815,1,9
42,420815,1,10
42,420815,1,11
42,420815,1,12
42,420815,2,1
42,420815,2,2
42,420815,2,3
42,420815,2,4
42,420815,2,5
42,420815,2,6
42,420815,3,1
42,420815,3,11
42,420815,3,12
42,420816,1,11
42,420816,1,12
42,420816,2,11
42,420816,2,12
42,420816,3,8
42,420816,3,9
42,420817,1,1
42,420817,1,2
42,420817,1,3
42,420817,1,4
42,420817,1,5
42,420818,1,5
42,420818,2,12
42,420818,3,10
42,420819,1,99
42,420820,1,12
42,420820,2,6
42,420820,2,12
42,420821,1,6
42,420821,1,7
42,420821,1,8
42,420821,1,9
42,420821,1,10
42,420821,1,11
42,420821,1,13
42,420821,1,14
42,420822,1,12
42,420823,1,3
42,420824,1,1
42,420824,1,2
42,420824,1,3
42,420824,1,4
42,420824,1,5
42,420824,1,13
42,420824,1,14
42,420824,2,12
42,420824,2,14
42,420825,1,12
42,420826,1,1
42,420826,1,7
42,420826,1,8
42,420826,1,9
42,420826,1,10
42,420826,1,11
42,420826,1,12
42,420826,1,13
42,420827,1,12
42,420828,1,99
42,420829,1,1
42,420829,1,2
42,420829,1,3
42,420829,1,4
42,420829,1,5
42,420829,1,10
42,420829,2,10
42,420830,1,12
42,420831,1,3
42,420832,1,1
42,420832,1,12
42,420832,2,1
42,420832,2,12
42,420833,1,12
42,420834,1,12
42,420835,1,15
42,420836,1,6
42,420836,2,10
42,420837,1,12
42,420838,1,12
42,420839,1,12
42,420839,2,12
42,420840,1,12
42,420840,1,13
42,420841,1,12
42,420841,2,6
42,420842,1,10
42,420842,2,12
42,420843,1,9
42,420843,2,12
42,420844,1,12
42,420844,2,12
42,420845,1,6
42,420845,1,7
42,420845,1,8
42,420845,1,9
42,420845,1,10
42,420845,1,11
42,420845,2,1
42,420845,2,2
42,420845,2,3
42,420845,2,4
42,420845,2,5
42,420845,2,12
42,420845,2,13
42,420846,1,1
42,420846,1,2
42,420846,1,3
42,420846,1,4
42,420846,1,5
42,420846,1,7
42,420846,1,8
42,420846,1,9
42,420846,1,10
42,420846,1,11
42,420846,2,7
42,420846,2,8
42,420846,2,9
42,420846,2,10
42,420846,2,11
42,420847,1,12
42,420848,1,12
42,420848,1,13
42,420848,2,6
42,420848,2,14
42,420849,1,1
42,420849,1,12
42,420850,1,12
42,420850,2,1
42,420850,2,11
42,420850,2,12
42,420851,1,10
42,420851,2,12
42,420852,1,1
42,420852,1,2
42,420852,1,3
42,420852,1,4
42,420852,1,5
42,420852,1,6
42,420852,1,7
42,420852,1,8
42,420852,1,9
42,420852,1,10
42,420852,1,11
42,420852,1,12
42,420852,1,13
42,420852,1,14
42,420852,2,6
42,420852,2,7
42,420852,2,8
42,420852,2,9
42,420852,2,10
42,420852,2,11
42,420852,2,12
42,420852,2,13
42,420853,1,8
42,420853,2,12
42,420854,1,1
42,420855,1,12
42,420856,1,12
42,420856,2,12
42,420857,1,6
42,420857,1,12
42,420857,2,6
42,420857,2,12
42,420858,1,12
42,420858,2,12
42,420859,1,3
42,420859,2,12
42,420860,1,1
42,420860,1,11
42,420860,1,12
42,420860,1,13
42,420860,1,14
42,420860,2,6
42,420861,1,10
42,420861,2,12
42,420862,1,1
42,420862,1,12
42,420862,2,6
42,420862,2,12
42,420863,1,4
42,420863,1,5
42,420863,1,7
42,420863,1,8
42,420863,1,9
42,420863,1,10
42,420863,1,11
42,420864,1,6
42,420864,1,7
42,420864,1,8
42,420864,1,9
42,420864,1,10
42,420864,1,11
42,420864,1,13
42,420864,2,7
42,420864,2,8
42,420864,2,9
42,420864,2,10
42,420864,2,11
42,420864,2,12
42,420865,1,3
42,420865,1,12
42,420866,1,1
42,420866,1,2
42,420867,1,1
42,420867,1,3
42,420867,1,12
42,420867,2,12
42,420868,1,1
42,420868,1,2
42,420868,1,3
42,420868,1,4
42,420868,1,5
42,420868,1,6
42,420868,1,7
42,420868,1,8
42,420868,1,9
42,420868,1,10
42,420868,1,11
42,420868,1,12
42,420868,1,13
42,420868,1,14
42,420869,1,1
42,420869,1,2
42,420869,1,3
42,420869,1,4
42,420869,1,5
42,420869,1,12
42,420870,1,6
42,420871,1,9
42,420871,2,12
42,420872,1,1
42,420872,1,2
42,420872,2,12
42,420873,1,12
42,420873,2,9
42,420873,2,12
42,420874,1,12
42,420874,2,2
42,420874,2,11
42,420875,1,12
42,420875,2,12
42,420876,1,11
42,420876,2,1
42,420876,2,2
42,420876,2,12
42,420877,1,99
42,420878,1,12
42,420878,2,9
42,420878,2,10
42,420879,1,1
42,420879,1,11
42,420879,1,12
42,420879,2,12
42,420879,3,11
42,420879,3,13
42,420880,1,1
42,420880,1,12
42,420880,2,12
42,420881,1,3
42,420881,1,12
42,420881,2,12
42,420882,1,1
42,420882,1,2
42,420882,1,3
42,420882,1,4
42,420882,1,5
42,420882,1,8
42,420882,1,9
42,420882,2,12
42,420883,1,12
42,420883,2,12
42,420884,1,1
42,420884,1,2
42,420884,1,3
42,420884,1,4
42,420884,1,5
42,420885,1,1
42,420885,1,2
42,420885,1,3
42,420885,1,7
42,420885,1,8
42,420885,1,9
42,420885,1,10
42,420885,1,11
42,420885,1,12
42,420885,2,7
42,420886,1,9
42,420886,1,10
42,420886,2,12
42,420887,1,1
42,420887,1,2
42,420887,1,3
42,420887,1,4
42,420887,1,5
42,420887,1,6
42,420887,1,7
42,420887,1,8
42,420887,1,9
42,420887,1,10
42,420887,1,11
42,420887,1,12
42,420887,1,13
42,420887,1,14
42,420888,1,12
42,420889,1,12
42,420889,2,1
42,420889,2,2
42,420889,2,3
42,420889,2,4
42,420889,2,5
42,420889,2,12
42,420889,3,7
42,420889,3,8
42,420889,3,9
42,420889,3,10
42,420889,3,11
42,420891,1,10
42,420891,2,12
42,420892,1,7
42,420892,1,8
42,420892,1,9
42,420892,1,10
42,420892,1,11
42,420892,1,12
42,420892,1,13
42,420893,1,11
42,420893,1,12
42,420894,1,1
42,420894,1,2
42,420894,1,3
42,420894,1,4
42,420894,1,5
42,420894,1,7
42,420894,1,8
42,420894,1,9
42,420894,1,10
42,420894,1,11
42,420894,1,12
42,420894,1,13
42,420895,1,11
42,420895,1,12
42,420895,2,11
42,420895,2,12
42,420896,1,10
42,420896,1,12
42,420896,1,13
42,420897,1,1
42,420897,1,2
42,420897,1,3
42,420897,1,4
42,420897,1,5
42,420897,1,7
42,420898,1,1
42,420898,1,2
42,420898,1,3
42,420898,1,4
42,420898,1,5
42,420898,1,10
42,420898,1,11
42,420899,1,1
42,420899,1,2
42,420899,1,3
42,420899,1,4
42,420899,1,5
42,420899,1,12
42,420900,1,1
42,420900,1,2
42,420900,1,3
42,420900,1,4
42,420900,1,5
42,420900,1,6
42,420900,1,7
42,420900,1,8
42,420900,1,9
42,420900,1,10
42,420900,1,11
42,420900,1,12
42,420900,1,13
42,420901,1,12
42,420901,2,12
42,420902,1,1
42,420902,1,2
42,420902,1,3
42,420902,1,4
42,420902,1,5
42,420902,1,6
42,420902,1,7
42,420902,1,8
42,420902,1,9
42,420902,1,10
42,420902,1,11
42,420902,1,12
42,420902,1,13
42,420902,1,14
42,420903,1,6
42,420903,1,7
42,420903,1,8
42,420903,1,9
42,420903,1,10
42,420903,1,11
42,420903,1,12
42,420903,2,12
42,420904,1,9
42,420904,1,10
42,420905,1,12
42,420906,1,10
42,420907,1,9
42,420908,1,3
42,420908,1,13
42,420909,1,12
42,420909,1,13
42,420910,1,1
42,420910,1,2
42,420910,1,3
42,420910,1,4
42,420910,1,5
42,420910,1,12
42,420910,2,12
42,420911,1,10
42,420912,1,12
42,420913,1,7
42,420913,1,8
42,420913,1,9
42,420913,1,10
42,420913,1,11
42,420913,1,12
42,420914,1,7
42,420914,1,8
42,420914,1,9
42,420914,1,10
42,420914,1,11
42,420914,1,12
42,420914,2,11
42,420915,1,12
42,420916,1,12
42,420916,2,12
42,420917,1,1
42,420917,1,2
42,420917,1,13
42,420918,1,6
42,420918,1,8
42,420918,1,13
42,420919,1,3
42,420919,1,9
42,420920,1,3
42,420921,1,1
42,420921,1,2
42,420921,1,3
42,420921,1,4
42,420921,1,5
42,420921,1,13
42,420922,1,12
42,420923,1,12
42,420923,1,13
42,420924,1,12
42,420924,1,14
42,420925,1,1
42,420925,1,2
42,420925,1,3
42,420925,1,4
42,420925,1,5
42,420925,1,7
42,420925,1,8
42,420925,1,9
42,420925,1,10
42,420925,1,11
42,420925,1,12
42,420925,1,13
42,420926,1,12
42,420927,1,2
42,420928,1,1
42,420928,1,2
42,420928,1,3
42,420928,1,4
42,420928,1,5
42,420928,1,7
42,420928,1,8
42,420928,1,9
42,420928,1,10
42,420928,1,11
42,420928,1,12
42,420928,1,13
42,420929,1,1
42,420929,1,2
42,420929,1,3
42,420929,1,4
42,420929,1,5
42,420929,1,6
42,420929,1,7
42,420929,1,8
42,420929,1,9
42,420929,1,10
42,420929,1,11
42,420929,1,12
42,420929,1,13
42,420929,1,14
42,420929,2,1
42,420929,2,11
42,420929,2,12
42,420929,2,13
42,420930,1,6
42,420930,1,11
42,420930,1,12
42,420930,1,13
42,420930,2,9
42,420930,2,10
42,420930,2,11
42,420930,2,12
42,420930,2,13
42,420931,1,1
42,420931,1,2
42,420931,1,3
42,420931,1,12
42,420931,1,13
42,420931,2,6
42,420931,2,7
42,420932,1,11
42,420932,1,12
42,420932,2,12
42,420933,1,12
42,420933,2,5
42,420933,2,7
42,420933,2,8
42,420933,2,9
42,420933,2,10
42,420933,2,11
42,420934,1,3
42,420934,1,12
42,420934,2,12
42,420935,1,3
42,420935,2,12
42,420936,1,12
42,420936,2,12
42,420937,1,4
42,420937,1,5
42,420937,2,1
42,420937,2,12
42,420938,1,12
42,420939,1,1
42,420939,1,2
42,420939,1,3
42,420939,1,4
42,420939,1,5
42,420939,1,12
42,420939,2,7
42,420939,2,8
42,420939,2,9
42,420939,2,10
42,420939,2,11
42,420940,1,2
42,420941,1,12
42,420942,1,1
42,420942,1,2
42,420942,1,10
42,420942,1,11
42,420942,1,12
42,420942,1,13
42,420942,2,1
42,420942,2,2
42,420942,2,3
42,420942,2,4
42,420942,2,5
42,420942,2,6
42,420942,2,7
42,420942,2,8
42,420942,2,9
42,420942,2,10
42,420942,2,11
42,420942,2,13
42,420943,1,12
42,420944,1,10
42,420944,1,11
42,420944,1,12
42,420944,2,10
42,420944,2,12
42,420945,1,7
42,420945,1,8
42,420945,1,9
42,420945,1,10
42,420945,1,11
42,420945,1,13
42,420945,1,14
42,420946,1,12
42,420946,2,6
42,420947,1,1
42,420947,1,2
42,420947,1,12
42,420948,1,3
42,420948,1,4
42,420948,1,7
42,420948,1,8
42,420948,1,9
42,420948,1,10
42,420948,1,11
42,420949,1,12
42,420950,1,1
42,420950,1,2
42,420950,1,3
42,420950,1,4
42,420950,1,5
42,420950,1,12
42,420951,1,7
42,420951,1,8
42,420951,1,9
42,420951,1,10
42,420951,1,11
42,420952,1,7
42,420953,1,1
42,420953,1,7
42,420953,1,8
42,420953,1,9
42,420953,1,10
42,420953,1,11
42,420954,1,12
42,420955,1,12
42,420956,1,1
42,420956,1,2
42,420956,1,3
42,420956,1,4
42,420956,1,5
42,420956,1,11
42,420957,1,7
42,420957,1,8
42,420957,1,9
42,420957,1,10
42,420957,1,11
42,420957,1,12
42,420958,1,1
42,420958,1,6
42,420958,1,11
42,420958,1,12
42,420958,1,13
42,420959,1,12
42,420960,1,1
42,420960,1,11
42,420960,1,12
42,420961,1,15
42,420962,1,12
42,420962,1,13
42,420963,1,12
42,420963,1,13
42,420964,1,6
42,420964,1,10
42,420964,1,12
42,420964,1,13
42,420964,2,11
42,420964,2,12
42,420964,2,13
42,420964,3,9
42,420964,3,10
42,420964,3,14
42,420965,1,7
42,420965,1,8
42,420965,1,9
42,420965,1,10
42,420965,1,11
42,420965,1,12
42,420966,1,1
42,420966,1,2
42,420966,1,3
42,420966,1,4
42,420966,1,5
42,420966,1,6
42,420966,1,7
42,420966,1,8
42,420966,1,9
42,420966,1,10
42,420966,1,11
42,420966,1,12
42,420966,1,13
42,420967,1,12
42,420968,1,1
42,420968,1,2
42,420968,1,10
42,420968,1,11
42,420968,1,12
42,420968,1,13
42,420968,1,14
42,420969,1,11
42,420969,1,12
42,420969,2,1
42,420969,2,12
42,420969,3,7
42,420969,3,8
42,420969,3,9
42,420970,1,1
42,420970,1,2
42,420970,1,5
42,420971,1,12
42,420971,1,13
42,420972,1,9
42,420972,1,12
42,420973,1,1
42,420973,1,12
42,420973,1,13
42,420974,1,11
42,420975,1,11
42,420975,1,12
42,420976,1,11
42,420977,1,12
42,420978,1,12
42,420979,1,1
42,420979,1,9
42,420979,1,10
42,420979,1,11
42,420979,1,12
42,420979,1,13
42,420979,1,14
42,420979,2,9
42,420979,2,10
42,420979,2,11
42,420979,2,12
42,420979,2,13
42,420979,3,1
42,420979,3,2
42,420979,3,3
42,420979,3,9
42,420979,3,10
42,420979,3,11
42,420979,3,12
42,420979,3,13
42,420980,1,7
42,420980,1,8
42,420980,1,9
42,420980,1,10
42,420980,1,11
42,420980,1,12
42,420980,1,13
42,420981,1,12
42,420982,1,1
42,420982,1,2
42,420982,1,12
42,420983,1,12
42,420984,1,2
42,420985,1,1
42,420986,1,2
42,420986,1,3
42,420986,1,4
42,420986,1,5
42,420986,1,6
42,420986,1,9
42,420986,1,10
42,420986,1,12
42,420986,1,13
42,420986,2,2
42,420986,2,11
42,420986,2,12
42,420986,2,13
42,420986,3,11
42,420986,3,12
42,420986,3,13
42,420987,1,12
42,420988,1,12
42,420989,1,1
42,420990,1,1
42,420990,1,12
42,420990,1,13
42,420990,1,14
42,420991,1,1
42,420991,1,3
42,420991,1,12
42,420992,1,12
42,420992,1,13
42,420993,1,11
42,420993,1,12
42,420993,1,13
42,420994,1,12
42,420994,1,14
42,420995,1,10
42,420995,1,12
42,420996,1,12
42,420997,1,12
42,420998,1,12
42,420999,1,10
42,421000,1,3
42,421000,1,12
42,421001,1,5
42,421001,1,12
42,421001,2,12
42,421001,2,13
42,421001,3,7
42,421002,1,9
42,421003,1,1
42,421003,1,2
42,421003,1,3
42,421003,1,9
42,421003,1,10
42,421003,1,11
42,421003,1,12
42,421003,1,13
42,421003,2,12
42,421004,1,6
42,421005,1,8
42,421006,1,12
42,421007,1,2
42,421007,1,3
42,421007,1,4
42,421007,2,12
42,421008,1,12
42,421009,1,9
42,421009,2,12
42,421010,1,5
42,421011,1,12
42,421012,1,99
42,421013,1,12
42,421013,1,13
42,421014,1,12
42,421015,1,99
42,421016,1,99
42,421017,1,12
42,421018,1,11
42,421019,1,1
42,421020,1,12
42,421021,1,12
42,421021,2,12
42,421022,1,15
42,421023,1,11
42,421023,2,10
42,421023,2,11
42,421024,1,11
42,421025,1,12
42,421026,1,1
42,421027,1,1
42,421027,2,12
42,421028,1,15
42,421029,1,12
42,421029,2,12
42,421030,1,3
42,421030,2,12
42,421031,1,11
42,421032,1,1
42,421032,1,2
42,421032,1,7
42,421032,1,10
42,421032,1,11
42,421032,1,12
42,421032,1,13
42,421032,1,14
42,421032,2,1
42,421032,2,2
42,421032,2,3
42,421032,2,4
42,421032,2,5
42,421032,2,6
42,421032,2,12
42,421032,2,13
42,421033,1,11
42,421034,1,12
42,421034,2,11
42,421034,3,6
42,421035,1,11
42,421035,1,12
42,421035,2,1
42,421035,2,12
42,421036,1,1
42,421036,1,12
42,421036,2,12
42,421037,1,6
42,421037,1,12
42,421037,2,6
42,421038,1,12
42,421038,2,12
42,421038,3,12
42,421039,1,2
42,421039,1,3
42,421039,2,12
42,421040,1,11
42,421040,2,2
42,421040,2,7
42,421041,1,10
42,421041,1,11
42,421041,2,10
42,421041,2,12
42,421042,1,3
42,421042,1,5
42,421042,2,12
42,421042,2,14
42,421043,1,12
42,421044,1,3
42,421044,2,12
42,421045,1,12
42,421045,2,6
42,421046,1,2
42,421046,1,3
42,421046,1,10
42,421046,1,11
42,421046,1,12
42,421047,1,2
42,421047,2,7
42,421048,1,99
42,421048,2,99
42,421049,1,11
42,421049,1,12
42,421050,1,12
42,421050,2,6
42,421051,1,12
42,421051,2,3
42,421052,1,12
42,421052,2,12
42,421053,1,4
42,421054,1,12
42,421055,1,1
42,421055,1,2
42,421055,1,3
42,421055,1,4
42,421055,1,5
42,421055,1,7
42,421055,1,8
42,421055,1,9
42,421055,1,10
42,421055,1,11
42,421055,1,12
42,421055,1,13
42,421055,1,14
42,421056,1,1
42,421056,1,2
42,421056,1,3
42,421056,1,4
42,421056,1,5
42,421056,1,11
42,421056,1,13
42,421057,1,1
42,421057,1,2
42,421057,1,3
42,421057,1,4
42,421057,1,5
42,421057,1,6
42,421057,1,7
42,421057,1,8
42,421057,1,9
42,421057,1,10
42,421057,1,11
42,421057,1,13
42,421058,1,11
42,421058,2,3
42,421059,1,2
42,421059,1,3
42,421059,1,9
42,421059,1,10
42,421059,1,12
42,421059,1,13
42,421060,1,12
42,421060,1,13
42,421060,2,11
42,421061,1,1
42,421061,1,2
42,421061,1,3
42,421061,1,4
42,421061,1,5
42,421061,1,12
42,421061,1,13
42,421062,1,12
42,421062,2,12
42,421063,1,12
42,421064,1,1
42,421064,1,2
42,421064,1,3
42,421064,1,4
42,421064,1,5
42,421064,1,6
42,421064,1,13
42,421064,1,14
42,421065,1,3
42,421065,2,12
42,421066,1,12
42,421066,2,12
42,421067,1,10
42,421067,1,11
42,421068,1,9
42,421068,1,11
42,421068,2,12
42,421069,1,11
42,421069,2,14
42,421070,1,12
42,421071,1,9
42,421072,1,1
42,421073,1,12
42,421074,1,12
42,421075,1,12
42,421075,2,6
42,421076,1,1
42,421076,2,11
42,421077,1,1
42,421077,1,2
42,421077,1,3
42,421077,1,4
42,421077,1,5
42,421077,1,12
42,421077,1,13
42,421078,1,9
42,421079,1,12
42,421080,1,12
42,421081,1,12
42,421081,2,5
42,421081,2,6
42,421081,2,7
42,421081,3,6
42,421082,1,12
42,421082,2,10
42,421083,1,12
42,421084,1,1
42,421084,1,2
42,421084,1,3
42,421084,1,4
42,421084,1,5
42,421084,1,6
42,421084,1,7
42,421084,1,8
42,421084,1,9
42,421084,1,10
42,421084,1,11
42,421084,1,12
42,421084,1,13
42,421084,1,14
42,421085,1,12
42,421086,1,12
42,421087,1,11
42,421087,1,12
42,421087,2,9
42,421087,2,10
42,421087,2,11
42,421087,2,12
42,421088,1,2
42,421088,2,11
42,421089,1,1
42,421089,1,12
42,421089,2,11
42,421089,2,12
42,421090,1,7
42,421090,1,8
42,421090,1,9
42,421090,1,10
42,421090,1,11
42,421090,2,7
42,421090,2,8
42,421090,2,9
42,421090,2,10
42,421090,2,11
42,421091,1,3
42,421091,1,12
42,421091,2,12
42,421092,1,1
42,421092,1,12
42,421092,2,1
42,421092,2,12
42,421093,1,9
42,421093,2,12
42,421094,1,9
42,421094,2,12
42,421095,1,8
42,421095,1,9
42,421095,1,10
42,421095,1,11
42,421095,1,12
42,421095,2,4
42,421096,1,10
42,421096,1,11
42,421096,1,12
42,421096,2,8
42,421096,2,10
42,421096,3,12
42,421097,1,6
42,421097,1,7
42,421097,1,12
42,421097,2,1
42,421097,2,11
42,421097,2,12
42,421097,3,12
42,421098,1,9
42,421098,1,12
42,421098,2,12
42,421099,1,9
42,421099,2,12
42,421100,1,12
42,421100,2,6
42,421100,3,6
42,421100,3,12
42,421100,4,6
42,421101,1,8
42,421101,1,9
42,421101,1,10
42,421101,1,11
42,421101,1,13
42,421101,2,11
42,421101,2,12
42,421102,1,1
42,421102,1,12
42,421102,2,6
42,421102,2,12
42,421102,3,6
42,421102,4,3
42,421103,1,12
42,421103,2,12
42,421104,1,12
42,421104,2,6
42,421104,3,6
44,440001,1,10
44,440001,1,12
44,440002,1,9
44,440003,1,12
44,440004,1,12
44,440004,2,12
44,440005,1,12
44,440005,2,12
44,440006,1,15
44,440007,1,11
44,440007,1,13
44,440008,1,12
44,440008,2,12
44,440009,1,2
44,440009,1,12
44,440009,2,4
44,440009,2,8
44,440009,3,2
44,440009,3,12
44,440010,1,4
44,440010,1,11
44,440011,1,12
44,440013,1,12
44,440014,1,5
44,440014,1,6
44,440014,2,5
44,440014,2,12
44,440015,1,6
44,440015,1,12
44,440015,2,6
44,440015,2,12
44,440016,1,3
44,440016,1,6
44,440017,1,1
44,440017,1,2
44,440018,1,6
44,440018,2,12
44,440018,2,13
44,440019,1,9
44,440020,1,1
44,440021,1,7
44,440021,2,12
44,440022,1,3
44,440022,1,6
44,440023,1,2
44,440023,1,3
44,440023,2,12
44,440024,1,12
44,440025,1,12
44,440025,2,12
44,440025,3,10
44,440025,3,12
44,440026,1,2
44,440026,2,12
44,440027,1,12
44,440028,1,9
44,440029,1,6
44,440029,2,12
44,440030,1,12
44,440030,2,9
44,440031,1,12
44,440032,1,12
44,440032,2,12
44,440033,1,12
44,440034,1,5
44,440035,1,1
44,440035,1,12
44,440036,1,12
44,440037,1,99
44,440038,1,1
44,440038,1,12
44,440038,2,12
44,440039,1,1
44,440039,1,13
44,440040,1,12
44,440041,1,12
44,440042,1,9
44,440042,1,13
45,450001,1,12
45,450002,1,12
45,450003,1,12
45,450004,1,2
45,450005,1,9
45,450005,2,12
45,450006,1,15
45,450007,1,12
45,450008,1,12
45,450008,2,9
45,450009,1,3
45,450009,2,15
45,450010,1,12
45,450011,1,12
45,450012,1,12
45,450013,1,9
45,450013,2,5
45,450014,1,12
45,450015,1,3
45,450015,2,9
45,450016,1,12
45,450016,2,15
45,450017,1,12
45,450018,1,12
45,450019,1,3
45,450020,1,12
45,450021,1,1
45,450021,2,11
45,450021,3,12
45,450022,1,9
45,450023,1,2
45,450023,2,3
45,450023,3,6
45,450024,1,12
45,450025,1,12
45,450025,2,9
45,450026,1,9
45,450026,2,9
45,450027,1,1
45,450028,1,2
45,450028,2,12
45,450029,1,12
45,450029,2,6
45,450030,1,12
45,450031,1,99
45,450032,1,9
45,450033,1,12
45,450034,1,12
45,450034,2,10
45,450035,1,12
45,450035,2,12
45,450036,1,12
45,450036,2,12
45,450036,3,12
45,450036,4,12
45,450037,1,12
45,450038,1,12
45,450039,1,12
45,450040,1,3
45,450040,2,12
45,450041,1,4
45,450042,1,2
45,450043,1,12
45,450043,2,9
45,450044,1,12
45,450044,2,12
45,450044,3,12
45,450045,1,10
45,450045,2,5
45,450046,1,3
45,450046,2,12
45,450047,1,12
45,450048,1,12
45,450049,1,11
45,450049,2,12
45,450050,1,12
45,450051,1,12
45,450052,1,12
45,450053,1,9
45,450053,2,12
45,450054,1,9
45,450055,1,12
45,450056,1,12
45,450057,1,12
45,450058,1,9
45,450058,2,12
45,450059,1,12
45,450060,1,10
45,450061,1,12
45,450061,2,9
45,450062,1,12
45,450062,2,9
45,450063,1,13
45,450063,2,12
45,450064,1,12
45,450064,2,12
45,450065,1,12
45,450066,1,12
45,450066,2,2
45,450067,1,15
45,450068,1,12
45,450068,2,6
45,450069,1,99
45,450070,1,12
45,450071,1,15
45,450071,2,12
45,450072,1,12
45,450072,2,4
45,450073,1,99
45,450074,1,1
45,450075,1,12
45,450076,1,2
45,450077,1,2
45,450078,1,12
45,450079,1,12
45,450079,2,4
45,450080,1,9
45,450081,1,12
45,450082,1,12
45,450083,1,12
45,450084,1,1
45,450085,1,99
45,450086,1,11
45,450087,1,12
45,450087,2,12
45,450087,3,12
45,450088,1,12
45,450088,2,12
45,450089,1,12
45,450090,1,12
45,450090,2,14
45,450091,2,15
45,450091,3,9
45,450092,1,9
45,450092,2,12
45,450093,1,12
45,450093,2,3
45,450094,1,12
45,450094,2,12
45,450095,1,12
45,450096,1,12
45,450096,2,12
45,450097,1,12
45,450098,1,4
45,450099,1,12
45,450099,2,12
45,450100,1,12
45,450101,1,99
45,450102,1,12
45,450102,2,6
45,450103,1,1
45,450104,1,12
45,450105,1,10
45,450105,2,12
45,450105,3,2
45,450107,1,12
45,450107,2,3
45,450108,1,12
45,450109,1,12
45,450109,2,3
45,450110,1,12
45,450110,2,12
45,450111,1,9
45,450112,1,12
45,450112,2,12
45,450113,1,12
45,450114,1,12
45,450114,2,12
45,450114,3,12
45,450114,4,12
45,450114,5,12
45,450114,6,12
45,450115,1,12
45,450115,2,15
45,450116,1,1
45,450117,1,99
45,450118,1,9
45,450118,2,5
45,450119,1,2
45,450120,1,12
45,450120,2,2
45,450120,3,12
45,450121,1,10
45,450121,2,12
45,450122,1,9
45,450122,2,12
45,450123,2,12
45,450124,1,9
45,450125,1,10
45,450126,1,12
45,450126,2,12
45,450127,1,12
45,450128,1,15
45,450129,1,99
45,450130,1,12
45,450131,1,15
45,450131,2,12
45,450132,1,12
45,450133,1,6
45,450133,2,12
45,450134,1,10
45,450135,1,12
45,450136,1,10
45,450137,1,12
45,450137,2,12
45,450138,1,9
45,450139,1,9
45,450140,1,12
45,450141,1,9
45,450141,2,6
45,450142,1,12
45,450142,2,12
45,450142,3,15
45,450143,1,3
45,450144,1,12
45,450145,1,6
45,450145,2,6
45,450145,3,3
45,450145,4,12
45,450146,1,3
45,450146,2,6
45,450146,3,12
45,450146,4,2
45,450147,1,99
45,450149,1,12
45,450149,2,12
45,450150,1,12
45,450150,2,12
45,450150,3,9
45,450151,1,12
45,450151,2,12
45,450152,1,15
45,450152,2,12
45,450153,1,12
45,450153,2,3
45,450154,1,6
45,450154,2,12
45,450154,3,99
45,450154,4,12
45,450155,1,12
45,450155,2,6
45,450155,3,6
45,450155,4,6
45,450155,5,6
45,450156,1,3
45,450157,1,12
45,450158,1,1
45,450159,1,99
45,450160,1,99
45,450161,1,99
45,450162,1,12
45,450162,2,9
45,450163,1,9
45,450163,2,12
45,450164,1,12
45,450165,1,99
45,450166,1,3
45,450167,1,12
45,450168,1,12
45,450169,1,99
45,450170,1,12
45,450171,1,3
45,450172,1,99
45,450173,1,12
45,450174,1,15
45,450174,2,12
45,450175,1,12
45,450175,2,3
45,450176,1,9
45,450176,2,12
45,450177,1,2
45,450177,2,12
45,450177,3,8
45,450177,4,10
45,450178,1,15
45,450178,2,4
45,450179,1,12
45,450179,2,12
45,450180,1,99
45,450181,1,12
45,450182,1,12
45,450183,1,1
45,450183,2,12
45,450183,3,3
45,450184,1,12
45,450184,2,12
45,450185,1,12
45,450185,2,9
45,450186,1,12
45,450186,2,9
45,450187,1,10
45,450188,1,12
45,450188,2,12
45,450189,1,15
45,450190,1,11
45,450191,1,12
45,450192,1,12
45,450193,1,3
45,450193,2,12
45,450194,1,12
45,450195,1,6
45,450195,2,12
45,450196,1,12
