STATE,ST_CASE,EVENTNUM,VEH_NO,VEVENTNUM,VNUMBER1,AOI1,SOE,VNUMBER2,AOI2
42,420792,3,2,2,2,55,68,5555,55
42,420792,4,2,3,2,55,64,5555,55
42,420792,5,2,4,2,0,2,9999,77
42,420793,1,1,1,1,55,64,5555,55
42,420793,2,1,2,1,11,25,9999,77
42,420793,3,1,3,1,0,1,9999,77
42,420793,4,1,4,2,12,12,1,1
42,420793,4,2,1,2,12,12,1,1
42,420793,5,2,2,3,12,12,2,98
42,420793,5,3,1,3,12,12,2,98
42,420794,1,1,1,2,12,12,1,9
42,420794,1,2,1,2,12,12,1,9
42,420795,1,1,1,1,55,63,5555,55
42,420795,2,1,2,1,98,33,9999,77
42,420795,3,1,3,1,3,42,9999,77
42,420796,1,1,1,1,55,63,5555,55
42,420796,2,1,2,1,1,8,9999,77
42,420796,3,1,3,1,1,14,2,10
42,420796,3,2,1,1,1,14,2,10
42,420797,2,1,1,2,12,12,1,9
42,420797,3,1,2,1,55,63,5555,55
42,420797,5,1,3,1,98,41,9999,77
42,420797,6,1,4,1,98,31,9999,77
42,420797,1,2,1,2,55,68,5555,55
42,420797,2,2,2,2,12,12,1,9
42,420797,4,2,3,2,55,64,5555,55
42,420798,1,1,1,1,55,68,5555,55
42,420798,3,1,2,1,12,12,2,12
42,420798,2,2,1,2,55,63,5555,55
42,420798,3,2,2,1,12,12,2,12
42,420799,1,1,1,1,55,64,5555,55
42,420799,2,1,2,1,0,1,9999,77
42,420799,3,1,3,1,6,38,9999,77
42,420799,4,1,4,1,98,42,9999,77
42,420800,1,1,1,1,11,11,9999,77
42,420800,2,1,2,1,19,54,2,12
42,420800,2,2,1,1,19,54,2,12
42,420800,3,2,2,2,98,11,9999,77
42,420800,4,2,3,2,55,63,5555,55
42,420800,5,2,4,2,12,42,9999,77
42,420801,1,1,1,1,55,68,5555,55
42,420801,2,1,2,2,12,12,1,4
42,420801,3,1,3,1,55,64,5555,55
42,420801,4,1,4,1,12,35,9999,77
42,420801,2,2,1,2,12,12,1,4
42,420802,1,1,1,1,55,63,5555,55
42,420802,2,1,2,1,1,24,9999,77
42,420803,1,1,1,1,55,68,5555,55
42,420803,2,1,2,1,55,64,5555,55
42,420803,3,1,3,1,12,24,9999,77
42,420803,4,1,4,1,0,1,9999,77
42,420804,1,1,1,1,55,68,5555,55
42,420804,2,1,2,1,55,64,5555,55
42,420804,3,1,3,1,11,38,9999,77
42,420804,4,1,4,1,98,43,9999,77
42,420804,5,1,5,1,98,42,9999,77
42,420804,6,1,6,1,0,1,9999,77
42,420805,1,1,1,1,55,63,5555,55
42,420805,2,1,2,1,0,1,9999,77
42,420806,1,1,1,1,3,12,2,12
42,420806,1,2,1,1,3,12,2,12
42,420807,1,1,1,1,55,68,5555,55
42,420807,2,1,2,1,55,64,5555,55
42,420807,3,1,3,1,4,35,9999,77
42,420808,1,1,1,1,12,12,2,9
42,420808,2,1,2,1,55,64,5555,55
42,420808,3,1,3,1,98,33,9999,77
42,420808,1,2,1,1,12,12,2,9
42,420808,4,2,2,2,55,63,5555,55
42,420808,5,2,3,2,98,33,9999,77
42,420809,1,1,1,1,55,68,5555,55
42,420809,2,1,2,2,12,12,1,3
42,420809,2,2,1,2,12,12,1,3
42,420810,1,1,1,1,99,8,9999,77
42,420811,1,1,1,1,12,12,2,3
42,420811,1,2,1,1,12,12,2,3
42,420812,1,1,1,1,55,68,5555,55
42,420812,2,1,2,1,55,68,5555,55
42,420812,3,1,3,1,55,63,5555,55
42,420812,4,1,4,1,12,35,9999,77
42,420812,5,1,5,1,61,42,9999,77
42,420812,6,1,6,1,0,1,9999,77
42,420812,7,1,7,1,13,18,9999,77
42,420812,8,1,8,1,61,42,9999,77
42,420813,1,1,1,3,12,12,1,61
42,420813,2,2,1,3,19,54,2,61
42,420813,1,3,1,3,12,12,1,61
42,420813,2,3,2,3,19,54,2,61
42,420814,1,1,1,1,55,68,5555,55
42,420814,2,1,2,1,55,64,5555,55
42,420814,3,1,3,1,12,35,9999,77
42,420814,4,1,4,1,0,1,9999,77
42,420814,5,1,5,1,98,53,9999,77
42,420815,1,1,1,1,61,12,2,81
42,420815,2,1,2,1,12,12,3,12
42,420815,1,2,1,1,61,12,2,81
42,420815,2,3,1,1,12,12,3,12
42,420816,1,1,1,1,12,12,2,12
42,420816,1,2,1,1,12,12,2,12
42,420816,2,2,2,2,55,68,5555,55
42,420816,3,2,3,2,81,12,3,61
42,420816,3,3,1,2,81,12,3,61
42,420817,1,1,1,1,55,68,5555,55
42,420817,2,1,2,1,0,1,9999,77
42,420818,1,1,1,2,12,12,1,5
42,420818,1,2,1,2,12,12,1,5
42,420818,2,2,2,2,55,68,5555,55
42,420818,3,2,3,2,98,12,3,10
42,420818,3,3,1,2,98,12,3,10
42,420819,1,1,1,1,55,63,5555,55
42,420819,2,1,2,1,0,1,9999,77
42,420820,1,1,1,1,12,12,2,6
42,420820,1,2,1,1,12,12,2,6
42,420820,2,2,2,2,12,8,9999,77
42,420821,1,1,1,1,55,68,5555,55
42,420821,2,1,2,1,55,64,5555,55
42,420821,3,1,3,1,0,1,9999,77
42,420821,4,1,4,1,98,42,9999,77
42,420822,1,1,1,1,12,8,9999,77
42,420823,1,1,1,1,55,68,5555,55
42,420823,2,1,2,1,55,64,5555,55
42,420823,3,1,3,1,3,42,9999,77
42,420824,1,1,1,1,55,68,5555,55
42,420824,2,1,2,1,0,1,9999,77
42,420824,3,1,3,2,12,12,1,14
42,420824,3,2,1,2,12,12,1,14
42,420825,1,1,1,1,12,49,9999,77
42,420826,1,1,1,1,55,63,5555,55
42,420826,2,1,2,1,55,69,5555,55
42,420826,3,1,3,1,55,68,5555,55
42,420826,4,1,4,1,55,64,5555,55
42,420826,5,1,5,1,11,35,9999,77
42,420826,6,1,6,1,11,42,9999,77
42,420826,7,1,7,1,1,35,9999,77
42,420826,8,1,8,1,0,1,9999,77
42,420827,1,1,1,1,55,63,5555,55
42,420827,2,1,2,1,12,8,9999,77
42,420828,1,1,1,1,55,64,5555,55
42,420828,2,1,2,1,0,1,9999,77
42,420829,1,1,1,1,55,68,5555,55
42,420829,2,1,2,1,10,12,2,10
42,420829,2,2,1,1,10,12,2,10
42,420830,1,1,1,1,12,8,9999,77
42,420831,1,1,1,1,55,68,5555,55
42,420831,2,1,2,1,55,68,5555,55
42,420831,3,1,3,1,55,63,5555,55
42,420831,4,1,4,1,3,30,9999,77
42,420832,1,1,1,1,12,12,2,12
42,420832,2,1,2,1,55,64,5555,55
42,420832,3,1,3,1,98,24,9999,77
42,420832,1,2,1,1,12,12,2,12
42,420833,1,1,1,1,12,8,9999,77
42,420834,1,1,1,1,12,8,9999,77
42,420835,1,1,1,1,11,8,9999,77
42,420836,1,1,1,1,55,68,5555,55
42,420836,2,1,2,1,0,1,9999,77
42,420836,3,1,3,1,6,12,2,10
42,420836,3,2,1,1,6,12,2,10
42,420837,1,1,1,1,55,68,5555,55
42,420837,2,1,2,1,55,64,5555,55
42,420837,3,1,3,1,12,31,9999,77
42,420837,4,1,4,1,12,42,9999,77
42,420837,5,1,5,1,55,60,5555,55
42,420837,6,1,6,1,18,14,2,3
42,420837,6,2,1,1,18,14,2,3
42,420838,1,1,1,1,12,8,9999,77
42,420839,1,1,1,1,12,12,2,12
42,420839,1,2,1,1,12,12,2,12
42,420840,1,1,1,1,55,63,5555,55
42,420840,2,1,2,1,98,18,9999,77
42,420840,3,1,3,1,12,35,9999,77
42,420840,4,1,4,1,0,1,9999,77
42,420841,1,1,1,1,12,12,2,6
42,420841,1,2,1,1,12,12,2,6
42,420842,1,1,1,2,12,12,1,10
42,420842,1,2,1,2,12,12,1,10
42,420843,1,1,1,2,12,12,1,9
42,420843,2,1,2,1,55,63,5555,55
42,420843,3,1,3,1,98,42,9999,77
42,420843,1,2,1,2,12,12,1,9
42,420844,1,1,1,1,55,68,5555,55
42,420844,2,1,2,1,12,12,2,12
42,420844,2,2,1,1,12,12,2,12
42,420845,1,1,1,2,12,12,1,6
42,420845,1,2,1,2,12,12,1,6
42,420846,1,1,1,1,55,68,5555,55
42,420846,2,1,2,1,61,12,2,61
42,420846,2,2,1,1,61,12,2,61
42,420847,1,1,1,1,12,8,9999,77
42,420848,1,1,1,1,12,12,2,6
42,420848,1,2,1,1,12,12,2,6
42,420849,1,1,1,1,1,8,9999,77
42,420849,2,1,2,1,1,8,9999,77
42,420849,3,1,3,1,1,8,9999,77
42,420849,4,1,4,1,1,8,9999,77
42,420850,1,1,1,1,55,68,5555,55
42,420850,2,1,2,1,12,12,2,12
42,420850,3,1,3,1,55,68,5555,55
42,420850,4,1,4,1,55,63,5555,55
42,420850,5,1,5,1,55,69,5555,55
42,420850,6,1,6,1,55,68,5555,55
42,420850,7,1,7,1,0,1,9999,77
42,420850,2,2,1,1,12,12,2,12
42,420851,1,1,1,2,12,12,1,10
42,420851,1,2,1,2,12,12,1,10
42,420852,1,1,1,1,55,68,5555,55
42,420852,3,1,2,1,12,12,2,12
42,420852,5,1,3,1,55,68,5555,55
42,420852,6,1,4,1,0,1,9999,77
42,420852,2,2,1,2,55,63,5555,55
42,420852,3,2,2,1,12,12,2,12
42,420852,4,2,3,2,6,24,9999,77
42,420853,1,1,1,2,12,12,1,8
42,420853,1,2,1,2,12,12,1,8
42,420854,1,1,1,1,55,63,5555,55
42,420854,2,1,2,1,1,9,9999,77
42,420855,1,1,1,1,12,8,9999,77
42,420856,1,1,1,1,55,63,5555,55
42,420856,2,1,2,1,55,69,5555,55
42,420856,3,1,3,1,55,68,5555,55
42,420856,4,1,4,1,12,12,2,12
42,420856,4,2,1,1,12,12,2,12
42,420856,5,2,2,2,55,63,5555,55
42,420856,6,2,3,2,98,53,9999,77
42,420857,1,1,1,1,55,68,5555,55
42,420857,2,1,2,1,12,12,2,12
42,420857,3,1,3,1,55,64,5555,55
42,420857,4,1,4,1,12,24,9999,77
42,420857,5,1,5,1,6,24,9999,77
42,420857,6,1,6,1,12,24,9999,77
42,420857,7,1,7,1,6,24,9999,77
42,420857,2,2,1,1,12,12,2,12
42,420857,8,2,2,2,55,63,5555,55
42,420857,9,2,3,2,12,24,9999,77
42,420857,10,2,4,2,6,24,9999,77
42,420858,1,1,1,1,55,68,5555,55
42,420858,2,1,2,1,12,12,2,12
42,420858,2,2,1,1,12,12,2,12
42,420859,1,1,1,1,55,68,5555,55
42,420859,2,1,2,2,12,12,1,3
42,420859,2,2,1,2,12,12,1,3
42,420860,1,1,1,1,12,12,2,6
42,420860,1,2,1,1,12,12,2,6
42,420861,1,1,1,2,12,12,1,10
42,420861,7,1,2,1,55,68,5555,55
42,420861,8,1,3,1,55,63,5555,55
42,420861,9,1,4,1,98,42,9999,77
42,420861,1,2,1,2,12,12,1,10
42,420861,2,2,2,2,55,68,5555,55
42,420861,3,2,3,2,55,64,5555,55
42,420861,4,2,4,2,55,70,5555,55
42,420861,5,2,5,2,98,35,9999,77
42,420861,6,2,6,2,12,42,9999,77
42,420862,1,1,1,1,12,12,2,12
42,420862,1,2,1,1,12,12,2,12
42,420862,2,2,2,2,55,64,5555,55
42,420862,3,2,3,2,6,25,9999,77
42,420863,1,1,1,1,55,63,5555,55
42,420863,2,1,2,1,5,34,9999,77
42,420863,3,1,3,1,55,69,5555,55
42,420863,4,1,4,1,55,68,5555,55
42,420863,5,1,5,1,55,64,5555,55
42,420863,6,1,6,1,4,42,9999,77
42,420863,7,1,7,1,0,1,9999,77
42,420864,1,1,1,1,0,16,9999,77
42,420864,2,1,2,1,0,1,9999,77
42,420864,3,1,3,1,55,68,5555,55
42,420864,4,1,4,1,12,12,2,12
42,420864,4,2,1,1,12,12,2,12
42,420865,1,1,1,1,55,63,5555,55
42,420865,2,1,2,1,55,69,5555,55
42,420865,3,1,3,1,55,68,5555,55
42,420865,4,1,4,1,55,64,5555,55
42,420865,5,1,5,1,55,67,5555,55
42,420865,6,1,6,1,12,42,9999,77
42,420866,1,1,1,1,55,63,5555,55
42,420866,2,1,2,1,2,24,9999,77
42,420866,3,1,3,1,98,24,9999,77
42,420866,4,1,4,1,98,24,9999,77
42,420867,1,1,1,2,12,12,1,3
42,420867,1,2,1,2,12,12,1,3
42,420868,1,1,1,1,55,68,5555,55
42,420868,2,1,2,1,55,64,5555,55
42,420868,3,1,3,1,11,24,9999,77
42,420868,4,1,4,1,55,69,5555,55
42,420868,5,1,5,1,55,64,5555,55
42,420868,6,1,6,1,12,24,9999,77
42,420868,7,1,7,1,0,1,9999,77
42,420868,8,1,8,1,14,42,9999,77
42,420869,1,1,1,1,55,63,5555,55
42,420869,2,1,2,1,1,42,9999,77
42,420869,3,1,3,1,1,42,9999,77
42,420870,1,1,1,1,6,9,9999,77
42,420871,1,1,1,2,12,12,1,9
42,420871,1,2,1,2,12,12,1,9
42,420872,1,1,1,2,12,12,1,1
42,420872,1,2,1,2,12,12,1,1
42,420873,1,1,1,1,12,12,2,12
42,420873,1,2,1,1,12,12,2,12
42,420874,2,1,1,1,12,12,2,11
42,420874,1,2,1,2,55,63,5555,55
42,420874,2,2,2,1,12,12,2,11
42,420875,1,1,1,1,55,68,5555,55
42,420875,2,1,2,1,12,12,2,12
42,420875,5,1,3,1,55,64,5555,55
42,420875,6,1,4,1,98,42,9999,77
42,420875,2,2,1,1,12,12,2,12
42,420875,3,2,2,2,55,63,5555,55
42,420875,4,2,3,2,98,41,9999,77
42,420876,1,1,1,2,12,12,1,11
42,420876,1,2,1,2,12,12,1,11
42,420877,1,1,1,1,99,8,9999,77
42,420878,1,1,1,1,55,68,5555,55
42,420878,2,1,2,1,12,12,2,10
42,420878,2,2,1,1,12,12,2,10
42,420879,1,1,1,1,55,68,5555,55
42,420879,2,1,2,1,12,12,2,12
42,420879,3,1,3,1,55,68,5555,55
42,420879,4,1,4,1,55,63,5555,55
42,420879,5,1,5,1,7,30,9999,77
42,420879,2,2,1,1,12,12,2,12
42,420879,6,2,2,2,55,63,5555,55
42,420879,7,2,3,2,1,59,9999,77
42,420879,8,3,1,3,11,73,9999,77
42,420880,1,1,1,1,55,68,5555,55
42,420880,2,1,2,1,12,12,2,12
42,420880,2,2,1,1,12,12,2,12
42,420881,4,1,1,2,12,12,1,12
42,420881,1,2,1,2,55,63,5555,55
42,420881,2,2,2,2,55,69,5555,55
42,420881,3,2,3,2,55,68,5555,55
42,420881,4,2,4,2,12,12,1,12
42,420882,1,1,1,2,12,12,1,9
42,420882,2,1,2,1,55,63,5555,55
42,420882,3,1,3,1,81,24,9999,77
42,420882,1,2,1,2,12,12,1,9
42,420883,1,1,1,1,55,68,5555,55
42,420883,2,1,2,1,12,12,2,12
42,420883,2,2,1,1,12,12,2,12
42,420884,1,1,1,1,55,68,5555,55
42,420884,2,1,2,1,55,64,5555,55
42,420884,3,1,3,1,81,33,9999,77
42,420884,4,1,4,1,3,42,9999,77
42,420885,1,1,1,1,2,12,2,7
42,420885,1,2,1,1,2,12,2,7
42,420886,1,1,1,1,55,68,5555,55
42,420886,2,1,2,2,12,12,1,9
42,420886,2,2,1,2,12,12,1,9
42,420887,1,1,1,1,55,64,5555,55
42,420887,2,1,2,1,55,69,5555,55
42,420887,3,1,3,1,55,63,5555,55
42,420887,4,1,4,1,0,1,9999,77
42,420888,1,1,1,1,12,8,9999,77
42,420889,1,1,1,1,55,68,5555,55
42,420889,2,1,2,1,12,12,2,12
42,420889,2,2,1,1,12,12,2,12
42,420889,3,2,2,2,55,68,5555,55
42,420889,4,2,3,2,12,12,3,9
42,420889,5,2,4,2,0,1,9999,77
42,420889,6,2,5,2,55,64,5555,55
42,420889,7,2,6,2,12,35,9999,77
42,420889,4,3,1,2,12,12,3,9
42,420891,1,1,1,1,10,15,9999,77
42,420891,2,2,1,2,12,15,9999,77
42,420891,3,2,2,2,98,8,9999,77
42,420892,1,1,1,1,55,68,5555,55
42,420892,2,1,2,1,55,64,5555,55
42,420892,3,1,3,1,9,24,9999,77
42,420892,4,1,4,1,61,24,9999,77
42,420892,5,1,5,1,55,69,5555,55
42,420892,6,1,6,1,55,68,5555,55
42,420892,7,1,7,1,55,63,5555,55
42,420892,8,1,8,1,12,35,9999,77
42,420892,9,1,9,1,0,1,9999,77
42,420892,10,1,10,1,19,24,9999,77
42,420893,1,1,1,1,55,63,5555,55
42,420893,2,1,2,1,12,30,9999,77
42,420894,1,1,1,1,55,63,5555,55
42,420894,2,1,2,1,12,52,9999,77
42,420894,3,1,3,1,61,24,9999,77
42,420894,4,1,4,1,0,1,9999,77
42,420894,5,1,5,1,13,42,9999,77
42,420894,6,1,6,1,0,3,9999,77
42,420895,1,1,1,2,12,12,1,12
42,420895,2,1,2,1,98,8,9999,77
42,420895,1,2,1,2,12,12,1,12
42,420895,3,2,2,2,55,63,5555,55
42,420895,4,2,3,2,11,24,9999,77
42,420895,5,2,4,2,12,8,9999,77
42,420895,6,2,5,2,12,14,3,6
42,420895,7,2,6,2,19,8,9999,77
42,420895,6,3,1,2,12,14,3,6
42,420896,1,1,1,1,55,68,5555,55
42,420896,2,1,2,1,55,64,5555,55
42,420896,3,1,3,1,10,59,9999,77
42,420896,4,1,4,1,98,35,9999,77
42,420896,5,1,5,1,55,67,5555,55
42,420896,6,1,6,1,98,35,9999,77
42,420896,7,1,7,1,55,67,5555,55
42,420896,8,1,8,1,98,35,9999,77
42,420896,9,1,9,1,55,67,5555,55
42,420896,10,1,10,1,12,58,9999,77
42,420896,11,1,11,1,13,42,9999,77
42,420897,1,1,1,1,55,63,5555,55
42,420897,2,1,2,1,4,33,9999,77
42,420897,3,1,3,1,98,30,9999,77
42,420897,4,1,4,1,7,39,9999,77
42,420897,5,1,5,1,0,1,9999,77
42,420898,1,1,1,1,11,11,9999,77
42,420898,2,1,2,1,0,1,9999,77
42,420898,3,1,3,1,19,59,9999,77
42,420898,4,1,4,1,19,43,9999,77
42,420899,1,1,1,1,55,64,5555,55
42,420899,2,1,2,1,12,42,9999,77
42,420899,3,1,3,1,3,42,9999,77
42,420899,4,1,4,1,0,1,9999,77
42,420900,1,1,1,1,55,63,5555,55
42,420900,2,1,2,1,11,35,9999,77
42,420900,3,1,3,1,0,1,9999,77
42,420901,1,1,1,1,12,12,2,12
42,420901,1,2,1,1,12,12,2,12
42,420902,1,1,1,1,55,63,5555,55
42,420902,2,1,2,1,55,69,5555,55
42,420902,3,1,3,1,55,68,5555,55
42,420902,4,1,4,1,55,64,5555,55
42,420902,5,1,5,1,3,34,9999,77
42,420902,6,1,6,1,0,1,9999,77
42,420902,7,1,7,1,98,42,9999,77
42,420903,1,1,1,1,55,64,5555,55
42,420903,2,1,2,1,11,57,9999,77
42,420903,3,1,3,1,11,57,9999,77
42,420903,4,1,4,1,11,57,9999,77
42,420903,5,1,5,1,11,57,9999,77
42,420903,6,1,6,1,55,65,5555,55
42,420903,7,1,7,1,98,12,2,12
42,420903,8,1,8,1,6,24,9999,77
42,420903,7,2,1,1,98,12,2,12
42,420904,1,1,1,1,55,63,5555,55
42,420904,2,1,2,1,55,69,5555,55
42,420904,3,1,3,1,55,63,5555,55
42,420904,4,1,4,1,10,30,9999,77
42,420905,1,1,1,1,55,63,5555,55
42,420905,2,1,2,1,12,30,9999,77
42,420905,3,1,3,1,98,59,9999,77
42,420905,4,1,4,1,12,42,9999,77
42,420905,5,1,5,1,98,41,9999,77
42,420906,1,1,1,1,55,64,5555,55
42,420906,2,1,2,1,10,42,9999,77
42,420906,3,1,3,1,98,42,9999,77
42,420906,4,1,4,1,10,42,9999,77
42,420907,1,1,1,1,9,9,9999,77
42,420908,1,1,1,1,55,68,5555,55
42,420908,2,1,2,1,55,64,5555,55
42,420908,3,1,3,1,3,53,9999,77
42,420908,4,1,4,1,98,17,9999,77
42,420908,5,1,5,1,0,1,9999,77
42,420908,6,1,6,1,13,30,9999,77
42,420908,7,1,7,1,3,30,9999,77
42,420908,8,1,8,1,19,19,9999,77
42,420909,1,1,1,1,12,8,9999,77
42,420910,1,1,1,1,55,63,5555,55
42,420910,2,1,2,1,1,24,9999,77
42,420910,3,1,3,2,12,12,1,3
42,420910,3,2,1,2,12,12,1,3
42,420911,1,1,1,1,55,64,5555,55
42,420911,2,1,2,1,10,24,9999,77
42,420911,3,1,3,1,55,69,5555,55
42,420911,4,1,4,1,0,1,9999,77
42,420911,5,1,5,1,55,64,5555,55
42,420911,6,1,6,1,1,24,9999,77
42,420912,1,1,1,1,12,8,9999,77
42,420913,1,1,1,1,55,68,5555,55
42,420913,2,1,2,1,55,64,5555,55
42,420913,3,1,3,1,9,38,9999,77
42,420913,4,1,4,1,61,42,9999,77
42,420914,1,1,1,1,12,12,2,11
42,420914,1,2,1,1,12,12,2,11
42,420915,1,1,1,1,55,63,5555,55
42,420915,2,1,2,1,12,34,9999,77
42,420916,1,1,1,1,55,68,5555,55
42,420916,2,1,2,1,12,12,2,12
42,420916,2,2,1,1,12,12,2,12
42,420917,1,1,1,1,55,68,5555,55
42,420917,2,1,2,1,55,63,5555,55
42,420917,3,1,3,1,1,35,9999,77
42,420917,4,1,4,1,98,59,9999,77
42,420917,5,1,5,1,98,99,9999,77
42,420917,6,1,6,1,0,1,9999,77
42,420918,1,1,1,1,55,63,5555,55
42,420918,2,1,2,1,6,35,9999,77
42,420918,3,1,3,1,8,59,9999,77
42,420918,4,1,4,1,6,59,9999,77
42,420918,5,1,5,1,6,59,9999,77
42,420918,6,1,6,1,6,25,9999,77
42,420918,7,1,7,1,0,1,9999,77
42,420919,1,1,1,1,55,63,5555,55
42,420919,2,1,2,1,3,59,9999,77
42,420919,3,1,3,1,55,69,5555,55
42,420919,4,1,4,1,55,63,5555,55
42,420919,5,1,5,1,9,30,9999,77
42,420920,1,1,1,1,55,63,5555,55
42,420920,2,1,2,1,3,9,9999,77
42,420921,1,1,1,1,55,63,5555,55
42,420921,2,1,2,1,1,43,9999,77
42,420921,3,1,3,1,0,1,9999,77
42,420921,4,1,4,1,81,42,9999,77
42,420922,1,1,1,1,55,64,5555,55
42,420922,2,1,2,1,12,43,9999,77
42,420923,1,1,1,1,55,63,5555,55
42,420923,2,1,2,1,12,33,9999,77
42,420923,3,1,3,1,13,42,9999,77
42,420924,1,1,1,1,14,8,9999,77
42,420925,1,1,1,1,55,64,5555,55
42,420925,2,1,2,1,11,24,9999,77
42,420925,3,1,3,1,55,69,5555,55
42,420925,4,1,4,1,0,1,9999,77
42,420926,1,1,1,1,12,8,9999,77
42,420927,1,1,1,1,55,63,5555,55
42,420927,2,1,2,1,2,9,9999,77
42,420928,1,1,1,1,55,63,5555,55
42,420928,2,1,2,1,12,59,9999,77
42,420928,3,1,3,1,4,14,2,5
42,420928,4,1,4,1,98,38,9999,77
42,420928,5,1,5,1,9,30,9999,77
42,420928,6,1,6,1,0,1,9999,77
42,420928,3,2,1,1,4,14,2,5
42,420929,1,1,1,1,55,68,5555,55
42,420929,2,1,2,1,12,12,2,12
42,420929,2,2,1,1,12,12,2,12
42,420930,1,1,1,1,55,63,5555,55
42,420930,2,1,2,1,55,69,5555,55
42,420930,3,1,3,1,55,68,5555,55
42,420930,4,1,4,1,12,12,2,12
42,420930,4,2,1,1,12,12,2,12
42,420931,1,1,1,1,12,12,2,6
42,420931,1,2,1,1,12,12,2,6
42,420932,1,1,1,1,12,12,2,12
42,420932,1,2,1,1,12,12,2,12
42,420933,1,1,1,1,12,12,2,5
42,420933,1,2,1,1,12,12,2,5
42,420933,2,2,2,2,0,1,9999,77
42,420934,1,1,1,1,55,68,5555,55
42,420934,2,1,2,2,12,12,1,3
42,420934,3,1,3,1,55,64,5555,55
42,420934,4,1,4,1,12,24,9999,77
42,420934,2,2,1,2,12,12,1,3
42,420935,1,1,1,2,12,12,1,3
42,420935,1,2,1,2,12,12,1,3
42,420936,1,1,1,1,55,63,5555,55
42,420936,2,1,2,1,55,69,5555,55
42,420936,3,1,3,1,55,68,5555,55
42,420936,5,1,4,1,12,12,2,12
42,420936,4,2,1,2,55,68,5555,55
42,420936,5,2,2,1,12,12,2,12
42,420937,1,1,1,2,12,12,1,5
42,420937,1,2,1,2,12,12,1,5
42,420937,2,2,2,2,55,64,5555,55
42,420937,3,2,3,2,11,24,9999,77
42,420938,1,1,1,1,55,68,5555,55
42,420938,2,1,2,1,55,64,5555,55
42,420938,3,1,3,1,98,34,9999,77
42,420938,4,1,4,1,12,42,9999,77
42,420939,1,1,1,1,12,12,2,10
42,420939,2,1,2,1,55,68,5555,55
42,420939,3,1,3,1,0,1,9999,77
42,420939,1,2,1,1,12,12,2,10
42,420939,4,2,2,2,55,63,5555,55
42,420939,5,2,3,2,98,35,9999,77
42,420940,1,1,1,1,2,9,9999,77
42,420941,1,1,1,1,55,63,5555,55
42,420941,2,1,2,1,12,42,9999,77
42,420942,1,1,1,1,55,63,5555,55
42,420942,2,1,2,1,12,12,2,6
42,420942,2,2,1,1,12,12,2,6
42,420943,1,1,1,1,55,63,5555,55
42,420943,2,1,2,1,12,30,9999,77
42,420944,1,1,1,1,55,64,5555,55
42,420944,2,1,2,1,55,65,5555,55
42,420944,3,1,3,1,12,12,2,12
42,420944,3,2,1,1,12,12,2,12
42,420944,4,2,2,2,55,70,5555,55
42,420945,1,1,1,1,55,63,5555,55
42,420945,2,1,2,1,55,69,5555,55
42,420945,3,1,3,1,55,68,5555,55
42,420945,4,1,4,1,55,64,5555,55
42,420945,5,1,5,1,14,18,9999,77
42,420945,6,1,6,1,0,1,9999,77
42,420945,7,1,7,1,13,42,9999,77
42,420946,1,1,1,1,12,12,2,6
42,420946,1,2,1,1,12,12,2,6
42,420947,1,1,1,1,55,63,5555,55
42,420947,2,1,2,1,12,34,9999,77
42,420947,3,1,3,1,12,42,9999,77
42,420948,1,1,1,1,55,63,5555,55
42,420948,2,1,2,1,4,24,9999,77
42,420949,1,1,1,1,12,8,9999,77
42,420950,1,1,1,1,55,63,5555,55
42,420950,2,1,2,1,3,35,9999,77
42,420950,3,1,3,1,12,43,9999,77
42,420951,1,1,1,1,55,68,5555,55
42,420951,2,1,2,1,55,64,5555,55
42,420951,3,1,3,1,11,35,9999,77
42,420952,1,1,1,1,55,64,5555,55
42,420952,2,1,2,1,7,30,9999,77
42,420953,1,1,1,1,55,63,5555,55
42,420953,2,1,2,1,1,34,9999,77
42,420953,3,1,3,1,81,35,9999,77
42,420953,4,1,4,1,55,69,5555,55
42,420953,5,1,5,1,0,1,9999,77
42,420954,1,1,1,1,55,71,9999,77
42,420954,2,1,2,1,12,33,9999,77
42,420954,3,1,3,1,12,19,9999,77
42,420955,1,1,1,1,12,15,9999,77
42,420956,1,1,1,1,55,68,5555,55
42,420956,2,1,2,1,55,64,5555,55
42,420956,3,1,3,1,11,34,9999,77
42,420956,4,1,4,1,98,38,9999,77
42,420956,5,1,5,1,11,42,9999,77
42,420956,6,1,6,1,0,1,9999,77
42,420957,1,1,1,1,55,68,5555,55
42,420957,2,1,2,1,55,64,5555,55
42,420957,3,1,3,1,11,24,9999,77
42,420957,4,1,4,1,55,67,5555,55
42,420957,5,1,5,1,61,35,9999,77
42,420957,6,1,6,1,10,30,9999,77
42,420958,1,1,1,1,55,63,5555,55
42,420958,2,1,2,1,12,35,9999,77
42,420958,3,1,3,1,6,35,9999,77
42,420958,4,1,4,1,1,53,9999,77
42,420958,5,1,5,1,0,1,9999,77
42,420959,1,1,1,1,12,8,9999,77
42,420959,2,1,2,1,12,8,9999,77
42,420960,1,1,1,1,55,63,5555,55
42,420960,2,1,2,1,12,8,9999,77
42,420960,3,1,3,1,1,8,9999,77
42,420960,4,1,4,1,11,32,9999,77
42,420961,1,1,1,1,2,8,9999,77
42,420962,1,1,1,1,12,8,9999,77
42,420963,1,1,1,1,12,8,9999,77
42,420964,1,1,1,1,55,68,5555,55
42,420964,2,1,2,1,12,12,2,11
