ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
510320,14,24,3,12,36,0,4,1,7,8
510321,0,0,0,0,0,0,0,0,0,0
510322,16,23,9,9,33,13,9,35,25,15
510323,0,0,0,0,0,0,0,0,0,0
510324,15,15,15,15,15,15,15,15,15,15
510325,0,0,0,0,0,0,6,0,0,0
510326,0,0,9,0,0,0,0,6,0,0
510327,12,12,12,12,12,12,12,12,12,12
510328,0,0,0,0,0,0,0,0,0,0
510329,0,0,0,0,0,0,0,0,0,0
510330,0,0,0,0,0,0,0,0,0,0
510331,1,1,1,1,1,1,1,1,1,1
510332,15,15,15,15,15,15,15,15,15,15
510333,28,28,28,28,28,28,28,28,28,28
510334,20,16,9,12,21,31,9,19,6,15
510335,0,0,0,0,0,0,0,0,0,0
510336,0,0,0,0,0,0,0,0,0,0
510337,0,0,0,0,0,0,0,0,0,0
510338,23,23,23,23,23,23,23,23,23,23
510339,0,0,0,0,0,0,0,0,0,0
510340,0,0,0,0,0,0,0,0,0,0
510341,0,0,0,0,0,0,0,0,0,0
510342,20,2,19,15,25,25,35,17,14,6
510343,22,9,12,7,15,5,30,9,18,21
510344,0,0,0,0,0,9,0,0,0,0
510345,0,0,0,0,22,0,0,0,0,0
510346,0,0,0,0,0,0,0,0,0,0
510347,0,0,0,0,0,0,0,0,0,0
510348,6,6,6,6,6,6,6,6,6,6
510349,0,0,0,0,0,0,0,0,0,0
510350,0,0,0,0,0,0,0,0,0,0
510351,0,0,0,0,0,0,13,0,0,0
510352,10,16,6,16,0,4,11,24,20,9
510353,0,17,10,12,16,34,14,13,0,6
510354,0,0,0,0,0,0,0,0,0,0
510355,13,13,13,13,13,13,13,13,13,13
510356,30,40,21,0,0,24,0,16,32,0
510357,0,0,0,0,0,0,0,0,0,0
510358,0,0,0,0,0,0,0,0,0,0
510359,2,2,2,2,2,2,2,2,2,2
510360,0,0,0,0,0,0,0,12,0,0
510361,0,0,0,0,0,0,0,0,0,0
510362,0,0,0,0,0,0,0,0,0,0
510363,14,14,14,14,14,14,14,14,14,14
510364,5,5,5,5,5,5,5,5,5,5
510365,0,0,0,0,0,0,0,0,0,0
510366,0,0,0,0,0,0,0,0,0,0
510367,24,5,10,15,7,18,5,7,9,21
510368,0,0,0,0,0,0,0,0,0,0
510369,12,12,12,12,12,12,12,12,12,12
510370,0,0,0,0,0,0,0,0,0,0
510371,0,0,0,0,0,0,0,0,0,0
510372,7,7,7,7,7,7,7,7,7,7
510373,32,32,32,32,32,32,32,32,32,32
510374,0,0,11,0,0,0,0,0,12,0
510375,0,0,0,0,0,0,0,0,0,0
510376,10,5,6,4,4,12,15,8,23,14
510377,24,24,24,24,24,24,24,24,24,24
510378,0,0,0,0,0,0,0,0,0,0
510379,0,0,0,0,0,0,0,0,0,0
510380,10,10,10,10,10,10,18,10,10,10
510381,0,0,0,0,0,0,0,0,0,0
510382,32,32,32,32,32,32,32,32,32,32
510383,0,0,0,0,0,0,0,0,0,15
510384,0,0,0,0,0,0,0,0,0,0
510385,0,0,0,0,0,0,0,0,0,0
510386,0,0,0,0,0,0,0,0,0,0
510387,0,0,13,28,39,0,20,0,0,12
510388,0,0,0,0,0,0,0,0,0,0
510389,0,0,13,0,0,0,24,12,6,0
510390,0,0,0,0,0,0,0,0,0,0
510391,0,0,0,0,0,0,0,0,0,0
510392,6,6,6,6,6,6,6,6,6,6
510393,13,13,13,13,13,13,13,13,13,13
510394,0,0,0,0,0,0,0,0,0,0
510395,0,0,0,0,0,0,0,0,0,0
510396,0,0,0,0,0,0,0,0,0,0
510397,15,15,15,15,15,15,15,15,15,15
510398,18,18,18,18,18,18,18,18,18,18
510399,15,15,15,15,15,15,17,15,15,15
510400,0,0,0,0,0,0,0,0,0,0
510401,0,0,0,0,0,0,16,0,0,0
510402,0,0,0,0,0,0,0,0,0,0
510403,4,4,4,4,4,4,4,4,4,4
510404,20,20,20,20,20,20,20,20,20,20
510405,0,0,0,0,0,10,0,0,0,0
510406,0,0,0,0,0,0,0,0,0,55
510407,0,0,0,0,0,0,0,0,0,0
510408,20,20,20,20,20,20,20,20,20,20
510409,6,6,6,6,6,6,6,6,6,6
510410,0,0,0,0,0,0,0,0,0,0
510411,0,0,0,0,0,0,0,0,0,0
510412,0,0,0,0,0,0,0,0,0,0
510413,0,0,0,0,0,0,0,0,0,0
510414,0,0,0,0,0,0,0,0,0,0
510415,13,0,15,10,15,15,20,10,18,21
510416,0,0,0,0,0,0,0,0,0,0
510417,0,0,0,0,14,0,0,0,20,0
510418,33,34,17,17,18,17,17,17,17,41
510419,16,16,16,16,16,16,16,16,16,16
510420,0,0,0,0,0,0,0,0,0,0
510421,13,13,13,13,13,13,13,13,13,13
510422,0,0,0,0,0,18,0,0,0,0
510423,0,0,0,0,0,0,0,0,0,0
510424,0,0,0,0,0,0,0,0,0,0
510425,0,0,0,0,0,0,0,0,0,0
510426,0,0,0,0,0,0,0,0,0,0
510427,0,21,23,5,0,18,20,16,12,22
510428,21,2,16,0,0,0,12,11,11,18
510429,0,0,0,0,0,0,0,0,0,0
510430,0,0,0,0,0,0,0,0,0,0
510431,0,0,0,36,23,0,20,0,0,0
510432,4,10,15,8,10,0,30,0,0,0
510433,0,27,0,0,0,0,0,0,0,0
510434,12,0,0,0,0,0,0,0,0,0
510435,0,0,0,0,0,0,0,0,0,0
510436,0,0,15,0,0,13,13,0,0,0
510437,0,0,0,0,0,0,0,0,0,0
510438,0,0,0,0,0,0,0,0,0,0
510439,19,19,19,19,19,19,19,19,19,19
510440,0,0,0,0,0,0,0,0,0,0
510441,0,0,0,0,0,0,0,0,0,0
510442,18,18,18,18,18,18,18,18,18,18
510443,22,0,0,13,7,0,28,8,13,0
510444,0,0,0,0,0,0,0,0,0,0
510445,0,0,0,0,0,0,0,0,0,0
510446,0,0,0,0,0,0,0,0,0,0
510447,0,0,0,0,0,0,0,0,0,0
510448,0,0,0,0,0,0,0,0,0,0
510449,13,13,13,13,13,13,13,13,13,13
510450,23,23,23,23,23,23,23,23,23,23
510451,20,20,20,20,20,20,20,20,20,20
510452,0,0,0,0,0,0,0,0,0,0
510453,0,0,0,0,0,0,0,0,0,0
510454,0,0,0,0,0,0,0,0,0,0
510455,0,0,0,0,0,0,0,0,0,0
510456,0,0,0,0,0,0,0,0,0,0
510457,0,0,0,0,0,0,0,0,8,0
510458,0,0,0,0,0,0,0,0,0,0
510459,0,0,0,0,0,0,0,0,0,0
510460,0,0,0,0,0,0,0,0,0,0
510461,0,0,0,0,0,0,0,0,0,0
510462,30,9,18,0,10,10,6,0,24,25
510463,0,0,0,0,0,0,0,0,0,0
510464,0,0,0,0,0,0,0,0,0,0
510465,0,0,0,0,0,0,0,0,0,0
510466,34,34,34,34,34,34,34,34,34,34
510467,0,0,0,0,0,0,0,0,0,0
510468,0,0,0,0,0,0,0,0,0,0
510469,0,0,0,0,0,9,10,0,0,0
510470,0,0,0,0,0,0,0,0,0,0
510471,19,10,5,18,17,10,9,22,9,16
510472,0,0,0,0,0,0,0,0,0,0
510473,11,0,21,24,0,11,5,9,0,8
510474,0,0,0,0,0,25,5,0,0,0
510475,0,0,0,0,0,0,0,0,0,0
510476,0,0,0,0,0,0,0,0,0,0
510477,0,0,0,18,0,0,0,12,30,13
510478,10,0,18,23,7,17,6,34,14,18
510479,28,28,28,28,28,28,28,28,33,28
510480,0,0,0,0,0,0,0,18,17,0
510481,0,0,0,0,0,0,0,0,0,0
510482,10,0,13,8,25,8,19,4,11,27
510483,0,0,14,0,0,18,0,0,0,0
510484,0,0,0,0,0,0,0,0,0,0
510485,0,0,0,0,0,0,0,0,0,0
510486,0,0,0,0,0,0,0,0,0,0
510487,0,0,0,0,0,0,0,0,0,0
510488,0,0,0,0,0,0,0,0,0,28
510489,0,0,0,0,0,0,0,0,0,0
510490,25,25,25,25,25,25,25,25,25,25
510491,0,0,0,0,0,0,0,0,0,0
510492,28,0,20,14,9,21,22,17,9,10
510493,27,22,28,11,10,15,5,20,22,20
510494,6,19,12,0,13,0,0,9,16,19
510495,0,0,26,0,18,0,0,0,0,0
510496,0,0,0,0,0,0,32,0,19,0
510497,20,20,20,20,20,20,20,20,20,20
510498,17,0,0,0,0,0,7,0,0,13
510499,0,0,0,0,0,0,0,0,0,0
510500,0,0,0,0,0,0,0,0,0,0
510501,0,0,0,21,0,18,19,0,0,23
510502,0,6,20,0,15,0,0,0,0,0
510503,7,12,15,14,11,0,0,11,29,16
510504,0,0,0,0,0,0,0,0,0,0
510505,0,0,0,0,0,0,0,0,0,0
510506,0,0,12,16,20,0,28,0,0,0
510507,0,0,0,0,0,0,0,0,0,0
510508,0,0,0,0,0,0,0,0,0,0
510509,9,5,0,0,0,0,24,10,11,0
510510,0,0,5,0,0,0,0,0,0,0
510511,26,0,37,0,0,0,5,0,0,0
510512,21,0,18,18,0,19,15,0,0,17
510513,0,0,0,0,0,0,0,0,0,0
510514,33,33,33,33,33,33,33,33,33,33
510515,0,0,0,0,0,0,0,0,0,0
510516,0,0,0,0,0,0,0,0,0,0
510517,0,0,0,0,0,0,0,0,4,0
510518,0,0,0,0,0,0,0,0,0,0
510519,0,0,0,0,0,0,0,0,0,0
510520,0,0,0,0,0,0,0,38,0,0
510521,0,0,0,0,0,0,0,0,0,0
510522,0,0,18,0,0,0,0,0,0,0
510523,0,0,0,0,0,0,0,0,0,0
510524,0,0,0,0,0,0,0,0,0,0
510525,0,0,0,0,0,0,0,0,0,0
510526,0,0,0,19,0,0,0,0,0,17
510527,34,34,34,34,34,34,34,34,34,34
510528,0,0,0,0,0,0,0,0,0,14
510530,0,0,0,0,0,0,0,0,0,0
510531,0,0,0,0,0,0,0,0,0,0
510532,0,0,0,0,0,0,0,0,0,0
510533,0,0,0,0,0,0,0,0,0,0
510534,0,15,0,0,0,0,25,0,0,0
510535,0,0,0,0,0,0,0,0,0,0
510536,23,0,22,0,20,21,0,22,0,26
510537,0,0,0,0,0,0,0,0,0,0
510538,25,22,22,12,13,26,21,10,16,10
510539,19,19,19,19,19,19,19,19,19,19
510540,0,3,0,17,0,10,0,0,8,0
510541,0,0,0,0,0,0,0,0,0,0
510542,21,27,0,5,21,0,13,0,0,17
510543,6,6,6,6,6,6,6,6,6,6
510544,0,0,0,0,0,0,0,0,0,0
510545,12,15,9,18,4,8,11,7,6,12
510546,0,0,0,0,0,0,0,0,18,0
510547,0,0,0,0,0,0,0,0,0,0
510548,26,22,19,14,0,9,0,4,12,0
510549,12,7,30,35,51,9,19,12,14,7
510550,0,0,0,0,0,0,0,0,0,0
510551,0,0,0,0,0,0,0,0,26,0
510552,0,0,0,25,0,0,0,0,0,0
510553,0,0,22,0,0,0,0,0,0,0
510554,0,0,0,23,0,0,29,0,0,0
510555,0,0,0,0,0,0,0,0,0,0
510556,7,7,7,7,7,7,7,7,7,18
510557,0,0,0,0,0,0,0,0,0,0
510558,0,0,0,0,10,0,0,0,0,0
510559,0,23,0,0,15,4,0,0,0,0
510560,0,0,0,0,0,0,0,0,0,0
510561,0,0,0,0,0,0,0,0,0,0
510562,0,0,0,0,0,0,0,16,0,11
510563,0,0,0,0,0,25,21,0,0,0
510564,0,0,0,0,0,0,0,0,0,0
510565,0,0,0,0,0,0,0,0,0,0
510566,0,0,0,0,0,0,0,0,0,0
510567,0,0,0,0,0,0,0,0,0,0
510568,0,0,10,0,0,3,0,0,0,0
510569,0,9,0,0,0,0,0,0,0,0
510570,0,0,0,0,0,0,0,0,0,0
510571,0,26,0,23,0,0,0,33,0,0
510572,0,0,0,0,0,0,0,0,23,4
510573,0,23,17,13,13,15,11,0,13,10
510574,2,2,2,2,2,2,2,2,2,2
510575,0,0,28,0,0,0,0,0,20,0
510576,20,20,20,20,20,20,20,20,20,20
510577,8,45,26,12,13,13,0,21,10,9
510578,14,26,13,30,2,15,28,29,12,10
510579,0,0,0,0,25,0,0,8,0,15
510580,0,0,8,0,0,14,10,0,0,32
510581,0,0,0,0,0,0,0,0,0,0
510582,0,11,10,12,14,0,0,24,0,5
510583,0,0,0,0,0,0,0,0,0,0
510584,27,0,0,0,0,0,50,15,0,0
510585,0,0,0,0,0,0,0,0,0,0
510586,16,0,0,0,0,5,34,0,21,0
510587,0,0,0,0,0,0,0,0,0,0
510588,19,19,19,19,19,19,19,19,19,19
510589,0,0,0,7,18,0,0,0,0,0
510590,0,0,0,0,0,0,0,0,0,0
510591,24,8,0,9,26,22,27,12,0,0
510592,0,0,0,0,0,0,0,0,0,0
510593,19,0,0,11,0,0,0,0,0,0
510594,0,0,0,0,0,0,0,0,0,0
510595,0,0,0,0,0,0,0,0,0,0
510596,2,7,0,0,0,5,0,0,0,0
510597,18,14,0,0,21,0,0,0,0,0
510598,0,0,0,16,0,27,0,0,0,0
510599,0,16,0,0,0,0,0,0,0,0
510600,19,15,21,13,13,8,8,0,22,19
510601,11,18,16,14,19,20,21,27,12,22
510602,0,0,0,0,0,10,22,0,0,0
510603,0,0,0,0,0,0,0,0,0,0
510604,0,0,0,0,20,0,0,29,0,0
510605,0,26,0,0,0,0,45,38,33,15
510606,24,0,25,5,0,10,0,21,0,31
510607,0,0,0,0,0,0,0,0,0,0
510608,0,0,0,0,0,0,0,0,0,0
510609,17,17,17,17,17,17,17,17,17,17
510610,0,0,16,0,0,0,0,8,0,11
510611,22,22,22,22,22,22,22,22,22,22
510612,0,0,0,0,20,29,25,0,0,0
510613,28,19,0,18,13,0,0,0,0,0
510614,0,0,0,0,0,0,0,0,0,0
510615,0,0,0,0,0,0,0,0,0,0
510616,0,0,0,0,0,0,0,0,0,0
510617,0,0,0,0,0,0,0,0,0,0
510618,0,0,0,0,0,0,0,0,0,0
510619,0,0,0,0,0,0,0,0,0,0
510620,0,0,0,0,0,0,0,17,19,0
510621,0,0,0,0,0,0,0,0,0,0
510622,0,0,0,0,10,0,0,0,0,0
510623,0,0,0,0,20,0,0,12,0,0
510624,0,0,0,0,0,0,0,0,0,0
510625,21,21,21,21,21,21,21,21,21,21
510626,27,0,6,27,8,0,18,17,7,13
510627,0,0,0,0,0,0,0,0,0,0
510628,0,0,22,0,0,0,0,0,0,0
510629,0,27,0,0,0,0,0,0,0,0
510630,8,10,18,13,8,15,11,9,15,20
510631,0,0,0,0,0,0,0,0,0,0
510632,0,21,13,21,0,0,0,0,27,0
510633,0,0,0,0,0,0,0,0,0,0
510634,0,0,0,0,0,0,0,0,0,0
510635,0,0,0,0,0,0,0,0,0,0
510636,13,13,13,13,13,13,13,13,13,13
510637,22,22,19,0,21,7,39,40,0,36
510638,26,24,16,5,12,51,24,34,0,21
510639,43,0,21,21,25,27,35,29,21,11
510640,0,0,0,0,0,0,0,0,0,0
510641,0,0,0,0,0,0,0,0,0,7
510642,13,22,22,17,13,16,4,23,20,22
510644,0,0,0,0,0,0,0,0,0,0
510645,0,0,0,0,19,0,0,0,0,0
510646,0,3,0,0,0,0,0,0,0,0
510647,18,6,8,27,13,29,29,24,24,38
510648,0,16,12,14,15,0,28,0,24,31
510649,0,0,0,0,0,0,0,0,0,0
510650,0,0,0,0,0,0,0,0,0,0
510651,0,11,22,0,20,0,0,0,23,0
510652,19,0,10,46,27,15,0,15,16,21
510653,0,17,17,0,0,0,22,0,0,0
510654,26,34,0,0,0,0,0,0,8,0
510655,12,0,0,0,0,0,10,0,0,0
510656,29,32,22,15,24,31,24,45,25,15
510657,0,0,0,0,0,0,0,0,0,0
510658,0,0,0,0,0,0,0,0,0,0
510659,14,11,5,6,10,17,8,20,6,26
510660,0,16,0,0,0,0,9,0,0,0
510661,0,0,0,0,0,0,0,0,0,0
510662,0,0,0,0,0,0,0,0,0,0
510663,24,0,20,10,30,19,22,16,13,0
510664,0,0,0,0,0,0,0,0,0,0
510665,0,0,0,0,0,4,0,3,0,0
510666,0,0,0,0,0,0,0,0,9,0
510667,0,23,40,11,16,33,15,19,7,23
510668,0,0,0,0,0,0,0,0,0,0
510669,0,13,0,23,10,24,0,0,0,18
510670,17,43,20,15,39,13,5,33,0,18
510671,18,31,9,41,11,43,15,12,12,14
510672,0,0,0,0,23,0,0,0,0,0
510673,10,22,16,13,0,0,25,26,17,16
510674,0,0,0,0,0,0,0,0,0,0
510675,17,0,15,0,51,20,0,0,0,0
510676,11,11,17,17,8,9,8,3,10,20
510677,0,0,0,0,0,0,17,0,0,0
510678,0,0,0,24,0,0,0,5,0,0
510679,22,15,19,16,9,23,13,14,20,7
510680,7,7,7,7,7,7,7,7,7,7
510681,0,0,0,0,0,0,0,0,0,0
510682,0,0,0,0,0,0,0,0,0,0
510683,0,0,26,0,23,0,15,0,38,0
510684,0,0,0,0,0,0,0,0,0,11
510685,0,26,0,0,0,0,0,0,0,0
510686,0,0,0,0,0,0,0,9,22,18
510687,0,0,0,0,0,0,0,0,0,0
510688,0,0,0,0,0,0,0,0,0,0
510689,0,20,0,0,0,29,23,0,0,0
510690,0,0,0,0,0,0,0,0,0,0
510691,0,0,0,0,0,0,0,0,0,0
510692,20,0,0,14,9,0,0,0,0,0
510693,0,0,0,0,22,0,0,0,0,0
510694,0,0,0,0,0,0,0,0,0,0
510695,0,15,0,0,0,19,0,0,18,6
510696,24,20,22,28,26,0,21,3,17,25
510697,0,0,0,0,0,0,0,0,0,0
510698,0,0,0,0,0,0,0,0,0,0
510699,0,0,0,0,36,0,0,0,0,28
510700,0,0,7,0,0,0,0,0,0,0
510701,0,0,0,0,0,0,0,0,0,0
510702,23,15,17,0,9,0,12,0,0,21
510703,0,0,0,0,0,0,0,0,0,0
510704,35,35,35,35,35,35,35,35,35,35
510705,0,0,29,5,2,9,15,37,9,26
510706,0,0,5,0,0,0,0,5,15,0
510707,0,0,0,0,0,0,0,0,0,0
510708,0,0,0,0,0,0,0,0,0,0
510709,0,0,3,0,0,0,0,0,0,0
510710,17,0,21,5,34,11,19,7,20,37
510711,10,6,11,7,28,8,9,25,0,9
510712,0,21,0,0,0,18,22,0,8,0
510713,7,26,16,16,22,21,0,11,8,15
530001,6,6,6,6,6,6,6,6,6,6
530002,0,0,0,0,0,0,0,0,0,0
530003,0,0,0,0,0,0,0,0,0,0
530004,0,0,0,0,0,0,0,0,0,0
530005,3,28,8,0,14,7,22,19,0,7
530006,3,3,3,3,3,3,3,3,3,3
530007,0,0,0,0,0,0,0,0,0,0
530008,0,0,0,0,0,0,0,0,0,0
530009,0,0,0,0,0,0,0,0,0,0
530010,17,17,17,17,17,17,17,17,17,17
530011,39,39,39,39,39,39,39,39,39,39
530012,0,0,0,0,0,0,0,0,0,0
530013,0,0,0,0,0,0,0,0,0,0
530014,0,0,0,0,0,0,0,0,0,0
530015,16,23,8,24,5,14,13,7,5,9
530016,4,4,4,4,4,4,4,4,4,4
530017,0,0,0,0,0,0,0,0,0,0
530018,0,20,0,0,0,0,0,13,0,0
530019,0,0,0,0,0,0,0,0,0,0
530020,0,0,0,0,0,0,0,0,0,0
530021,19,19,19,19,19,19,19,19,19,19
530022,20,20,20,20,20,20,20,20,20,20
530023,6,6,6,6,6,11,32,6,12,6
530024,0,25,0,0,0,0,0,0,0,6
530025,0,0,0,0,18,0,0,8,14,0
530026,13,13,13,13,13,13,13,13,13,13
530027,0,0,0,0,0,0,0,0,0,0
530028,0,0,0,0,0,0,0,0,0,0
530029,0,0,0,0,0,7,7,0,0,0
530030,24,24,24,24,24,24,24,24,24,24
530031,13,13,13,13,13,13,13,13,13,13
530032,0,24,0,0,0,0,0,0,0,0
530033,0,0,0,0,0,0,0,0,0,0
530034,0,0,0,0,0,0,0,16,0,0
530035,0,0,0,22,0,0,0,0,0,0
530036,0,0,0,0,0,0,0,0,0,0
530037,20,20,20,20,20,20,20,20,20,20
530038,0,0,0,24,15,0,8,25,0,26
530039,22,22,22,22,22,22,22,22,22,22
530040,4,4,4,4,4,4,4,9,4,4
530041,22,22,22,22,22,22,22,22,22,22
530042,21,21,21,21,21,21,21,21,21,21
530043,0,0,0,0,0,0,0,0,0,0
530044,0,0,0,0,0,0,0,0,0,0
530045,9,9,9,9,9,9,9,9,9,9
530046,10,4,3,0,11,14,7,6,18,26
530047,12,5,0,8,6,21,24,6,14,12
530048,0,0,0,0,0,0,0,0,0,0
530049,0,0,0,0,0,0,0,0,0,0
530050,0,0,0,0,0,0,0,0,0,0
530051,0,0,0,0,0,0,0,0,0,0
530052,0,0,0,0,0,0,0,0,0,0
530053,7,14,5,3,39,3,3,25,8,3
530054,0,0,0,0,0,24,0,0,3,0
530055,0,24,26,14,0,15,0,22,19,0
530056,0,0,0,0,0,0,0,0,0,0
530057,0,0,0,0,0,0,0,0,0,0
530058,20,20,20,20,20,20,20,20,20,20
530060,0,0,0,0,0,0,0,0,0,0
530061,11,34,0,0,2,0,0,0,0,0
530062,0,0,0,0,0,18,0,0,0,0
530063,0,0,0,0,30,0,0,4,0,0
530064,0,0,0,0,0,0,0,0,0,0
530065,0,0,0,0,0,0,0,0,0,0
530066,0,0,0,0,0,0,0,0,0,0
530067,16,16,16,16,16,16,16,16,16,16
530068,0,0,0,0,0,0,0,0,0,0
530069,0,0,0,0,0,0,0,0,0,0
530070,0,0,0,0,0,0,0,0,0,0
530071,0,0,0,0,0,0,0,0,0,0
530072,19,19,19,19,19,19,19,19,19,19
530073,0,0,0,0,0,0,0,0,0,0
530074,7,2,21,45,29,21,19,6,0,25
530075,0,0,0,0,0,0,0,0,0,0
530076,0,0,0,0,20,0,0,0,0,16
530077,0,0,0,0,0,0,0,0,0,0
530078,0,0,17,16,15,19,0,14,8,9
530079,0,0,0,0,0,0,0,0,0,0
530080,0,0,0,4,0,0,0,0,0,0
530081,0,0,0,0,0,0,0,0,0,0
530082,0,0,0,0,0,0,0,0,0,0
530083,19,19,19,19,19,19,19,19,19,19
530084,0,0,0,0,0,0,0,0,0,0
530085,0,0,0,0,0,0,0,0,0,0
530086,24,0,21,0,0,20,22,0,28,0
530087,18,18,18,18,18,18,18,18,18,18
530088,0,0,0,0,0,0,0,0,0,0
530089,0,0,0,0,0,0,0,0,0,0
530090,0,0,0,0,0,0,0,0,0,0
530091,0,0,10,0,0,0,51,16,16,0
530092,0,0,0,0,14,0,0,0,0,0
530093,0,0,0,0,0,0,0,0,0,0
530094,0,0,0,0,0,0,0,0,0,0
530095,0,0,0,0,6,19,0,0,0,0
530096,7,9,7,7,7,7,7,7,7,7
530097,16,14,5,13,16,0,4,11,8,13
530098,0,22,17,0,0,0,0,16,8,32
530099,0,0,0,0,0,0,0,0,0,0
530100,32,32,32,32,32,32,32,32,32,32
530101,0,0,0,0,0,0,0,0,0,0
530102,0,0,0,0,0,0,0,0,0,0
530103,0,0,0,0,0,0,0,0,0,0
530104,0,0,0,0,0,0,0,0,0,0
530105,0,0,0,0,0,0,0,0,0,0
530106,0,0,0,7,0,0,0,0,0,0
530107,0,0,0,0,0,0,0,0,0,0
530108,0,0,0,0,0,0,0,0,0,16
530109,19,0,0,0,0,0,0,0,0,0
530110,0,0,0,0,0,0,0,0,0,0
530111,0,0,0,0,0,0,0,0,0,0
530113,0,0,4,0,0,0,0,0,0,8
530114,29,29,29,29,29,29,29,29,29,29
530115,15,15,15,15,15,15,15,15,15,15
530116,20,20,20,20,20,20,20,20,20,20
530117,0,0,0,0,0,0,0,0,0,0
530118,0,0,0,0,8,0,7,0,0,0
530119,0,0,0,20,0,0,0,0,0,0
530120,0,0,0,0,0,0,0,0,0,0
530121,0,0,0,0,0,0,0,0,0,0
530122,23,23,23,23,23,23,23,23,23,23
530123,9,9,9,9,9,9,9,9,9,9
530124,0,0,0,0,17,0,0,0,0,0
530125,0,0,0,0,0,0,0,0,0,0
530126,11,11,11,11,11,11,11,11,11,11
530127,0,0,0,17,0,0,0,0,0,0
530128,3,3,3,3,3,3,3,3,3,3
530129,0,0,0,0,0,0,0,0,0,0
530130,0,0,0,0,0,0,0,0,0,0
530131,4,20,8,20,20,16,6,0,21,0
530132,0,0,0,0,0,0,0,0,0,0
530133,0,0,0,0,0,0,0,0,0,0
530134,0,0,0,0,0,0,0,0,0,0
530135,2,2,17,8,12,2,2,2,2,2
530136,0,0,0,0,0,0,0,0,0,0
530137,26,26,26,26,26,26,26,26,26,26
530138,7,7,7,7,7,7,7,7,7,7
530139,0,0,0,0,0,0,0,0,0,0
530140,28,16,16,16,16,16,16,16,16,16
530141,0,0,0,0,0,0,0,0,0,0
530142,17,17,17,17,17,17,17,17,17,17
530143,0,0,0,0,0,0,0,0,0,0
530144,0,0,0,0,0,0,0,0,0,0
530146,0,0,0,34,0,0,0,0,0,0
530147,22,22,22,22,22,22,22,22,22,22
530148,0,0,0,0,0,0,0,0,0,0
530149,0,18,14,0,0,0,8,0,0,0
530150,9,9,9,9,9,9,9,9,9,9
530151,0,0,0,0,0,0,0,0,0,0
530152,24,18,18,18,18,18,18,18,18,18
530153,23,23,23,23,23,23,23,23,23,23
530154,0,0,0,0,0,0,0,0,0,0
530155,22,22,22,22,22,22,22,22,22,22
530156,0,0,15,12,0,18,0,0,0,0
530158,0,0,0,0,0,0,0,0,0,0
530159,0,0,0,0,0,0,0,0,0,0
530160,20,16,16,31,16,16,18,16,16,16
530161,17,17,17,17,17,17,17,17,17,17
530162,0,0,0,0,0,0,0,0,0,0
530163,15,37,16,21,9,21,9,12,20,0
530164,0,0,0,0,0,0,0,0,0,0
530165,19,19,19,19,19,19,19,19,19,19
530166,0,0,0,0,0,0,0,0,0,0
530167,0,0,0,0,0,0,0,0,0,0
530168,0,0,0,0,0,0,0,0,0,8
530169,0,0,0,0,0,0,0,0,0,0
530170,22,22,22,22,22,22,22,22,22,22
530171,7,7,7,7,7,7,7,7,7,7
530172,5,7,5,5,5,5,5,5,5,5
530173,24,24,24,24,24,24,24,24,24,24
530174,0,0,0,0,0,0,0,0,0,0
530175,10,10,10,10,10,10,10,10,10,10
530176,0,0,0,0,0,0,0,0,0,0
530177,0,0,0,0,0,38,0,0,0,0
530178,33,33,33,33,33,33,33,33,33,33
530179,0,0,0,0,0,0,0,0,0,0
530180,0,0,0,0,0,0,0,0,0,0
530181,0,0,14,0,0,0,0,0,0,0
530182,0,0,0,0,0,0,0,0,0,0
530183,14,14,14,14,14,14,14,14,14,14
530184,0,0,0,0,0,0,0,0,0,0
530185,20,20,20,20,20,20,20,20,20,20
530186,17,17,17,17,17,17,17,17,17,17
530187,0,0,0,0,0,0,0,0,0,0
530188,0,0,0,0,0,0,0,0,0,0
530189,0,22,0,0,0,10,0,0,0,13
530190,0,0,0,0,0,0,0,0,0,0
530191,0,0,0,0,0,0,0,0,0,0
530192,0,0,0,0,0,0,0,0,0,0
530193,8,1,12,8,0,22,0,22,8,4
530194,0,0,0,0,0,0,0,0,0,0
530195,0,0,0,0,0,0,0,0,0,0
530196,18,18,18,18,18,18,18,18,18,18
530197,0,0,0,0,0,0,0,0,0,0
530198,14,14,14,14,14,14,14,14,14,14
530199,0,0,0,0,0,7,0,0,29,9
530200,2,2,2,2,2,2,2,2,2,2
530201,0,0,0,0,0,0,0,0,0,0
530202,13,13,13,13,13,17,13,13,13,13
530203,0,0,0,0,0,0,0,0,0,0
530205,19,0,0,11,0,0,7,23,0,0
530206,0,0,0,0,0,0,0,0,0,0
530207,16,16,16,16,16,16,16,16,16,16
530209,0,0,0,0,0,0,0,0,0,0
530210,0,0,0,0,0,0,0,0,0,0
530211,0,0,0,0,0,0,0,0,0,0
530212,3,3,3,3,5,3,11,3,11,3
530213,0,0,0,16,23,15,0,0,0,14
530214,0,0,25,20,0,0,0,0,0,0
530215,0,0,0,0,0,0,0,0,0,0
530216,26,26,26,26,26,26,26,26,26,26
530217,0,24,0,0,0,0,0,0,0,18
530218,15,15,15,15,15,15,15,15,15,15
530219,16,16,16,16,16,16,16,16,16,16
530220,0,0,0,0,0,0,0,0,0,0
530221,0,11,0,14,0,0,23,0,20,30
