,Text,location,status
8459,"RT @bfraser747:  ATTENTION
.
This is GEORGE SOROS   He is a very bad man. Not surprisingly he backs @HillaryClinton &amp; funds BLM https://t","Mason, OH",neu
8460,"@HillaryClinton 
where is #iLLary ?",Empire State,neu
8461,RT @Samsays5: Did you know @HillaryClinton was fired from Watergate Commission for fraud/ethics violations?  #HillaryLeaks https://t.co/VKi,"Michigan, USA",neg
8462,"RT @bfraser747:  #ClintonCrimeFoundation

Your promises not receiving foreign donations mean nothing.Stop them now @HillaryClinton https:",Vermont,neg
8463,"@HillaryClinton As opposed to you, who we shouldn't believe.","Detroit, MI",neu
8464,RT @Shooters_Wife: MT @iamgavinjames: This man was destroyed and disowned for far less - yet @HillaryClinton walks? https://t.co/PoJkiih3aE,"San Antonio, TX",neu
8465,RT @JohnFromCranber: Many Wld Say That Exposing Classified Info to Make a Buck is Beyond 'Corrupt'. The Word Treason Comes to Mind. #tcot h,"seaview, wa  usa",neg
8466,RT @VoteHillary2016: .@HillaryClinton up by 12 points over @realDonaldTrump in Virginia according to latest @QuinnipiacPoll via @FoxNews ht,"Pismo Beach, CA",neu
8467,THIS @cspanwj! Vile @georgesoros = Miserable Miscreant funding criminal #CrookedHillary @HillaryClinton @ClintonFdn https://t.co/yMnSGmZ5v6,Events in 2016 & Beyond,neg
8468,"RT @NEVER4Hillary: For morally corrupt Democrats who keep on insisting warmonger @HillaryClinton is ""strong"" in #ForeignPolicy
#Demexit htt","Florida, USA",neg
8469,@HillaryClinton And so have you. :(,"Asheville, NC",neg
8470,@HillaryClinton you're going to be sent packing in November #CrookedHillary!,"New Jersey, USA",neu
8471,RT @davidpsdem: Nov 8th #VoteBlue @TheDemocrats @FlipItDem @HillaryClinton #ClintonKaine2016 https://t.co/wKqviOmNux,"Oahu, Hawaii.       ",neg
8472,@HillaryClinton Trump committed Tax fraud #LockHimUp,Parody,neg
8473,RT @NadelParis: THIS is what people of Louisiana need!-toys!? #clueless #Narcisse #NeverTrump #RepublicansForHillary @HillaryClinton https:,Mississippi,neu
8474,@HillaryClinton YUR A WHORTUS,USA,neu
8475,"RT @bfraser747:  #ClintonCrimeFoundation

Your promises not receiving foreign donations mean nothing.Stop them now @HillaryClinton https:","Ellington, CT",neg
8476,RT @Willabray5286: @FoxNews @nvrggivup @HillaryClinton @FoxNewsInsider  Yeah another Obama dirty tactic.. pass another law with his magic p,Here ,neg
8477,"@HillaryClinton 

Carefully edited video showing all the potentially worse comments together with no context or nuance. Typical Clinton.",On Vacation,neg
8478,"RT @Phillgm4top: @Phillgm4top you're dangerously stupid @MichaelSam52, because @HillaryClinton &amp; @ClintonFdn accepts millions from the anti","Chicago, IL",neu
8479,"RT @surfermom77: INTRODUCTION
Dear America Pls. Meet @HillaryClinton 's Cable News Network
The dishonest team at @CNN
@JohnTDolan https","Connecticut, USA",neg
8480,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:","Texas, USA",neu
8481,@HillaryClinton is on the road to fucking over every American.. wall street prostitute set to make MILLIONS as jobs disappear..,"California, USA",neu
8482,@HillaryClinton @realDonaldTrump looked like a leader in LA,"Michigan, USA",neg
8483,RT @youngdems: Run like a girl has a new meaning w/ @HillaryClinton.  #Olympics #ImWithHer #LikeAGirl https://t.co/LBSUTZx0Jq,"San Juan, Puerto Rico",neg
8484,"@VoteHillary2016 @HillaryClinton @realDonaldTrump @QuinnipiacPoll @FoxNews If A days 12, it's probably 17!",New York Values. American!,neg
8485,"@NRCC Martha Stewart was not above the law.  How did she wind up in prison?
@HillaryClinton S.S. ""Independence 1960';s Med College Remember?",New York,neu
8486,Jill Stein supporters love keeping it classy! https://t.co/HYJJwIR0Xb,"Cincinnati, OH",neg
8487,@HillaryClinton God help us.,United States,pos
8488,RT @greysanatomy112: @PizzaPartyBen @LoriNeedham2 They won't do that because @HillaryClinton needs their votes,"Washington, USA",neu
8489,Trumps tax plan could give his own family a $4 billion tax break. Here's... https://t.co/EfZ41r49gk by @HillaryClinton via @c0nvey,Republica Dominicana,neu
8490,"RT @FoxNews: .@KellyannePolls on @HillaryClinton: ""She's the second most popular person in a two-person household."" #KellyFile https://t.co",SF,pos
8491,Yeah he told her but she did it?? If my nigga told me to jump off a cliff and I do it I'm dying lol https://t.co/S9RbVvBc2E,multiverse,neg
8492,RT @kennedy3210: @TeamTrumpAZ @fernandaNYT @HillaryClinton needs to be prosecuted,United States,neg
8493,"RT @BrendaCloud3: @HillaryClinton Yes, I understand Sociopaths dont get having ""regets"" or any other human emotions. Try harder, Hill!  #Hi","Massachusetts, USA",pos
8494,@HillaryClinton we should believe who u are also... A greedy liar!!!,"South Carolina, USA",neg
8495,RT @Asolution4USA: @HillaryClinton Who do you think will be the next President of the United States? #HillaryClinton #TrumpPence16,"Rock Vegas, Florida",pos
8496,@popeavery @bfraser747 @LeahR77 @HillaryClinton Hope you are getting care you need. I deal with Vets daily and the issues at VA are huge!,"Pocatello, ID",pos
8497,RT @thinktankteamtv: Can't you see Fethullah Gulen has his finger in the attempted coup? @HillaryClinton #TransformAmericaIn5Words https://,"stanbul, Trkiye",neg
8498,"@HillaryClinton The next president, witch.","A Galaxy Far, Far Away.",neg
8499,@MagicRoyalty @HillaryClinton next joke?,"Los Angeles, CA",pos
8500,RT @NadelParis: THIS is what people of Louisiana need!-toys!? #clueless #Narcisse #NeverTrump #RepublicansForHillary @HillaryClinton https:,California,neu
8501,"Arizona Native American leaders say a ""tribal voice"" is missing in government; they want @HillaryClinton. READ MORE: https://t.co/YAGc1gHH9t",Phoenix,neu
8502,@HillaryClinton your pocket?,"Nevada, USA",neu
8503,.@HillaryClinton are you too busy with fundraisers to answer simple questions?  https://t.co/RCAoNT2k8R,"McCalla, AL",neu
8504,RT @youngdems: Run like a girl has a new meaning w/ @HillaryClinton.  #Olympics #ImWithHer #LikeAGirl https://t.co/LBSUTZx0Jq,Goshen | East Lansing,neg
8505,@Republiicunts @JeremyAEllis @HillaryClinton @sahilkapur Dems need to keep poor people poor. How else would they get rich &amp; reelected?,Washington State,neg
8506,@HillaryClinton absolutely. .I'm glad you've see the light. . Your quitting now I suppose?  Good,Citra Fl,pos
8507,@HillaryClinton + @cher + #FireIsland = Left wing conspiracy for all gay men's money in $8 donations. #ImWithHer(s)! https://t.co/FgxtxQx6jx,"Los Angeles, CA",neg
8508,@HillaryClinton you have to,H-Town,neu
8509,"@1st4pres @Stonewall_77 @HillaryClinton Dear Louisiana, Greetings from beautiful sunny Chappaqua! Wish you were here! - H #PostcardsFromHill","New York, NY",pos
8510,@HillaryClinton  when will Hillary Clinton do a press conference to answer questions about her failing health?,earth,neg
8511,RT @memesuppIy: GO TO JAIL ALREADY @HILLARYCLINTON https://t.co/oTthLSOhJN,WH | FL,neg
8512,RT @jbreesenaz: Justice department won't lift a finger against @HillaryClinton but will come after our sherif. #MakeAmericaFair  https://t.,Socialist State of California,neu
8513,"RT @USAs99: @CNN So, when will @HillaryClinton @billclinton admits they stole money from the Haiti people?","California, USA",neg
8514,"To all you #NeverTrump types who claim he's a dem, he sure spends a lot of effort pounding @HillaryClinton &amp; other leftists.","Realville, IA, USA",neu
8515,@sluggoD54 @pereira_ariela @theblaze @HillaryClinton one thing at a time. The tax returns!,Lagos,neu
8516,"@ElectionHQ @pdoocy WE  TRUMP! @FoxNews
@USAforTrump2016
@realDonaldTrump
@2016_TrumPence
@HillaryClinton FINISHED https://t.co/IblE0MLY1F",", NC",neu
8517,RT @FoxNews: .@HillaryClinton Campaign Using Undocumented 'Dreamers' to Boost Latino Vote https://t.co/IiOoVO2FmI,"Madison, WI",pos
8518,@amjoyshow @PragObots @AmandiOnAir @MSNBC @realDonaldTrump is the rabbit in this 1 dog race &amp; @HillaryClinton is a real dog in this race!,Houston,neu
8519,"@foxnation @HillaryClinton Hillary is just buying more voters and Virginia is just ""buying"" another politician, who will do what they want.","Lake Wales, FL",pos
8520,@SonicDeanBoom @HillaryClinton that pic is fake,"Los Angeles, CA",neg
8521,"@HillaryClinton Only tolerant if you believe as they do. If not you get called a bigot, racist, or any number of insults.",Georgia,neg
8522,RT @twright55: Wow! #HillaryClinton @HillaryClinton tells FBI Colin Powell told her to use private email - he says 'No I didn't' https://t.,Freedonia,pos
8523,"Why would @HillaryClinton disavow what she hired them to do?  
https://t.co/dj0GLpQz4n","Lisbon, Portugal",neu
8524,"The level of their corruption is unbelievable!! 

If @HillaryClinton wins, the election is rigged!!  https://t.co/0PRmCXVg0Y",United States of America,pos
8525,"RT @steve0423: No doubt another @HillaryClinton plant... more
her supporters attend Trump rallies then they do hers
#WheresHillary https://",Sunny and sizzling southwest,pos
8526,@HillaryClinton OH SNAP! Imagine Dat. Then there's dis: https://t.co/1BbaHjlRoT,Election 2016 CENTCOM,neu
8527,RT @lyn_cade: She's not going to do that because it would actually make sense. Better to give credence to wacko alt-right lies. https://t.c,"Grand Junction, CO",neg
8528,"RT @ForColorado: Translation - @HillaryClinton is lying again
@realDonaldTrump knows https://t.co/WAi3gBLRaB","Texas, USA",neg
8529,"@HillaryClinton only a brain dead anti American fool would vote for hillary. She's a racist, liar, murderer, cheater, a spy, traitor, sickly","Jenks, OK",neg
8530,RT @RichardGrenell: Serious question: is @HillaryClinton not going to the flood zone because she doesn't have the stamina to spend a few ho,Post of the Corps:Home at last,neg
8531,"RT @bfraser747:  ATTENTION
.
This is GEORGE SOROS   He is a very bad man. Not surprisingly he backs @HillaryClinton &amp; funds BLM https://t",Republic of Slovenia,neu
8532,RT @AJMcGuire4: @EjFakeberger @EjHirschberger @realDonaldTrump @FoxNews @HillaryClinton.   American citizens can VOTE not you illegals,"Madison, WI",neu
8533,RT @VoteHillary2016: .@HillaryClinton up by 12 points over @realDonaldTrump in Virginia according to latest @QuinnipiacPoll via @FoxNews ht,Seattle,neu
8534,RT @ThePsychoPixie: When someone assumes you're for @HillaryClinton because you're a woman... #no #bye #NeverHillary https://t.co/aw8vM8kJDz,United States,neu
8535,"RT @JoeKingNow: @thehill &gt; Bin Laden shaved his beard and is living in Bahama. 

He  supports @HillaryClinton 

@USA4TRUMP #Trump2016 @greg","Reno, NV.",neg
8536,.@MK440swife sarcasm or truth? Like if you were sarcastic or Reply back with #Yes or #No https://t.co/3FOmUqgtH4,Planet Arous,neg
8537,"@HillaryClinton   Hold a news conference. An open Q&amp;A. Maybe we will then listen to you, #Killery",Florida,neu
8538,"RT @CardenalJubany: It seems to be written for us Catalans, Mr. .@POTUS 
(on celebrating 25th years of Estonia's indep) https://t.co/S4WFrS",Catalonia,neg
8539,Why won't @HillaryClinton debate @realDonaldTrump before September? Are you chicken Hill?#WheresHillary #WheresTrump https://t.co/gTChiyLME6,Banana Republic,neu
8540,@Danthe3DMan @Kevincore77 @FoxNews @HillaryClinton Who??...Me???...I would NEVER do that...lol,New York,neu
8541,RT @brcom007: @HillaryClinton WOW. JUST LIKE THE CLINTON$$$$ https://t.co/qKP2PonHcu,Texas,pos
8542,@HillaryClinton supports Muslims and Sharia. Talk about misogyny. Please do some research before you bark https://t.co/vde4dkfCQu,Los Angeles,pos
8543,"@HillaryClinton would have us bend the knee n' call her , ""Your Grace"" https://t.co/sU7mDX4qml #NeverHillaryOrTrump https://t.co/jinDtpUdXM","San Mateo, CA",pos
8544,RT @Parker9_: I like how @BernieSanders and @HillaryClinton still don't follow each other on Twitter,Greater Los Angeles area,neu
8545,@Republiicunts @HillaryClinton Republicans List is all a lie! Wow! If your truth was valid you wouldn't have to lie.,"Colorado, USA",pos
8546,RT @HillaryforVA: Want to document history being made? Text VA to 47246 &amp; be the first to know when @HillaryClinton comes to #VirWINia http,"Miami, FL",pos
8547,"@laureldavilacpa @HillaryClinton how does electing a controversial career politician ""transform america""?",Free Inhabitant  ,neg
8548,RT @Samsays5: Did you know @HillaryClinton was fired from Watergate Commission for fraud/ethics violations?  #HillaryLeaks https://t.co/VKi,"Collierville,TN",neg
8549,RT @kimipelekimo: @georgesoros @BarackObama @HillaryClinton @WarrenBuffett @EricHolder @FBI  Burn in Hell# Feel The Bern# Goddess Pele Risi,"Vermont, USA",neg
8550,"RT @steve0423: @HillaryClinton whining about the leaks she just can't seem to stop!!
#CrookedHillary #HillaryLeaks 
#tcot #ccot https://t.c","Scottsdale, AZ",neg
8551,RT @politico: This is why the GOP will never accept President @HillaryClinton https://t.co/95fhUvL9C7 via @POLITICOMag | AP Photo https://t,"Los Angeles, CA",neg
8552,RT @cheaptrickone: As if On Cue just like President Obama it's not my fault it's someone else's it's a video it's this and but not mine htt,islam's nightmares ,neg
8553,@slmom @HillaryClinton Bush was a successful president. Those who got laid off deserved it. I wouldn't mind if Trump did the same thing.,"Tampa, FL",pos
8554,RT @skorpyos: @politico @HillaryClinton @POLITICOMag no one cares what those fascists want. Hillary will be our president!,"Los Angeles, CA",pos
8555,@HillaryClinton increase to all ... Even you https://t.co/OMj6O58BZi,"Arizona, USA",pos
8556,@HillaryClinton @Brebea11 Just like the Bush tax cuts-U know the ones Ostupid extended. They benefited the poor the most. #lyingliberals,Freedom=Wisconsin,neg
8557,@HillaryClinton they used to hug now they sleep in seperate million dollar mansions ....,"Colorado, USA",pos
8558,@pharris830 got that right! @HillaryClinton @BarackObama our boy is wicked smart!!,San Francisco ,neg
8559,and yet she is polling over 60% in national polls?  https://t.co/UCxoFzOvUi,inland empire,neg
8560,"All I had to hear was, ""I'm @HillaryClinton.."" and I changed the channel.  #IHateThemBoth","San Mateo, CA",neu
8561,"@HillaryClinton why do you keep posting this lie, like you his money will go into a trust, taxman can't touch https://t.co/W1OQeZ67Pg",Washington,pos
8562,"RT @bfraser747:  BREAKING NEWS  

Nobody is buying it anymore Lying' @HillaryClinton &amp; why should they? 
#Trump2016 #MAGA  https:","Collegeville, PA",neu
8563,"@HillaryClinton YOU had your chance you lying, traitorous criminal medically unfit hag! Go crawl back in ur crypt!",United States,neg
8564,RT @instapundit: That's because Hillary made it up. https://t.co/sWMULhfcPH,40 22' 35.3784 -86 2' 29.4,neu
8565,@HillaryClinton what about the Greatest generation?! https://t.co/E13otHI2Kj,Illinois,pos
8566,Why Blacks Shouldn't Support @HillaryClinton  Pt.  1 https://t.co/jYZxOeFaxF,"San Mateo, CA",neu
8567,RT @NadelParis: THIS is what people of Louisiana need!-toys!? #clueless #Narcisse #NeverTrump #RepublicansForHillary @HillaryClinton https:,New Mexico,neu
8568,RT @Heavens211: @HillaryClinton SNITCHED on Colin Powell. Period. Dirty rat  https://t.co/ZVHTydR4NB,"Shitcago, Crook County IL",neg
8569,RT @Samsays5: Did you know @HillaryClinton was fired from Watergate Commission for fraud/ethics violations?  #HillaryLeaks https://t.co/VKi,Cashiers NC,neg
8570,@HillaryClinton lower taxes for all https://t.co/LQTmfZBd5a,"Arizona, USA",neg
8571,RT @Nvr4Get91101: Trump tours flood-ravaged Louisiana -- BEFORE @POTUS @BarackObama or Wannabe POTUS @HillaryClinton https://t.co/vwLlGBE88Q,"Tennessee, USA",neg
8572,RT @HowardKainer: In PTown this Sunday?  Join the celebration of being #StrongerTogether with @cher and @HillaryClinton. @HFA https://t.co/,Mother Earth,neg
8573,"RT @bfraser747:  Veterans

#Vet suicide rate is 22/day &amp; are dying waiting for healthcare. @HillaryClinton won't change a thing https://t","Michigan, USA",neu
8574,"RT @iamgavinjames: Based off of this very poll, @HillaryClinton is unfit to be #POTUS! She lacks the integrity our country deserves! https:","Rochester, MI",pos
8575,RT @jend0315: @Heavens211 @HillaryClinton @handley_dix @Socksguy @YodaLoco @LaShawnGreeeen @fityshadesofred pvt email does not equal pvt se,"Shitcago, Crook County IL",neg
8576,RT @Heavens211: @jend0315 @HillaryClinton @handley_dix @Socksguy @YodaLoco @LaShawnGreeeen @fityshadesofred made a melanin rich man scape,"Shitcago, Crook County IL",neg
8577,"#StrongerTogether @TNTweetersUS @TheDemocrats @TheDemList @votolatino He's not getting my vote! ""Believe me"" https://t.co/oBMIfWW4BD",United States,neg
8578,@MayorStanton @HillaryforAZ @HillaryClinton #Phoenix should petition to separate from #MaricopaCounty!,"San Gabriel, Tucson",neu
8579,RT @FoxNews: WI poll average: @HillaryClinton vs. @realDonaldTrump. https://t.co/SuFqAtskuM,Alabama,neu
8580,"RT @Zanting: @jack Notice me Senpai Jack, w/ your rules ban &gt; @Nero you must ban @HillaryClinton. #BanHillaryClintonFromTwitter!

https://t",A Valhalla Pier,neg
8581,"RT @RichardGrenell: alternative headline: ""Colin Powell Says Hillary is Lying"" https://t.co/niH8YxbzD4","Palm Bay, FL.",neg
8582,RT @Samsays5: Did you know @HillaryClinton was fired from Watergate Commission for fraud/ethics violations?  #HillaryLeaks https://t.co/VKi,Minnesota,neg
8583,RT @VickyBrush: I'm SO out of the Dem party. I need REAL change! #TeamTrump #TRUMPFORPRESIDENT @Laff_Out_Lawd @HillaryClinton https://t.co/,"Cape Girardeau, MO",neg
8584,"RT @USA2016Elect: Those who divide us.shall have no place among us. "" United we stand divided we fall"" Dolly.P .@HillaryClinton .@FlipItDem","Portland, OR USA",neg
8585,"RT @USAforTrump2016: The crowd in Dimondale, Michigan was HUGE #WheresHillary 

Time to #ShowYourCrowds @HillaryClinton https://t.co/XNXCC0",United States,pos
8586,RT @handley_dix: @jend0315 @Heavens211 @HillaryClinton @Socksguy @YodaLoco @LaShawnGreeeen @fityshadesofred FYI.  Didn't receive classified,"Shitcago, Crook County IL",neg
8587,@Danthe3DMan @Eduk8tor101 @HillaryClinton Trumpberg!!!  Dead ahead!!!,New York,neg
8588,@HillaryClinton building what it takes Congress to pass laws not a chance for more false promises.,"Boston, MA",pos
8589,"RT @seanhannity: .@HillaryClinton blames Colin Powell for her use of private Email, Powell fires back https://t.co/xacy3Q9qcA",islam's nightmares ,neg
8590,"RT @magnifier661: .@HFA @HillaryClinton if we are gonna bring up hoaxes, I got a good one! https://t.co/wRMGdU2kH5",United States,pos
8591,"RT @AZConservative1: HI my name's Don Trump. I'm Vlad Putin's bitch &amp; The Bank of China owns my ass. #DonTheCon

https://t.co/s01r9GyCv8 ht","Texas, USA",neg
8592,@FoxNews @HillaryClinton @realDonaldTrump BS...polls in media are directly related to Soros $$s spent not on actual votes!,Arizona,neg
8593,"RT @bfraser747:  #ClintonCrimeFamily 

If @realDonaldTrump offends you may get feelings hurt.If you offend @HillaryClinton DEATH  https:","Kailua, Hi",neg
8594,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:",TEXAS,neu
8595,"RT @NEVER4Hillary: For morally corrupt Democrats who keep on insisting warmonger @HillaryClinton is ""strong"" in #ForeignPolicy
#Demexit htt",Minnesota,neg
8596,"RT @steve0423: @HillaryClinton whining about the leaks she just can't seem to stop!!
#CrookedHillary #HillaryLeaks 
#tcot #ccot https://t.c",Edge of America ,neg
8597,"@greta @HillaryClinton @realDonaldTrump @mitchellvii 

Look how young @billclinton looks here! https://t.co/5f27bPuxcL",United States,neg
8598,"RT @FrankLuntz: Current black vote

 Donald Trump:  1%
 Hillary Clinton:  85%

https://t.co/DW4P4UgcKy https://t.co/6WmQtyBX8H",New York,neu
8599,RT @grumpymoochie12: oh lookie trump trolls get them tissues ready https://t.co/FTUN6uZhN3,Jersey Girl w/ Southern Roots,neg
8600,And Y would anyone vote 4 her?? # Crookedhillary @DRUDGE_REPORT @HillaryClinton @SenSanders @realDonaldTrump @GOP  https://t.co/nJWnTQmAE0,Florida,neu
8601,RT @AmericanSniperG: Did Hillary lie to FBI about Powell's email advice? https://t.co/m3ZQUu9yO6 via @nypost @HillaryClinton,"Pensacola, FL",neu
8602,@HillaryClinton hi ms clinton i am such a big fan of you i am really pushing for you to win badly my name is theo wilson,"Newport News, VA",pos
8603,"RT @bfraser747:  Veterans

#Vet suicide rate is 22/day &amp; are dying waiting for healthcare. @HillaryClinton won't change a thing https://t","San Antonio, TX",neu
8604,@sluggoD54 @pereira_ariela @theblaze @HillaryClinton U must be tweeting from Pluto. Trump can win over there if U vote.,Lagos,pos
8605,"RT @AngieSteinberg: https://t.co/7IveYwidg1
Ppl, @HillaryClinton WILL RAISE TAXES GIVE WELFARE TO REFUGEES/ILLEGALS 4 VOTES. MIDDLE CLASS I","South Carolina, USA",neu
8606,"RT @DineshDSouza: .@HillaryClinton's ""experience"" has gotten America exactly nothing. Can you think of even a single accomplishment?
https:",Utah,neu
8607,RT @DianePierce532: Tell me again Hillary how you are for the Black people???? https://t.co/iJJRKeRYWn,"Cheney, KS",neu
8608,Trumps tax plan could give his own family a $4 billion tax break. Here's... https://t.co/iVWLl5jxCM by @HillaryClinton via @c0nvey,"Naperville, Illinois",neu
8609,"Can you post honest news about the #Clintons?  https://t.co/K5qfX4nuuH
https://t.co/otXeZcgfvu",*Silicon Valley,neg
8610,Trumps tax plan could give his own family a $4 billion tax break. Here's... https://t.co/D6gZHsYjmE by @HillaryClinton via @c0nvey,Estados Unidos,neu
8611,RT @shirleyvc725: @HFA @HillaryClinton here is only job hillary is qualified for https://t.co/bVHZs6nxZ4,United States,neu
8612,"RT @brentroske: Sec Vilsack: ""Show me the tax return"" to @realDonaldTrump from @HillaryClinton office Des Moines https://t.co/yomcbpM0DN","Des Moines, IA
",neu
8613,@FoxNews @HillaryClinton @realDonaldTrump 808 likely voters??!! These aren't polls.,"Chatham, NJ",neg
8614,RT @thinktankteamtv: Can't you see Fethullah Gulen has his finger in the attempted coup? @HillaryClinton #TransformAmericaIn5Words https://,Istanbul-Turkey,neg
8615,RT @kupajo322: @HillaryClinton Our Movement Is LARGEROur Rallies Are LARGER Our Message Is STRONGER#TrumpTrainWE'LL #WIN https:/,"Louisville, Co",neu
8616,@ScottBaio @HillaryClinton @nedtwyman @michaelkeyes he donated a lot of play-doh. That's good? What about Supplies? Toiletries? GTFOH,California,neg
8617,"Been waiting, and waiting. still nothing. #Dumptrump #trump #Nevertrump #suicideispainless @HillaryClinton https://t.co/BYshqVF4Rq",MO,neg
8618,@raranas79julian @HillaryClinton @CNN yes thank you!!! I agree!,"Arizona, USA",neg
8619,"RT @need4trth: @HillaryClinton would have us bend the knee n' call her , ""Your Grace"" https://t.co/sU7mDX4qml #NeverHillaryOrTrump https://",United States,pos
8620,@realDonaldTrump's quest 4 black support is phony! He's going to go down to certain areas of Pa &amp; intimidate black voters 4 @HillaryClinton,"Phila., Pa.",neg
8621,Royal Oak volunteers are the super! They have contributed so much to the @HillaryClinton campaign! #StrongerTogether https://t.co/ho8lO4GXqJ,"Michigan, USA",neu
8622,"RT @xinemd: Fun #HillaryClinton Facts
Also add ZERO events listed as ""open to the public"" through November
#WheresHillary #MAGA https://t.c",USA,pos
8623,RT @1st4pres: #WeirdConversationStarters My name is @HillaryClinton and #cajunlivesmatter doesn't matter to me https://t.co/2pa6OkJfzD,"Rock Vegas, Florida",neg
8624,@curtislwalker @HillaryClinton a gov who has been here 8 months &amp; only won cuz of 3way race. Read LA papers for the real story,USA,pos
8625,RT @MarcoGutierrez: @TheRock what are the chances you will help us #LatinosForTrump on our #OperationTacoBowl vent against @HillaryClinton,United States,neg
8626,"RT @steve0423: @HillaryClinton whining about the leaks she just can't seem to stop!!
#CrookedHillary #HillaryLeaks 
#tcot #ccot https://t.c",United States,neg
8627,@billclinton @GeorgeHWBush @BarackObama are three of four horsemen of the apocalypse the forth is either @realDonaldTrump or @HillaryClinton,hell,neg
8628,RT @shayboharon: @aii80003456 @carrieksada @HillaryClinton Hillary his agns israel see work weed isis and hamas ashaf,"California, USA",neu
8629,@FoxNews @HillaryClinton @realDonaldTrump few more nasty insults and trump decline could get much worse,Venezuela,neg
8630,@seanhannity @HillaryClinton I think about 99.9% of the people know who's Lying! Hint:It's Not Colin Powell! ,"Louisiana, USA",neg
8631,"WARNING: WATCHING THE SEAN HANNITY SHOW MAY CAUSE PERMANENT BRAIN DAMAGE
 https://t.co/F9vEdYZU1k","Wisconsin, USA",neg
8632,RT @NadelParis: THIS is what people of Louisiana need!-toys!? #clueless #Narcisse #NeverTrump #RepublicansForHillary @HillaryClinton https:,"Port St. Lucie, Florida",neu
8633,@HillaryClinton &amp; Obama #MSM Connections and you wonder why https://t.co/5pKUlReR2i,"Las Vegas, NV",neu
8634,"@HillaryClinton twist this 
 Perjury or just deception.","Boston, MA",neg
8635,Trumps tax plan could give his own family a $4 billion tax break. Here's... https://t.co/k3aRxfzHND by @HillaryClinton via @c0nvey,"Simsbury, CT",neu
8636,"RT @iamgavinjames: Based off of this very poll, @HillaryClinton is unfit to be #POTUS! She lacks the integrity our country deserves! https:",  EASTERN NC,pos
8637,Is @HillaryClinton next?Ex-Navy SEAL to pay feds $6.6 million to settle suit over book on bin Laden raid @FoxNews https://t.co/HU7GVnSUlP,Cincinnati,neg
8638,"RT @somethingldsay: 2 different candidates, 2 VERY different responses to Americans in need. @HillaryClinton / @realDonaldTrump #laflood ht","Paw Paw, Michigan",neg
8639,"RT @FoxNews: .@realDonaldTrump slammed @HillaryClinton on Twitter, asking #WheresHillary? https://t.co/akvIcDgAL8",NC,neu
8640,RT @for_hillary: What ticks me off most is people don't know Hillary requested investigation &amp; will never know CIA's involvement  https://t,"Florida, USA",neu
8641,"@CommonSense93 @FoxNews @HillaryClinton @realDonaldTrump Even that is better than baby killing, American hating Hillary!!!!","lincoln, NE",neg
8642,Justice department won't lift a finger against @HillaryClinton but will come after our sherif. #MakeAmericaFair  https://t.co/gX0uWAXhwS,Tempe AZ,neu
8643,RT @KevinBooker206: The @CNN comedy news network is showing nothing but old footage of missing sleeping @HillaryClinton #WheresHillary,Illinois,neg
8644,So that's why she deleted her emails  https://t.co/AF6WmAzUAD,young wizard; SAY,neg
8645,Blacks And @HillaryClinton...Fool Me Twice Shame On Me... https://t.co/iU824Sf7HH,"San Mateo, CA",neg
8646,"RT @USA2016Elect: Those who divide us.shall have no place among us. "" United we stand divided we fall"" Dolly.P .@HillaryClinton .@FlipItDem",san antonio tx,neg
8647,@HillaryClinton @sahilkapur racism bigotry thats why he will not get more than 1 % talkin down 2 us We w/crush him in the polls,"New York, NY",neg
8648,"@thehill ""Protesters push and spit on Trump donors at Minneapolis fundraiser"" ... comment, Madame Secretary ...? @HillaryClinton", not here...that's fer sure...,neg
8649,RT @FUNDERWOODHOC: Don't mistake my comments on @realDonaldTrump or @HillaryClinton as support for either! I plan to beat both~ F.U.  htt,"Bogota, Colombia",pos
8650,"@rob_mcwaters @realDonaldTrump @HillaryClinton 
To keep America safe we need  Donald Trump 
#TrumpPence16",United States,pos
8651,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:","South Carolina, USA",neu
8652,"@HillaryClinton Well first off, that money is rightfully theirs. ""We"" are not entitled to it.",Maryland,pos
8653,@HillaryClinton PSSST HEY BLACK AMERICA... HAVE YOU EVER SEEN A BLACK PERSON WORK FOR HILLARY? Muslims still sell black slaves in africa!,"Florida, USA",neu
8654,RT @KevinBooker206: The national sleep institute recommends not taking any sleep aid meds but does endorse attending a @HillaryClinton rall,Illinois,neu
8655,@HillaryClinton RICH HYPOCRITICAL LYING BITCH!!! https://t.co/LTTelMMNgV,HILLIARY'S HAMPTONS NEIGHBOR,neg
8656,"RT @NEVER4Hillary: For morally corrupt Democrats who keep on insisting warmonger @HillaryClinton is ""strong"" in #ForeignPolicy
#Demexit htt","California, USA",neg
8657,RT @NadelParis: THIS is what people of Louisiana need!-toys!? #clueless #Narcisse #NeverTrump #RepublicansForHillary @HillaryClinton https:,Massachusetts,neu
8658,Republicans prep break glass emergency plan as Trump tumbles  https://t.co/XplmDSCB7U #BlueWave2016 @HillaryClinton #ImWithHer #NeverTrump,"Massachusetts, USA",neg
