@relation mytest

@attribute age {<=33,<=49&>33,<=87&>49}
@attribute job {blue-collar,entrepreneur,management,technician,self-employed,admin.,student,services,unemployed,housemaid,retired,unknown}
@attribute marital {single,married,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance {Very-Low,Low,Medium,High}
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute month {may,feb,jun,aug,jul,sep,apr,jan,nov,mar,oct,dec}
@attribute campaign numeric
@attribute poutcome {unknown,success,failure,other}
@attribute y {no,yes}

@data
<=87&>49,management,married,tertiary,no,Very-Low,no,no,cellular,jul,2,unknown,no
<=87&>49,management,divorced,tertiary,no,Very-Low,no,yes,cellular,jul,6,unknown,no
<=87&>49,retired,divorced,secondary,yes,Very-Low,no,yes,unknown,jun,1,unknown,no
<=87&>49,technician,divorced,secondary,no,Very-Low,yes,yes,cellular,jul,1,unknown,no
<=87&>49,admin.,married,secondary,no,Very-Low,yes,no,cellular,may,1,failure,no
<=87&>49,management,married,secondary,no,Very-Low,yes,no,cellular,jul,4,unknown,no
<=87&>49,blue-collar,divorced,primary,no,Very-Low,yes,yes,unknown,may,4,unknown,no
<=87&>49,services,married,secondary,no,Very-Low,no,yes,cellular,aug,2,unknown,no
<=87&>49,blue-collar,married,secondary,no,Very-Low,no,no,unknown,may,1,unknown,no
<=87&>49,unemployed,married,secondary,no,Very-Low,no,no,unknown,jun,1,unknown,no
<=87&>49,technician,single,tertiary,no,Very-Low,yes,no,cellular,may,3,unknown,no
<=87&>49,management,married,tertiary,no,Very-Low,no,no,cellular,jul,2,unknown,yes
<=87&>49,blue-collar,married,primary,no,Very-Low,no,no,cellular,aug,2,unknown,no
<=87&>49,unemployed,married,primary,no,Very-Low,no,yes,cellular,jan,1,unknown,no
<=87&>49,services,married,secondary,no,Very-Low,no,yes,cellular,jul,10,unknown,no
<=87&>49,retired,divorced,secondary,no,Very-Low,yes,no,unknown,may,1,unknown,no
<=87&>49,management,married,tertiary,no,Very-Low,yes,no,cellular,nov,2,failure,no
<=87&>49,management,married,tertiary,no,Very-Low,yes,yes,cellular,aug,2,unknown,no
<=87&>49,retired,married,primary,no,Very-Low,yes,no,cellular,feb,1,failure,no
<=87&>49,retired,married,primary,no,Very-Low,no,no,cellular,aug,23,unknown,no
<=87&>49,management,single,tertiary,yes,Very-Low,yes,no,cellular,aug,6,unknown,no
<=87&>49,technician,divorced,secondary,no,Very-Low,no,no,cellular,aug,2,unknown,no
<=87&>49,entrepreneur,married,secondary,no,Very-Low,yes,no,unknown,may,3,unknown,no
<=87&>49,blue-collar,married,secondary,no,Very-Low,no,yes,telephone,jul,13,unknown,no
<=87&>49,blue-collar,married,secondary,no,Very-Low,yes,no,cellular,jul,1,unknown,no
<=87&>49,blue-collar,married,primary,no,Very-Low,no,no,unknown,jun,2,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=87&>49,management,married,secondary,no,Low,no,no,cellular,nov,1,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,no,no,telephone,feb,3,other,no
<=87&>49,management,married,secondary,no,Low,no,yes,telephone,feb,1,unknown,no
<=87&>49,retired,married,secondary,no,Low,yes,no,cellular,oct,1,unknown,no
<=87&>49,blue-collar,divorced,secondary,no,Low,yes,no,cellular,may,1,failure,no
<=87&>49,retired,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=87&>49,blue-collar,divorced,primary,no,Low,no,no,cellular,feb,1,unknown,no
<=87&>49,retired,married,primary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,technician,married,secondary,no,Low,yes,no,cellular,jan,3,failure,no
<=87&>49,retired,divorced,secondary,no,Low,yes,no,cellular,jul,3,unknown,no
<=87&>49,unknown,married,secondary,no,Low,no,no,cellular,aug,6,unknown,no
<=87&>49,technician,married,unknown,no,Low,yes,no,unknown,may,3,unknown,no
<=87&>49,blue-collar,divorced,primary,no,Low,no,yes,cellular,jul,2,unknown,no
<=87&>49,housemaid,married,secondary,no,Low,yes,yes,cellular,jul,1,unknown,no
<=87&>49,blue-collar,divorced,primary,no,Low,yes,no,cellular,may,1,unknown,no
<=87&>49,technician,divorced,secondary,no,Low,yes,yes,cellular,jul,5,unknown,no
<=87&>49,management,married,unknown,no,Low,no,yes,cellular,jul,2,unknown,no
<=87&>49,technician,married,secondary,no,Low,no,yes,cellular,jul,2,unknown,no
<=87&>49,admin.,married,primary,no,Low,no,yes,unknown,jun,6,unknown,no
<=87&>49,self-employed,single,tertiary,no,Low,no,yes,cellular,jul,4,unknown,no
<=87&>49,management,single,tertiary,no,Low,no,yes,cellular,jul,1,unknown,no
<=87&>49,management,married,tertiary,no,Low,no,no,cellular,nov,1,failure,no
<=87&>49,housemaid,married,primary,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,retired,married,primary,no,Low,no,no,cellular,jun,1,unknown,no
<=87&>49,management,married,tertiary,no,Low,no,yes,cellular,jul,2,unknown,no
<=87&>49,entrepreneur,divorced,tertiary,no,Low,no,no,unknown,jun,2,unknown,no
<=87&>49,unemployed,married,tertiary,no,Low,no,no,unknown,may,3,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,yes,no,cellular,aug,3,unknown,no
<=87&>49,management,single,secondary,no,Low,yes,no,telephone,jul,4,unknown,no
<=87&>49,housemaid,married,primary,no,Low,yes,no,unknown,jun,10,unknown,no
<=87&>49,admin.,married,secondary,no,Low,yes,yes,telephone,jul,9,unknown,no
<=87&>49,self-employed,single,primary,no,Low,no,yes,cellular,jul,6,unknown,no
<=87&>49,services,married,secondary,no,Low,no,no,unknown,jun,1,unknown,no
<=87&>49,management,married,primary,no,Low,yes,no,telephone,may,4,unknown,no
<=87&>49,management,married,tertiary,no,Low,no,no,cellular,jul,5,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,no,no,unknown,jun,2,unknown,no
<=87&>49,unemployed,married,primary,no,Low,no,no,cellular,jan,2,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,aug,5,unknown,no
<=87&>49,retired,divorced,tertiary,no,Low,yes,yes,cellular,jul,3,unknown,no
<=87&>49,entrepreneur,married,tertiary,no,Low,yes,yes,telephone,nov,1,unknown,no
<=87&>49,services,single,secondary,no,Low,no,no,unknown,may,2,unknown,no
<=87&>49,retired,married,secondary,no,Low,yes,yes,cellular,jul,1,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,yes,no,unknown,may,13,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,mar,10,unknown,no
<=87&>49,unknown,married,unknown,no,Low,no,no,unknown,jun,2,unknown,no
<=87&>49,technician,married,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,management,married,primary,no,Low,yes,yes,cellular,apr,2,failure,no
<=87&>49,self-employed,divorced,tertiary,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,aug,6,unknown,no
<=87&>49,retired,married,primary,no,Low,yes,no,unknown,may,7,unknown,no
<=87&>49,retired,married,primary,no,Low,no,no,cellular,mar,1,success,no
<=87&>49,technician,married,secondary,no,Low,no,no,telephone,nov,1,failure,no
<=87&>49,retired,divorced,secondary,no,Low,no,no,cellular,jul,1,unknown,no
<=87&>49,management,single,tertiary,no,Low,yes,no,telephone,may,3,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,no,yes,cellular,aug,2,unknown,no
<=87&>49,entrepreneur,married,unknown,no,Low,no,no,cellular,jul,2,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,yes,cellular,jul,4,unknown,no
<=87&>49,technician,divorced,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,management,married,secondary,no,Low,no,yes,telephone,jul,1,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,yes,no,cellular,may,1,unknown,no
<=87&>49,admin.,divorced,primary,no,Low,no,no,unknown,may,10,unknown,no
<=87&>49,technician,married,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,admin.,married,secondary,no,Low,yes,no,cellular,nov,2,unknown,no
<=87&>49,unknown,married,primary,no,Low,no,no,unknown,sep,1,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,yes,no,unknown,may,3,unknown,no
<=87&>49,management,divorced,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,housemaid,single,secondary,no,Low,no,no,cellular,oct,1,unknown,no
<=87&>49,admin.,single,tertiary,no,Low,yes,no,cellular,jan,1,unknown,no
<=87&>49,management,married,secondary,yes,Low,no,no,cellular,nov,5,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,jul,1,unknown,no
<=87&>49,housemaid,married,primary,no,Low,no,no,unknown,jun,1,unknown,no
<=87&>49,retired,married,primary,no,Low,yes,no,cellular,jul,2,unknown,no
<=87&>49,entrepreneur,divorced,tertiary,no,Low,yes,yes,cellular,apr,5,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,technician,married,secondary,no,Low,yes,yes,cellular,may,6,failure,no
<=87&>49,housemaid,divorced,primary,no,Low,yes,no,cellular,jul,4,unknown,no
<=87&>49,technician,single,secondary,no,Low,no,yes,cellular,jul,2,unknown,no
<=87&>49,admin.,divorced,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=87&>49,management,divorced,unknown,no,Low,yes,no,unknown,may,1,unknown,no
<=87&>49,technician,married,secondary,no,Low,yes,yes,cellular,feb,1,failure,no
<=87&>49,management,divorced,primary,no,Low,no,no,cellular,nov,1,unknown,no
<=87&>49,retired,divorced,primary,no,Low,no,no,cellular,jul,4,unknown,no
<=87&>49,management,married,secondary,no,Low,no,no,cellular,aug,11,unknown,no
<=87&>49,management,married,tertiary,no,Low,no,no,unknown,jun,6,unknown,no
<=87&>49,management,married,tertiary,no,Low,no,no,cellular,jul,4,unknown,no
<=87&>49,admin.,divorced,secondary,no,Low,no,yes,cellular,nov,1,unknown,no
<=87&>49,housemaid,married,primary,no,Low,no,no,cellular,aug,3,unknown,no
<=87&>49,services,married,primary,no,Low,no,yes,cellular,jul,5,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,no,no,cellular,aug,5,unknown,no
<=87&>49,entrepreneur,divorced,primary,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,management,divorced,tertiary,no,Low,no,no,cellular,jun,1,unknown,yes
<=87&>49,self-employed,married,primary,no,Low,yes,no,telephone,jul,2,unknown,no
<=87&>49,admin.,married,secondary,no,Low,no,no,cellular,aug,4,unknown,no
<=87&>49,blue-collar,married,unknown,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,services,married,secondary,no,Low,yes,yes,unknown,may,1,unknown,no
<=87&>49,technician,married,tertiary,no,Low,no,no,cellular,oct,2,success,no
<=87&>49,self-employed,married,tertiary,no,Low,no,no,cellular,jun,5,failure,no
<=87&>49,technician,divorced,secondary,no,Low,no,no,cellular,jul,1,unknown,no
<=87&>49,admin.,divorced,secondary,no,Low,yes,no,cellular,may,1,failure,no
<=87&>49,blue-collar,married,secondary,no,Low,yes,no,cellular,may,1,failure,no
<=87&>49,services,divorced,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,services,married,secondary,no,Low,yes,no,cellular,aug,2,unknown,no
<=87&>49,technician,divorced,secondary,no,Low,yes,yes,cellular,aug,3,unknown,no
<=87&>49,retired,divorced,unknown,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,no,no,cellular,aug,5,unknown,no
<=87&>49,services,married,secondary,no,Low,no,no,cellular,jul,2,unknown,no
<=87&>49,services,married,secondary,no,Low,yes,no,cellular,apr,2,failure,no
<=87&>49,management,married,tertiary,no,Low,no,yes,cellular,jun,1,unknown,no
<=87&>49,management,married,tertiary,no,Low,no,no,cellular,jul,5,unknown,no
<=87&>49,technician,divorced,primary,no,Low,yes,no,cellular,may,2,failure,no
<=87&>49,blue-collar,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,retired,married,tertiary,no,Low,no,yes,cellular,jul,1,unknown,no
<=87&>49,unknown,married,unknown,no,Low,no,no,telephone,jan,1,unknown,no
<=87&>49,blue-collar,divorced,secondary,no,Low,yes,no,telephone,nov,1,other,no
<=87&>49,admin.,married,secondary,no,Low,yes,no,telephone,nov,2,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,no,no,telephone,jul,4,unknown,no
<=87&>49,management,married,primary,no,Low,no,yes,unknown,jun,3,unknown,no
<=87&>49,services,married,unknown,no,Low,no,yes,cellular,nov,1,success,no
<=87&>49,entrepreneur,married,secondary,no,Low,no,no,cellular,jul,13,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,yes,no,telephone,may,1,unknown,no
<=87&>49,unemployed,divorced,secondary,no,Low,yes,no,cellular,feb,1,unknown,no
<=87&>49,retired,married,primary,no,Low,no,no,cellular,jul,3,unknown,no
<=87&>49,self-employed,married,secondary,no,Low,yes,no,telephone,may,5,other,no
<=87&>49,technician,married,secondary,no,Low,no,no,unknown,jun,3,unknown,no
<=87&>49,technician,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,services,married,secondary,no,Low,yes,no,unknown,may,12,unknown,no
<=87&>49,unknown,married,unknown,no,Low,no,no,cellular,jan,1,unknown,no
<=87&>49,retired,divorced,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,technician,married,primary,no,Low,no,no,unknown,jun,8,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,aug,4,unknown,no
<=87&>49,management,married,secondary,no,Low,yes,no,cellular,nov,1,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,aug,4,unknown,no
<=87&>49,housemaid,married,secondary,no,Low,no,no,unknown,jun,1,unknown,no
<=87&>49,retired,married,primary,no,Low,no,no,cellular,jul,1,unknown,no
<=87&>49,self-employed,married,secondary,yes,Low,no,yes,cellular,jul,1,unknown,no
<=87&>49,services,married,secondary,no,Low,no,no,cellular,aug,11,unknown,no
<=87&>49,services,married,primary,no,Low,yes,no,cellular,may,1,unknown,no
<=87&>49,technician,married,secondary,no,Low,no,no,cellular,aug,4,unknown,no
<=87&>49,services,married,secondary,no,Low,no,yes,cellular,aug,12,unknown,no
<=87&>49,entrepreneur,married,tertiary,no,Low,no,no,unknown,jun,3,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,oct,1,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,no,no,telephone,apr,1,failure,no
<=87&>49,retired,married,tertiary,no,Low,no,no,telephone,nov,1,unknown,no
<=87&>49,blue-collar,married,unknown,no,Low,no,no,unknown,jun,1,unknown,no
<=87&>49,blue-collar,married,unknown,no,Low,yes,no,telephone,jan,4,other,no
<=87&>49,blue-collar,married,primary,no,Low,yes,no,cellular,may,2,failure,no
<=87&>49,management,divorced,tertiary,no,Low,yes,no,cellular,jul,8,unknown,no
<=87&>49,technician,divorced,tertiary,no,Low,no,no,cellular,aug,7,unknown,no
<=87&>49,retired,married,primary,no,Low,no,no,cellular,oct,1,unknown,no
<=87&>49,unemployed,married,primary,no,Low,no,yes,cellular,jul,3,unknown,no
<=87&>49,management,married,tertiary,no,Low,no,yes,telephone,jul,3,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,yes,no,cellular,may,2,failure,no
<=87&>49,admin.,married,secondary,no,Low,no,yes,cellular,jul,7,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,yes,unknown,jun,2,unknown,no
<=87&>49,technician,married,secondary,no,Low,no,yes,cellular,jul,6,unknown,no
<=87&>49,management,divorced,tertiary,no,Low,yes,no,cellular,jul,1,unknown,no
<=87&>49,technician,married,secondary,no,Low,no,yes,cellular,aug,2,unknown,no
<=87&>49,services,married,secondary,no,Low,no,no,cellular,jul,3,unknown,no
<=87&>49,technician,married,secondary,no,Low,no,no,cellular,aug,4,unknown,no
<=87&>49,retired,married,secondary,yes,Low,yes,no,cellular,may,3,unknown,no
<=87&>49,technician,married,tertiary,no,Low,no,no,cellular,aug,3,unknown,no
<=87&>49,retired,married,secondary,no,Low,yes,yes,cellular,nov,1,unknown,no
<=87&>49,housemaid,married,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,no,no,cellular,nov,2,unknown,no
<=87&>49,technician,married,primary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,management,divorced,tertiary,no,Low,no,no,unknown,may,3,unknown,no
<=87&>49,services,married,secondary,no,Low,no,no,cellular,aug,17,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,jul,4,unknown,no
<=87&>49,housemaid,single,tertiary,no,Low,yes,yes,cellular,jul,2,unknown,no
<=87&>49,management,married,tertiary,no,Low,yes,no,cellular,feb,1,unknown,no
<=87&>49,admin.,married,secondary,no,Low,no,no,cellular,sep,2,success,no
<=87&>49,retired,married,secondary,no,Low,yes,no,unknown,may,3,unknown,no
<=87&>49,services,divorced,secondary,no,Low,no,yes,cellular,jul,2,unknown,no
<=87&>49,management,married,secondary,no,Low,no,no,cellular,aug,1,unknown,no
<=87&>49,management,married,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,housemaid,divorced,tertiary,no,Low,yes,no,cellular,aug,3,unknown,no
<=87&>49,admin.,married,secondary,no,Low,yes,no,cellular,apr,1,failure,no
<=87&>49,blue-collar,married,primary,no,Low,yes,no,cellular,jul,1,unknown,no
<=87&>49,management,married,secondary,no,Low,yes,no,cellular,jul,2,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,yes,no,telephone,jul,8,unknown,no
<=87&>49,management,divorced,tertiary,no,Low,no,yes,cellular,jul,1,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,apr,2,unknown,no
<=87&>49,housemaid,married,primary,no,Low,no,yes,unknown,jun,3,unknown,no
<=87&>49,technician,married,secondary,no,Low,no,no,cellular,aug,20,unknown,no
<=87&>49,management,married,tertiary,no,Low,no,no,cellular,oct,3,unknown,no
<=87&>49,unemployed,divorced,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,entrepreneur,divorced,primary,no,Low,no,no,cellular,jan,2,failure,no
<=87&>49,admin.,divorced,primary,no,Low,no,yes,cellular,jul,1,unknown,no
<=87&>49,services,married,secondary,no,Low,yes,no,cellular,may,3,unknown,no
<=87&>49,management,married,unknown,no,Low,no,no,cellular,sep,1,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,aug,1,unknown,no
<=87&>49,retired,married,primary,no,Low,no,no,cellular,aug,1,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,nov,2,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,yes,no,cellular,aug,2,unknown,no
<=87&>49,services,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=87&>49,admin.,married,secondary,no,Low,yes,no,cellular,may,2,failure,no
<=87&>49,retired,married,primary,no,Low,no,no,telephone,jul,3,unknown,no
<=87&>49,admin.,single,primary,no,Low,no,no,unknown,may,11,unknown,no
<=87&>49,housemaid,married,secondary,no,Low,yes,no,telephone,jul,1,unknown,no
<=87&>49,technician,married,tertiary,no,Low,no,no,cellular,aug,4,unknown,no
<=87&>49,housemaid,married,tertiary,no,Low,no,yes,cellular,jul,2,unknown,no
<=87&>49,self-employed,married,secondary,no,Low,no,yes,unknown,jun,1,unknown,no
<=87&>49,unemployed,married,primary,no,Low,no,no,unknown,jun,1,unknown,no
<=87&>49,admin.,married,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,services,married,tertiary,no,Low,no,no,telephone,jul,3,unknown,no
<=87&>49,retired,married,tertiary,no,Low,yes,no,cellular,feb,2,unknown,no
<=87&>49,services,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=87&>49,management,divorced,secondary,no,Low,no,yes,cellular,aug,3,unknown,no
<=87&>49,retired,married,primary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,entrepreneur,divorced,secondary,yes,Low,yes,no,cellular,may,1,other,no
<=87&>49,blue-collar,married,primary,no,Low,no,no,unknown,jun,3,unknown,no
<=87&>49,housemaid,married,primary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,retired,married,primary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,services,divorced,secondary,no,Low,yes,no,cellular,nov,1,unknown,no
<=87&>49,unemployed,divorced,primary,no,Low,no,no,cellular,jul,4,unknown,no
<=87&>49,services,married,secondary,no,Low,no,no,telephone,jul,2,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,aug,5,unknown,no
<=87&>49,housemaid,married,primary,no,Low,no,no,unknown,jun,2,unknown,no
<=87&>49,technician,married,secondary,no,Low,yes,no,unknown,jun,4,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,yes,no,telephone,apr,1,unknown,no
<=87&>49,self-employed,married,secondary,no,Low,no,yes,unknown,jun,3,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,no,no,cellular,aug,18,unknown,no
<=87&>49,technician,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=87&>49,entrepreneur,married,unknown,no,Low,no,no,cellular,nov,1,unknown,no
<=87&>49,housemaid,married,primary,no,Low,no,yes,cellular,jul,1,unknown,no
<=87&>49,admin.,married,secondary,no,Low,no,no,cellular,apr,2,failure,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,technician,divorced,secondary,no,Low,no,no,cellular,jul,5,unknown,no
<=87&>49,self-employed,single,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,no,yes,cellular,aug,4,unknown,no
<=87&>49,entrepreneur,married,tertiary,no,Low,no,yes,cellular,jan,1,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,yes,unknown,jul,1,unknown,no
<=87&>49,management,married,tertiary,no,Low,no,no,cellular,aug,10,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,management,married,tertiary,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,no,no,unknown,jun,3,unknown,no
<=87&>49,blue-collar,married,primary,yes,Low,no,yes,telephone,jul,4,unknown,no
<=87&>49,unemployed,married,secondary,no,Low,no,no,unknown,jun,1,unknown,no
<=87&>49,housemaid,married,secondary,no,Low,no,no,cellular,aug,5,unknown,no
<=87&>49,management,married,tertiary,no,Low,no,no,cellular,aug,9,unknown,no
<=87&>49,retired,divorced,primary,no,Low,no,no,cellular,aug,1,unknown,no
<=87&>49,housemaid,married,primary,no,Low,no,yes,telephone,jul,1,unknown,no
<=87&>49,services,married,secondary,no,Low,no,yes,cellular,aug,8,unknown,no
<=87&>49,admin.,divorced,secondary,no,Low,yes,yes,cellular,apr,2,unknown,no
<=87&>49,housemaid,married,primary,no,Low,yes,no,telephone,jul,6,unknown,no
<=87&>49,management,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=87&>49,blue-collar,divorced,secondary,no,Low,no,no,unknown,jun,2,unknown,no
<=87&>49,entrepreneur,married,primary,no,Low,no,no,telephone,nov,2,failure,no
<=87&>49,blue-collar,married,unknown,no,Low,yes,no,unknown,may,1,unknown,no
<=87&>49,admin.,married,secondary,no,Low,no,no,telephone,nov,2,unknown,no
<=87&>49,management,divorced,primary,no,Low,yes,no,cellular,jul,1,unknown,no
<=87&>49,technician,married,tertiary,no,Low,yes,no,unknown,jun,1,unknown,no
<=87&>49,services,divorced,secondary,no,Low,yes,no,cellular,may,1,other,no
<=87&>49,management,married,tertiary,no,Low,no,no,cellular,aug,4,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,no,yes,cellular,apr,5,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,yes,no,unknown,may,6,unknown,no
<=87&>49,management,married,tertiary,no,Low,yes,no,cellular,may,7,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,yes,no,unknown,may,3,unknown,no
<=87&>49,unknown,married,primary,no,Low,no,no,cellular,jul,6,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,entrepreneur,married,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,management,married,secondary,no,Low,no,no,cellular,may,1,other,no
<=87&>49,management,married,tertiary,no,Low,no,no,unknown,may,1,unknown,no
<=87&>49,retired,divorced,secondary,no,Low,no,no,cellular,jul,1,unknown,no
<=87&>49,admin.,divorced,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=87&>49,admin.,married,secondary,no,Low,no,no,cellular,jan,2,other,no
<=87&>49,management,married,primary,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,management,single,tertiary,no,Low,no,yes,cellular,jul,3,unknown,no
<=87&>49,management,married,tertiary,no,Low,no,yes,cellular,jul,1,unknown,no
<=87&>49,housemaid,married,unknown,no,Low,no,no,telephone,jul,3,unknown,no
<=87&>49,technician,married,secondary,no,Low,no,no,telephone,aug,2,success,no
<=87&>49,technician,married,secondary,no,Low,yes,no,cellular,jul,3,unknown,no
<=87&>49,management,married,tertiary,no,Low,yes,no,cellular,nov,5,other,no
<=87&>49,blue-collar,married,unknown,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,jul,7,unknown,no
<=87&>49,management,married,tertiary,no,Low,yes,no,cellular,jan,3,other,no
<=87&>49,self-employed,married,primary,no,Low,yes,yes,unknown,jun,2,unknown,no
<=87&>49,technician,married,secondary,no,Low,no,no,cellular,jul,2,unknown,no
<=87&>49,management,married,tertiary,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,management,divorced,tertiary,no,Low,no,no,cellular,may,2,other,no
<=87&>49,retired,divorced,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,self-employed,married,tertiary,no,Low,yes,no,cellular,apr,1,failure,no
<=87&>49,retired,married,secondary,no,Low,yes,no,unknown,may,3,unknown,no
<=87&>49,technician,married,secondary,no,Low,no,no,telephone,aug,2,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,yes,yes,cellular,may,2,unknown,no
<=87&>49,technician,married,secondary,no,Low,no,no,cellular,aug,9,unknown,no
<=87&>49,retired,married,secondary,no,Low,no,no,cellular,nov,1,failure,no
<=87&>49,services,married,primary,no,Low,no,no,unknown,jun,1,unknown,no
<=87&>49,housemaid,married,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=87&>49,blue-collar,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,admin.,married,secondary,no,Low,yes,yes,cellular,oct,1,unknown,no
<=87&>49,blue-collar,single,unknown,no,Low,no,no,unknown,may,7,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,yes,no,telephone,feb,4,failure,no
<=87&>49,entrepreneur,married,tertiary,no,Low,yes,no,cellular,may,4,unknown,no
<=87&>49,unknown,married,secondary,no,Low,no,no,telephone,mar,5,unknown,no
<=87&>49,admin.,married,secondary,no,Low,no,no,cellular,aug,1,failure,no
<=87&>49,admin.,married,secondary,no,Low,yes,no,unknown,may,3,unknown,no
<=87&>49,blue-collar,married,primary,no,Low,yes,no,unknown,may,1,unknown,no
<=87&>49,housemaid,married,unknown,no,Low,no,no,cellular,apr,5,other,no
<=87&>49,blue-collar,married,primary,no,Low,yes,no,unknown,may,2,unknown,no
<=87&>49,management,married,tertiary,no,Low,yes,no,cellular,aug,6,unknown,no
<=87&>49,technician,single,secondary,no,Low,yes,no,cellular,nov,1,failure,no
