"Y"_City,_Arkansas 34.735104 -94.073257
Roscoe,_Texas 32.445952 -100.5387183
Roscommon,_Michigan 44.4983504 -84.5919682
Rose_Lake,_Idaho 47.5388031 -116.47184
Rose_Point,_Pennsylvania 40.97 -80.18667
Roseau,_Minnesota 48.8460926 -95.762766
Roseburg,_Oregon 43.216505 -123.3417381
Rosedale,_Maryland 39.3201074 -76.5155191
Rosedale,_Mississippi 33.8534421 -91.0278863
Roseland,_Indiana 41.7161591 -86.2525069
Rosenberg,_Texas 29.5571825 -95.8085623
Rosendale,_Wisconsin 43.8077629 -88.674832
Roseville,_Michigan 42.4972583 -82.9371409
Rossland,_British_Columbia 49.0781415 -117.8000037
Rosslyn,_Virginia 38.8967784 -77.0724776
Rosston,_Arkansas 33.5926167 -93.276558
Rosston,_Oklahoma 36.8133648 -99.9340199
Roswell,_New_Mexico 33.3942655 -104.5230242
Rothschild,_Wisconsin 44.8871907 -89.6201218
Rotterdam,_New_York 42.7870209 -73.9709583
Rotterdam_Junction,_New_York 42.8756327 -74.0505752
Roundup,_Montana 46.445242 -108.5417999
Roxboro,_North_Carolina 36.3937519 -78.982788
Roxie,_Mississippi 31.5046128 -91.0689929
Roy,_New_Mexico 35.9439243 -104.1960888
Royalton,_Indiana 39.9218789 -86.335892
Royerton,_Indiana 40.2636537 -85.3655265
Ruckersville,_Virginia 38.2331915 -78.3688833
Rudyard,_Michigan 46.2300054 -84.5921363
Rugby,_North_Dakota 48.3688876 -99.9962463
Ruleville,_Mississippi 33.7259478 -90.5514806
Rumford,_Maine 44.5536606 -70.5508829
Rush_Center,_Kansas 38.4652912 -99.3101052
Rushville,_Illinois 40.1211577 -90.5631829
Rushville,_Indiana 39.6092137 -85.4463594
Rushville,_Nebraska 42.7166186 -102.4637339
Rusk,_Texas 31.7960064 -95.1502214
Russell,_Kansas 38.8952893 -98.8598061
Russell_Springs,_Kentucky 37.0561788 -85.0885667
Russellville,_Alabama 34.5078726 -87.7286431
Russellville,_Arkansas 35.2784173 -93.1337856
Russellville,_Kentucky 36.8453199 -86.887219
Ruston,_Louisiana 32.5232053 -92.637927
Rutland,_Vermont 43.6106237 -72.9726065
Rutter,_Ontario 46.1 -80.666667
S._Portsmouth,_Kentucky 38.7245208 -83.0132301
Sabula,_Iowa 42.0711347 -90.1740169
Sacramento,_California 38.5815719 -121.4943996
Safford,_Alabama 32.2874883 -87.3712863
Safford,_Arizona 32.8339546 -109.70758
Sagamore,_Massachusetts 41.7804907 -70.535438
Sage,_Wyoming 41.5134696 -109.4598689
Saginaw,_Michigan 43.4194699 -83.9508068
Sagniaw,_Missouri 37.0239509 -94.4682787
Sagola,_Michigan 46.0884475 -88.0764751
Saguache,_Colorado 38.0875 -106.1419671
Saint_Jo,_Texas 33.6948279 -97.5225245
Salem,_Arkansas 36.3711763 -91.8226479
Salem,_Illinois 38.6269929 -88.9456158
Salem,_Indiana 38.6056131 -86.101089
Salem,_Missouri 37.6455993 -91.5359808
Salem,_Ohio 40.9008923 -80.8567501
Salem,_Oregon 44.9428975 -123.0350963
Salem,_South_Dakota 43.7241455 -97.388953
Salida,_Colorado 38.5347193 -105.9989022
Salina,_Kansas 38.8402805 -97.6114237
Salina,_Oklahoma 36.2928692 -95.1532966
Salina,_Utah 38.9577407 -111.859925
Salinas,_California 36.6777372 -121.6555013
Salisbury,_Maryland 38.3606736 -75.5993692
Salisbury,_Missouri 39.4239174 -92.8015773
Salisbury,_North_Carolina 35.6709727 -80.4742261
Sallisaw,_Oklahoma 35.4603711 -94.7874463
Salmo,_British_Columbia 49.194892 -117.2792769
Salmon,_Idaho 45.1757547 -113.8959008
Salmon_Arm,_British_Columbia 50.7001034 -119.2838443
Salmon_Creek,_New_Brunswick 45.816667 -65.833333
Salmon_Creek,_Washington 45.7106718 -122.6489869
Salt_Lake_City,_Utah 40.7607793 -111.8910474
Salt_Lake_City_Airport,_Utah 40.7899404 -111.9790706
Salt_Springs,_Florida 29.3510842 -81.7350812
Saluda,_South_Carolina 34.0015232 -81.7720522
Salvisa,_Kentucky 37.9173878 -84.8583355
Salyersville,_Kentucky 37.7525922 -83.0687816
San_Angelo,_Texas 31.4637723 -100.4370375
San_Antonio,_Texas 29.4241219 -98.4936282
San_Augustine,_Texas 31.5299029 -94.1060282
San_Bernardino,_California 34.1083449 -117.2897652
San_Bruno,_California 37.6304904 -122.4110835
San_Diego,_California 32.715738 -117.1610838
San_Diego,_Texas 27.7639145 -98.2388953
San_Felipe,_California 37.211514 -121.6397184
San_Fernando,_California 34.2819461 -118.4389719
San_Francisco,_California 37.7749295 -122.4194155
San_Jose,_California 37.3382082 -121.8863286
San_Juan_Bautista,_California 36.8455108 -121.5379974
San_Leandro,_California 37.7249296 -122.1560768
San_Lucas,_California 36.1288547 -121.0204672
San_Luis_Obispo,_California 35.2827524 -120.6596156
San_Luis_Rio_Colorado,_Sonora 32.4518877 -114.771711
San_Marcos,_Texas 29.8832749 -97.9413941
San_Mateo,_California 37.5629917 -122.3255254
San_Quentin,_California 37.9413246 -122.484704
San_Saba,_Texas 31.1957234 -98.718098
Sanborn,_Iowa 43.1816421 -95.6555674
Sanborn,_Minnesota 44.2115909 -95.1287817
Sanborn,_North_Dakota 46.9422066 -98.2242589
Sanders,_Arizona 35.2091429 -109.328794
Sanderson,_Texas 30.1424083 -102.3940324
Sandhill,_Mississippi 32.4876409 -89.8803575
Sandoval,_Illinois 38.6156043 -89.1142343
Sandpoint,_Idaho 48.276577 -116.553465
Sandstone,_West_Virginia 37.7709515 -80.8914786
Sandusky,_Michigan 43.4202989 -82.8296572
Sandusky,_Ohio 41.4489396 -82.7079605
Sandy_Hook,_Connecticut 41.4218208 -73.2833176
Sandy_Springs,_Georgia 33.9304352 -84.3733147
Sandy_Stream_Mountain,_Maine 45.7414342 -70.3231262
Sanford,_Kansas 35.4118689 -79.095619
Sanford,_North_Carolina 35.4798757 -79.1802994
Sangerfield,_New_York 42.9139589 -75.3790591
Sangerville,_Maine 45.1645956 -69.357317
Santa_Ana,_California 33.7455731 -117.8678338
Santa_Anna,_Texas 31.7420932 -99.3217254
Santa_Barbara,_California 34.4208305 -119.6981901
Santa_Cruz,_California 36.9741171 -122.0307963
Santa_Fe,_New_Mexico 35.6869752 -105.937799
Santa_Fe_Springs,_California 33.9472359 -118.0853451
Santa_Margarita,_California 35.3899526 -120.6092971
Santa_Maria,_California 34.9530337 -120.4357191
Santa_Monica,_California 34.0194543 -118.4911912
Santa_Nella,_California 38.497135 -122.9666644
Santa_Rosa,_California 38.440429 -122.7140548
Santa_Rosa,_New_Mexico 34.93867 -104.6824892
Santa_Rosa_Beach,_Florida 30.3960324 -86.2288322
Santa_Ysabel,_California 33.1091684 -116.673794
Santaquin,_Utah 39.9755101 -111.7852106
Santee,_South_Carolina 33.4751634 -80.4864764
Santuit,_Massachusetts 41.6376093 -70.4505818
Sappington,_Missouri 38.5369976 -90.3798401
Saranac_Lake,_New_York 44.329496 -74.1312662
Saskatchewan_River_Crossing,_Alberta 51.972959 -116.743725
Saskatoon,_Saskatchewan 52.1332144 -106.6700458
Satsuma,_Alabama 30.853241 -88.0561106
Satsuma,_Texas 29.9032802 -95.6032773
Sauk_Centre,_Minnesota 45.737465 -94.9525216
Sauk_City,_Wisconsin 43.2708225 -89.722067
Sauk_Rapids,_Minnesota 45.5919097 -94.1661011
Saukville,_Wisconsin 43.3816691 -87.9406453
Sault_Ste._Marie,_Michigan 46.4952996 -84.3453169
Sault_Ste._Marie,_Ontario 46.4952996 -84.3453169
Savage,_Mississippi 34.6298252 -90.2231501
Savage_Branch,_Kentucky 38.0594816 -82.553513
Savanna,_Oklahoma 34.8289851 -95.8438807
Savannah,_Georgia 32.0835407 -81.0998342
Savannah,_Tennessee 35.2248034 -88.2492037
Saylorville,_Iowa 41.6785996 -93.6296629
Sayre,_Oklahoma 35.291162 -99.6400969
Sayre,_Pennsylvania 41.9789631 -76.515499
Scarboro,_Illinois 41.7814185 -89.0342586
Schaumburg,_Illinois 42.0333607 -88.0834059
Schenectady,_New_York 42.8142432 -73.9395687
Schererville,_Indiana 41.4789246 -87.4547605
Schodack_Center,_New_York 42.55444 -73.67694
Schulenburg,_Texas 29.6819003 -96.9030365
Scipio,_Utah 39.24496 -112.1041015
Scootney_Reservoir,_Washington 46.7028186 -119.0272794
Scotland,_Pennsylvania 39.9685331 -77.5872832
Scott_City,_Kansas 38.4825192 -100.9070949
Scottdale,_Michigan 42.0419869 -86.435298
Scottsbluff,_Nebraska 41.8666341 -103.6671662
Scottsboro,_Alabama 34.6723069 -86.0341463
Scottsburg,_Indiana 38.685614 -85.7702451
Scottsville,_Kentucky 36.7533781 -86.1905424
Scottville,_Michigan 43.9547284 -86.2800787
Scranton,_Pennsylvania 41.408969 -75.6624122
Scribner,_Nebraska 41.6666663 -96.6658622
Sealy,_Texas 29.7807878 -96.1571833
Sears,_Michigan 43.8982225 -85.1851661
Searsburg,_Vermont 42.8903582 -72.9523228
Seattle,_Washington 47.6062095 -122.3320708
Seaview,_Washington 46.3345443 -124.0546003
Sebring,_Florida 27.495592 -81.440907
Sedalia,_Missouri 38.7044609 -93.2282613
Sedan,_Indiana 41.4364389 -85.0994139
Sedan,_Kansas 37.1267196 -96.1869361
Sedona,_Arizona 34.8697395 -111.7609896
Seguin,_Texas 29.5688411 -97.9647269
Seiling,_Oklahoma 36.1480957 -98.9242615
Selby,_South_Dakota 45.5063788 -100.0320657
Selinsgrove,_Pennsylvania 40.7989735 -76.8621935
Selkirk,_New_York 42.5319998 -73.7985008
Selkirk_Beach,_New_York 43.556818 -76.20333
Selma,_Alabama 32.4073589 -87.0211007
Selma,_North_Carolina 35.5365485 -78.2844435
Selmer,_Tennessee 35.1700834 -88.5922704
Seminole,_Oklahoma 35.2245201 -96.670573
Seminole,_Texas 32.7189926 -102.6449101
Senatobia,_Mississippi 34.6176032 -89.9687011
Seneca,_South_Dakota 45.0616446 -99.5120591
Seney,_Michigan 46.3454921 -85.9465471
Sequit_Point,_California 34.0433412 -118.9370403
Seven_Hills,_Ohio 41.3953304 -81.6762392
Seven_Pines,_Virginia 44.5509526 -70.5283727
Severy,_Kansas 37.6222547 -96.2280527
Sevier,_Utah 38.5863615 -112.2582612
Sevierville,_Tennessee 35.8681455 -83.561835
Seward,_Ohio 41.6997734 -84.0363342
Seymour,_Indiana 38.9592201 -85.8902547
Seymour,_Texas 33.5942608 -99.2603531
Shabaqua,_Ontario 48.575721 -89.905982
Shadeville,_Ohio 39.8322857 -83.0032388
Shady_Grove,_Tennessee 36.4639376 -87.184727
Shakopee,_Minnesota 44.7973962 -93.5272861
Shamrock,_Texas 35.2142167 -100.2490075
Shannon,_Mississippi 34.1162203 -88.7117181
Sharon_Springs,_Kansas 38.8977867 -101.7521158
Sharptown,_Maryland 38.5426154 -75.719376
Shattuck,_Oklahoma 36.2758728 -99.8812321
Shawano,_Wisconsin 44.7822064 -88.6089917
Shawnee,_Oklahoma 35.3272928 -96.9253004
Shearerville,_Arkansas 35.138536 -90.230726
Sheboygan,_Wisconsin 43.7508284 -87.71453
Shediac,_New_Brunswick 46.2201972 -64.5346866
Sheffield,_Texas 30.6904452 -101.8226258
Shelbiana,_Kentucky 37.4253803 -82.4929293
Shelby,_Montana 48.5066603 -111.8561447
Shelby,_Nebraska 41.1920272 -97.4259737
Shelbyville,_Indiana 39.5214373 -85.7769238
Shelbyville,_Tennessee 35.483406 -86.4602717
Shelden,_Kansas 37.8065355 -96.8649189
Sheldon,_Illinois 40.7692032 -87.5639173
Sheldon,_Iowa 43.1812107 -95.8569539
Sheldon_Junction,_Vermont 44.9017119 -72.9476338
Shelton,_Washington 47.2150945 -123.1007066
Shenandoah,_Iowa 40.7667389 -95.3761506
Sherard,_Mississippi 34.2156624 -90.7062136
Sherburn,_Minnesota 43.6546148 -94.7268677
Sherburne_Center,_Vermont 43.6592346 -72.7739909
Sheridan,_Arkansas 34.3070406 -92.4012654
Sheridan,_Michigan 43.2122541 -85.0736264
Sheridan,_Wyoming 44.7971939 -106.9561791
Sheridan_Lake,_Colorado 38.466681 -102.2921309
Sherman,_Maine 45.8711632 -68.4178063
Sherman,_Mississippi 34.3592707 -88.8411688
Sherman,_Texas 33.6356618 -96.6088805
Sherman_Mills,_Maine 45.8731082 -68.3847498
Sherman_Oaks,_California 34.1489719 -118.451357
Shiprock,_New_Mexico 36.7855543 -108.6870322
Shiremanstown,_Pennsylvania 40.2234232 -76.9535862
Shoals,_Indiana 38.6664401 -86.7911096
Shoicton,_Wisconsin 44.4447056 -88.5789903
Shooks,_Minnesota 47.8741235 -94.4382911
Shorewood,_Illinois 41.5200305 -88.2017293
Shorewood,_Wisconsin 43.0891787 -87.8875848
Short_Hills,_New_Jersey 40.7483499 -74.3232194
Shoshone,_Idaho 42.9360165 -114.4058752
Shoshoni,_Wyoming 43.2357915 -108.1103719
Show_Low,_Arizona 34.2542084 -110.0298327
Shreveport,_Louisiana 32.5251516 -93.7501789
Shrub_Oak,_New_York 41.3287724 -73.8256553
Sibley,_Iowa 43.3999861 -95.7516395
Sicamous,_British_Columbia 50.8377865 -118.9766959
Sidney,_British_Columbia 48.6502411 -123.399005
Sidney,_Iowa 40.7483337 -95.6474959
Sidney,_Montana 47.7166836 -104.1563253
Sidney,_Nebraska 41.1448219 -102.9774497
Sierra_Vista,_Arizona 31.5455001 -110.2772856
Signal_Mountain,_Tennessee 35.1225727 -85.3438488
Sigourney,_Iowa 41.3333445 -92.2046255
Sigurd,_Utah 38.840521 -111.9677038
Sikeston,_Missouri 36.876719 -89.5878579
Siler_City,_North_Carolina 35.7234734 -79.4622431
Siloam_Springs,_Arkansas 36.1881365 -94.5404962
Silva,_Missouri 37.1761626 -90.4637257
Silver_City,_New_Mexico 32.770075 -108.280326
Silver_Creek,_Nebraska 41.3165424 -97.664967
Silver_Lake,_Michigan 43.6727101 -86.5147648
Silver_Spring,_Maryland 38.9906657 -77.026088
Silver_Springs,_Florida 29.2180314 -82.0561425
Silverthorne,_Colorado 39.6296191 -106.0712941
Simpsonville,_Maryland 39.1862087 -76.8844703
Sims,_North_Carolina 35.7609903 -78.0588786
Sinton,_Texas 28.0366818 -97.5091611
Sioux_City,_Iowa 42.4999942 -96.4003069
Sioux_Falls,_South_Dakota 43.5445959 -96.7311034
Sioux_Lookout,_Ontario 50.0978321 -91.922038
Sioux_Rapids,_Iowa 42.8933093 -95.1511051
Siren,_Wisconsin 45.7857818 -92.3810284
Sisseton,_South_Dakota 45.6646815 -97.0498046
Sisters,_Oregon 44.2909491 -121.5492118
Sistonens_Cors,_Ontario 34.0633443 -117.6508876
Sitka,_Kansas 37.1750265 -99.6515129
Six_Lakes,_Michigan 43.4267153 -85.1489282
Skagway,_Alaska 59.4583333 -135.3138889
Skandia,_Michigan 46.3774407 -87.2415314
Skiatook,_Oklahoma 36.3684245 -96.0013847
Skowhegan,_Maine 44.7650366 -69.7193803
Slatersville,_Rhode_Island 42.0005695 -71.5801719
Sleepy_Eye,_Minnesota 44.2980556 -94.7263889
Slidell,_Louisiana 30.2751945 -89.7811745
Slinger,_Wisconsin 43.333613 -88.2862065
Slippery_Rock,_Pennsylvania 41.0639506 -80.0564468
Sloan,_Iowa 42.2337584 -96.2244905
Smethport,_Pennsylvania 41.8111748 -78.4447413
Smith_Center,_Kansas 39.7791786 -98.7850749
Smithfield,_Virginia 36.9823709 -76.6310662
Smithville,_Mississippi 34.0701074 -88.391154
Smithville,_Missouri 39.3869442 -94.5810659
Smyrna,_Delaware 39.2998339 -75.6046494
Smyrna,_Ohio 40.1717348 -81.2437194
Smyrna_Mills,_Maine 46.1294957 -68.164192
Snead,_Alabama 34.1195406 -86.3955398
Snow_Hill,_Maryland 38.1770634 -75.3926959
Snow_Hill,_North_Carolina 35.4515504 -77.6810859
Snowville,_Utah 41.9654754 -112.7097012
Snyder,_Oklahoma 34.6589592 -98.9517417
Snyder,_Texas 32.7178862 -100.9176184
Soap_Lake,_Washington 47.389307 -119.490591
Socorro,_New_Mexico 34.0583995 -106.8914159
Soda_Springs,_Idaho 42.6543652 -111.6046687
Solon,_Maine 44.949502 -69.858391
Somers,_Connecticut 41.9851929 -72.4460798
Somers,_Montana 48.0802312 -114.2215122
Somerset,_Kentucky 37.0920222 -84.6041084
Somerset,_Michigan 42.0483765 -84.3766152
Somerset,_Pennsylvania 40.008411 -79.0780831
Somerset,_Wisconsin 45.1244108 -92.6735365
Somersworth,_New_Hampshire 43.2617503 -70.8653372
Somerville,_New_Jersey 40.5742696 -74.60988
Sonora,_Texas 30.5668484 -100.6434273
South_Bay,_Florida 26.6639559 -80.7161701
South_Bend,_Indiana 41.6763545 -86.2519898
South_Boston,_Virginia 36.6987493 -78.9013987
South_Brewer,_Maine 44.7703493 -68.7800362
South_Canaan,_Connecticut 41.9617602 -73.3334512
South_China,_Maine 44.3949791 -69.5709229
South_Dennis,_Massachusetts 41.7020781 -70.1515342
South_English,_Iowa 41.452232 -92.090456
South_Fork,_Colorado 37.6700041 -106.6397638
South_Gut_St._Ann's,_Nova_Scotia 46.2078519 -60.6369767
South_Haven,_Kansas 37.0519704 -97.4053235
South_Haven,_Michigan 42.4030865 -86.2736407
South_Hill,_Virginia 36.726532 -78.1288857
South_Hutchinson,_Kansas 38.0280671 -97.9403303
South_Junction,_Manitoba 49.039978 -95.766722
South_Killingly,_Connecticut 41.7912099 -71.8331265
South_Lake_Tahoe,_California 38.939926 -119.9771868
South_Lynnfield,_Massachusetts 42.516762 -71.0014403
South_Paris,_Maine 44.223681 -70.5133929
South_Salt_Lake,_Utah 40.7188354 -111.8882691
South_Side,_Arkansas 35.69833 -91.62333
South_Sioux_City,_Nebraska 42.4648558 -96.4130601
South_Slocan,_British_Columbia 49.4576298 -117.5237637
South_St._Paul,_Minnesota 44.8759802 -93.0275802
South_Stoddard,_New_Hampshire 43.0786901 -72.1145281
South_Weare,_New_Hampshire 43.0948033 -71.7306313
South_Wilton,_Connecticut 41.1953739 -73.4378988
Southborough,_Massachusetts 42.3056501 -71.5245087
Southbridge,_Massachusetts 42.0751065 -72.0333905
Southbury,_Connecticut 41.4793072 -73.2133715
Southern_View,_Illinois 39.757273 -89.65371
Southfield,_Michigan 42.4733688 -83.2218731
Southgate,_Michigan 42.2139284 -83.1938147
Spalding,_Idaho 46.4468317 -116.8173746
Spanish_Fork,_Utah 40.114955 -111.654923
Spanish_Fort,_Alabama 30.671469 -87.9018829
Sparland,_Illinois 41.0286473 -89.4384235
Sparta,_Tennessee 35.9258985 -85.4641421
Sparta,_Wisconsin 43.9441328 -90.8129118
Spartanburg,_South_Carolina 34.9495672 -81.9320482
Spearfish,_South_Dakota 44.4908172 -103.8593698
Spearman,_Texas 36.1983665 -101.1923795
Speculator,_New_York 43.4972896 -74.3618105
Spencer,_Indiana 39.2867117 -86.7625058
Spencer,_Iowa 43.1450748 -95.144318
Spencer,_Massachusetts 42.2439682 -71.9922867
Spencer,_Nebraska 42.8738877 -98.7014753
Spencer,_Tennessee 35.7472893 -85.4666413
Spences_Bridge,_British_Columbia 50.414053 -121.359529
Sperryville,_Virginia 38.6570525 -78.2261389
Spiceland,_Indiana 39.838379 -85.4388608
Spirit_Lake,_Iowa 43.4226192 -95.1022313
Spokane,_Washington 47.6587802 -117.4260466
Spooner,_Wisconsin 45.8224475 -91.8893431
Spooner_Lake,_Wisconsin 45.8441465 -91.8348242
Sprague,_Washington 47.3001584 -117.9755065
Spring_Brook,_New_York 42.8181149 -78.6755836
Spring_Green,_Wisconsin 43.1752695 -90.0679016
Spring_Grove,_Virginia 37.1657049 -76.9732977
Spring_Hill,_Tennessee 35.751179 -86.9300023
Spring_Lake_Park,_Minnesota 45.1077433 -93.2380038
Spring_Valley,_Minnesota 43.686908 -92.3890587
Spring_Valley,_New_York 41.1131514 -74.0437521
Spring_Valley,_Wisconsin 44.8452432 -92.2387957
Springdale,_Arkansas 36.1867442 -94.1288141
Springdale,_Ohio 39.287002 -84.4852213
Springer,_New_Mexico 36.3611445 -104.5952668
Springerville,_Arizona 34.1333799 -109.2859196
Springfield,_Colorado 37.4083485 -102.6143616
Springfield,_Illinois 39.7817213 -89.6501481
Springfield,_Massachusetts 42.1014831 -72.589811
Springfield,_Missouri 37.2089572 -93.2922989
Springfield,_Ohio 39.9242266 -83.8088171
Springfield,_Pennsylvania 39.9306677 -75.3201878
Springfield,_Tennessee 36.5092118 -86.8849984
Springfield,_Virginia 38.7892801 -77.1872036
Springhill,_Nova_Scotia 45.6486482 -64.0599649
Springlake,_Texas 34.2317498 -102.3060203
Springville,_Indiana 38.9361599 -86.619442
Springville,_New_York 42.5083952 -78.6672482
Sprouses_Corner,_Virginia 37.5293139 -78.4919464
Spruce_Pine,_Alabama 34.3925138 -87.7282079
St-Leonard,_New_Brunswick 47.162759 -67.925605
St.-Pierre,_St._Pierre_and_Miquelon 46.7758459 -56.1806363
St._Albans,_Vermont 44.8107132 -73.0835582
St._Anthony,_Newfoundland 51.3704156 -55.5958649
St._Augustine,_Florida 29.9012437 -81.3124341
St._Barbe,_Newfoundland 51.220278 -56.750447
St._Bethlehem,_Tennessee 36.5719917 -87.3000068
St._Charles,_Missouri 38.7881062 -90.4974359
St._Clair,_Missouri 38.3475584 -90.9834027
St._Clairsville,_Ohio 40.0803199 -80.90176
St._Cloud,_Minnesota 45.5579451 -94.1632404
St._Croix,_Indiana 38.2238826 -86.5862621
St._Croix_Falls,_Wisconsin 45.4099615 -92.6396509
St._Davids,_Ontario 45.519482 -74.465838
St._Francis,_Kansas 39.7741861 -101.8009427
St._Francisville,_Louisiana 30.7880721 -91.3768479
St._George,_Utah 37.0965278 -113.5684164
St._Ignace,_Michigan 45.8755685 -84.7322959
St._James,_Minnesota 43.9820734 -94.6283192
St._James,_Missouri 37.9972645 -91.6143224
St._John's,_Newfoundland 47.5605413 -52.7128315
St._John,_Kansas 38.0022371 -98.7600887
St._John,_New_Brunswick 45.2733153 -66.0633081
St._John,_Wisconsin 44.1686252 -88.2035057
St._Johns,_Arizona 34.5058698 -109.3609327
St._Johns,_Michigan 43.001143 -84.5591521
St._Johnsbury,_Vermont 44.4192627 -72.0151183
St._Joseph,_Minnesota 45.5647724 -94.317966
St._Joseph,_Missouri 39.7674578 -94.846681
St._Louis,_Michigan 43.4083637 -84.6066704
St._Louis,_Missouri 38.6270025 -90.1994042
St._Louis_Park,_Minnesota 44.9597376 -93.3702186
St._Mary,_Montana 48.7438663 -113.4295461
St._Paul,_Minnesota 44.9537029 -93.0899578
St._Paul,_Nebraska 41.2147347 -98.4581247
St._Peter,_Minnesota 44.3258932 -93.955691
St._Peters,_Missouri 38.7874699 -90.6298922
St._Petersburg,_Florida 27.7518284 -82.6267345
St._Regis,_Montana 47.3023629 -115.0990702
St._Stephen,_New_Brunswick 45.1941651 -67.2755622
Stafford,_Texas 29.6160671 -95.5577221
Stafford_Springs,_Connecticut 41.9542632 -72.3023022
Stamford,_South_Dakota 43.893009 -101.088997
Stanberry,_Missouri 40.217771 -94.5382939
Standish,_California 40.3651768 -120.4221645
Standish,_Michigan 43.9830762 -83.9588803
Stanfield,_Oregon 45.7804098 -119.2172351
Stanford,_Kentucky 37.5311901 -84.6618876
Stanford,_Montana 47.1535215 -110.2185162
Stanhope,_New_Jersey 40.9028765 -74.7090517
Stanley,_Idaho 44.2155392 -114.9351998
Stanley,_North_Dakota 48.3172413 -102.3904515
Stanwood,_Iowa 41.8930715 -91.1507132
Stapleton,_Alabama 30.742689 -87.7933252
Stapleton,_Nebraska 41.4802753 -100.5129196
Starbuck,_Minnesota 45.614405 -95.5311514
Starke,_Florida 29.9441298 -82.1098275
Starkville,_Mississippi 33.4503998 -88.8183872
State_College,_Pennsylvania 40.7933949 -77.8600012
State_Line,_Mississippi 31.4362794 -88.4744659
State_Line,_New_York 42.0273486 -75.6142086
Statesboro,_Georgia 32.4487876 -81.7831674
Statesville,_North_Carolina 35.7826363 -80.8872959
Static,_Tennessee 36.6220111 -85.0849529
Staunton,_Virginia 38.149576 -79.0716958
Steamboat_Springs,_Colorado 40.4849769 -106.8317158
Steele,_North_Dakota 46.8547065 -99.9159381
Steelville,_Missouri 37.9680999 -91.354868
Stephens_City,_Virginia 39.0834398 -78.2180567
Stephenville,_Texas 32.2206958 -98.2022633
Steptoe,_Washington 47.0058714 -117.3559883
Steptoe_Valley,_Nevada 38.8513343 -114.8230665
Sterling,_Colorado 40.6255415 -103.207709
Sterling,_Illinois 41.788642 -89.6962194
Sterling,_North_Dakota 46.813878 -100.2915003
Sterling,_Pennsylvania 41.3411971 -75.3899048
Sterling,_Virginia 39.0066993 -77.4291298
Sterling_City,_Texas 31.8362502 -100.9848324
Steubenville,_Ohio 40.3697905 -80.6339638
Stevens_Point,_Wisconsin 44.5235792 -89.574563
Stevenson,_Indiana 40.6232 -79.1360529
Stevensville,_Michigan 42.014487 -86.5194654
Stewartville,_Minnesota 43.8555186 -92.4885079
Stickleyville,_Virginia 36.7069153 -82.9070877
Stiles,_Wisconsin 44.8611019 -88.0484366
Stillwater,_Nova_Scotia 45.1853421 -61.9836913
Stillwater,_Oklahoma 36.1156071 -97.0583681
Stinnett,_Texas 35.8269841 -101.4429435
Stirling,_Alberta 49.5023104 -112.5231788
Stites,_Idaho 46.0915589 -115.9762528
Stockbridge,_Massachusetts 42.2875874 -73.3203862
Stockbridge,_Vermont 43.7839353 -72.7538555
Stockdale,_Texas 29.2369085 -97.9600035
Stockton,_California 37.9577016 -121.2907796
Stockton,_Kansas 39.4380656 -99.2650967
Stockton_Springs,_Maine 44.4895196 -68.8569762
Stoneham,_Colorado 40.6056903 -103.6656458
Stony_Creek,_Virginia 36.9479277 -77.4008113
Stonypoint,_Oklahoma 34.7506378 -98.4223896
Storm_Lake,_Iowa 42.6430359 -95.2019399
Strasburg,_Ohio 40.5947844 -81.5267864
Strasburg,_Virginia 38.9887199 -78.358616
Stratford,_Oklahoma 34.7967497 -96.9594636
Stratford,_Texas 36.3361402 -102.0721191
Strathmoor_Village,_Kentucky 38.2231261 -85.677739
Stratton,_Maine 45.1404965 -70.4382919
Strawberry_Point,_Iowa 42.6835955 -91.5340348
Streetsboro,_Ohio 41.2392227 -81.3459405
Strong_City,_Kansas 38.397236 -96.5369507
Strongsville,_Ohio 41.3144966 -81.83569
Stroudsburg,_Pennsylvania 40.9867609 -75.1946248
Stuartburn,_Manitoba 49.133771 -96.763675
Sturbridge,_Massachusetts 42.1084122 -72.0787059
Sturgeon,_Missouri 39.2342067 -92.2807332
Sturgeon_Bay,_Wisconsin 44.8341639 -87.3770419
Sturgeon_Falls,_Ontario 46.366603 -79.931295
Sturgis,_Michigan 41.799217 -85.4191482
Sturgis,_South_Dakota 44.4097069 -103.5090786
Stuttgart,_Arkansas 34.5003748 -91.5526281
Sublette,_Kansas 37.4816911 -100.8437736
Sudbury,_Ontario 46.5513927 -81.0354982
Sudbury,_Vermont 43.7992291 -73.2045583
Suffern,_New_York 41.1148179 -74.1495889
Suffolk,_Virginia 36.7282054 -76.5835621
Sugar_Land,_Texas 29.6196787 -95.6349463
Sulligent,_Alabama 33.9017738 -88.1344776
Sullivan,_Illinois 39.599479 -88.6078392
Sullivan,_Indiana 39.0953199 -87.4058525
Sulphur,_Indiana 38.2275622 -86.4708144
Sulphur,_Oklahoma 34.5078669 -96.9683498
Sulphur_Springs,_Texas 33.1384479 -95.6010668
Sumas,_Washington 49.0001217 -122.2648752
Summerdale,_Pennsylvania 40.3115799 -76.9318744
Summerfield,_North_Carolina 36.2087468 -79.9047583
Summers,_Arkansas 35.978619 -94.4913867
Summerside,_Ohio 39.1133592 -84.2858121
Summersville,_West_Virginia 38.2812203 -80.8525981
Summit,_South_Dakota 45.3044062 -97.0364661
